,name,year,quarter,sector,Relative Return,유동자산 변화율,금리 변화율,유동부채 변화율,실업률 변화율,당기순이익(손실) 변화율,이익잉여금 변화율,Label,Code
0,유한양행,2025,Q2,헬스케어,-0.18038781866152037,0.010294315316412783,-0.027942221169784176,-0.02878934224769414,-0.15000000000000002,-0.00840653802685598,0.015579120213799369,-0.18038781866152037,000100
0,일동제약,2025,Q2,헬스케어,0.1653324801427998,1.4135623977864222,-0.027942221169784176,0.023349090856384702,-0.15000000000000002,-1.3435640240767788,0.00888930583411196,0.1653324801427998,000230
0,동아쏘시오홀딩스,2025,Q2,헬스케어,-0.12477854110563781,-0.04630305548100566,-0.027942221169784176,0.04809816998064642,-0.15000000000000002,-1.400998272111038,-0.018447872627602835,-0.12477854110563781,000640
0,부광약품,2025,Q2,헬스케어,-0.32301761425089603,0.040043307540621687,-0.027942221169784176,0.038257480842761815,-0.15000000000000002,2.200558508004523,0.056560148129859655,-0.32301761425089603,003000
0,영진약품,2025,Q2,헬스케어,-0.20777006726536287,0.011576487433210048,-0.027942221169784176,-0.07058783202742402,-0.15000000000000002,-0.6529528993055396,-0.01960465126146238,-0.20777006726536287,003520
0,녹십자,2025,Q2,헬스케어,-0.12338699016110612,0.03567769147442612,-0.027942221169784176,0.23131150907687847,-0.15000000000000002,-0.33817269270694916,0.01580235767496707,-0.12338699016110612,006280
0,일양약품,2025,Q2,헬스케어,-0.2157647863500042,0.07154587971168991,-0.027942221169784176,0.043251722411006055,-0.15000000000000002,-1.0183609186926432,-0.0015595175075316936,-0.2157647863500042,007570
0,서흥,2025,Q2,헬스케어,-0.12209020690401884,0.027639318648052358,-0.027942221169784176,-0.014739810564697975,-0.15000000000000002,2.1147611777740636,0.0747973431539295,-0.12209020690401884,008490
0,광동제약,2025,Q2,헬스케어,-0.1417282751938176,-0.013509184030563559,-0.027942221169784176,-0.02931179439354803,-0.15000000000000002,-0.5805215473984009,0.0058675800596244,-0.1417282751938176,009290
0,대웅제약,2025,Q2,헬스케어,-0.3136310323544046,0.13721791736871247,-0.027942221169784176,0.1025207386488467,-0.15000000000000002,0.6741335804496675,0.06922952894937917,-0.3136310323544046,069620
0,한미약품,2025,Q2,헬스케어,-0.26434031412208864,0.017012285225962653,-0.027942221169784176,-0.052437139744806904,-0.15000000000000002,-0.31635694272701587,0.0653589567382118,-0.26434031412208864,128940
0,동아에스티,2025,Q2,헬스케어,-0.29699002255847723,0.010572624669719977,-0.027942221169784176,0.052201397536485006,-0.15000000000000002,-4.258134458055771,-0.08077454692470942,-0.29699002255847723,170900
0,종근당,2025,Q2,헬스케어,-0.2366399656900329,-0.023115644330852225,-0.027942221169784176,-0.004937044535424762,-0.15000000000000002,0.38872029075198156,0.03052708858938713,-0.2366399656900329,185750
