,name,sector,year,quarter,Relative Return,매출액 변화율,영업이익 변화율,실업률 변화율,GDP 변화율,증자주식수 변화율,기타 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 증감 비율 변화율,발행금액 변화율,Label,Code
23,CJ_Logistics,운송·창고,2018,Q4,-0.05853917999785394,-0.06522854673160206,-0.8281898675671915,0.08800000000000008,-0.005684653689703056,0.0,0.008245027655807258,0.008245027655807258,0.008245027655807369,0.0,0.19491628708150138,000120
23,Korean_Air,운송·창고,2018,Q4,-0.008201790789396366,0.05973392799131927,1.002571853636984,0.08800000000000008,-0.005684653689703056,0.5934579747390142,-0.11594832930817445,0.014212481318125136,0.014212481318125136,-0.8159887023491239,0.3116130964039144,003490
23,Hyundai_Merchant_Marine,운송·창고,2018,Q4,-0.020646964428991665,-0.009293441011245962,0.4166831311494843,0.08800000000000008,-0.005684653689703056,-0.9724218968129308,-0.0019098352876882885,-0.03128861591191212,-0.027706798007680167,0.09435992933873172,-0.12531721584689703,011200
23,Hyundai_Glovis,운송·창고,2018,Q4,0.11604863379237265,-0.0209623171833464,-0.10288765951173717,0.08800000000000008,-0.005684653689703056,0.0,0.0,0.008134746558868255,0.008134746558868255,0.0,0.1273625058643042,086280
