,name,sector,year,quarter,Relative Return,매출액 변화율,영업이익 변화율,실업률 변화율,GDP 변화율,증자주식수 변화율,기타 변화율,특정 증권 등 소유 비율 변화율,특정 증권 등 소유 증감 비율 변화율,발행금액 변화율,Label,Code
5,CJ_Logistics,운송·창고,2023,Q2,-0.2592854945235631,-0.061911959852647414,-0.23102451755927245,0.04938271604938271,-0.005514657406169521,0.0,-0.0355797942259759,1.0,1.0,0.0,-0.09070208552509432,000120
5,Korean_Air,운송·창고,2023,Q2,-0.08856049228993215,-0.10622919965979638,-0.12768012442475696,0.04938271604938271,-0.005514657406169521,-0.05507395425712258,-0.028253931707016955,0.0,0.0,-0.027520109911777446,0.006133767606655141,003490
5,Hyundai_Merchant_Marine,운송·창고,2023,Q2,-0.047774151913988504,-0.022741059490137605,0.4894026137321259,0.04938271604938271,-0.005514657406169521,-0.05805935425161057,-0.027019701460057055,1.0,1.0,-0.04119672542707886,-0.12168247768195706,011200
5,Hyundai_Glovis,운송·창고,2023,Q2,-0.13884452023467495,-0.03446682947957336,0.16854742071918627,0.04938271604938271,-0.005514657406169521,0.0,0.0,0.0,0.0,0.0,0.1922518709852148,086280
