,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동자산변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,특정 증권 등 소유 비율변화율,기말 소유주식 수변화율,증자주식수변화율,특정 증권 등 소유 수변화율,기말 소유주식 지분율변화율,Label,Code
10,CJ_Logistics,운송·창고,2022,Q1,0.09865796587446496,-0.007389135974415595,-0.0006098864316907981,-0.15768692687592137,0.023056739009610916,-0.011687582261480367,-0.3920097186492646,0.0,-0.01168394271441775,-0.39202605820421366,0.11131152698100741,000120
10,Korean_Air,운송·창고,2022,Q1,0.007332014250651886,-0.07775984271711134,0.004362880069243569,-0.1065743252819815,-0.032598855129322146,-0.032598855129322146,0.34722399383020797,0.5056869573207481,-0.03493605623799634,0.07691600699331336,0.10316783058017008,003490
10,Hyundai_Merchant_Marine,운송·창고,2022,Q1,-0.10740227819989778,-0.29338962458158657,-0.22635392288065992,-0.1589419876046663,-1.1184489926321723,-0.5132838555215737,0.026481292513784283,0.0004974332819966953,-0.5079449494033919,0.07926007757532882,0.15310384206688857,011200
10,Hyundai_Glovis,운송·창고,2022,Q1,-0.07504558363526592,-0.02478522933842764,-0.036944962794405845,0.025433486615805558,-0.08998342688963246,0.21264200328801564,-0.2139068193216176,0.0,0.21269338588251352,-0.21397463630045443,0.221875807358164,086280
