code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
3240,Taekwang_Industrial,Industrials_&_Machinery,2021,Q2,"1,705,700,880,076","2,137,348,679,690","3,843,049,559,766","359,774,412,962","253,131,739,912","612,906,152,874","3,191,817,842,262","3,230,143,406,892",518867550667.0,114712349547.0,123084490161.0,88745628907.0,88745628907.0,"5,567,000,000",
3570,S&T_Heavy_Industries,Industrials_&_Machinery,2021,Q2,"440,106,187,733","444,119,831,583","884,226,019,316","128,588,320,366","107,580,752,648","236,169,073,014","624,203,175,888","648,056,946,302",67439245531.0,5771249212.0,6621606980.0,4313947659.0,4313947659.0,"85,631,742,500",
4800,Hyosung,Industrials_&_Machinery,2021,Q2,"424,489,774,008","2,415,977,198,014","2,840,466,972,022","139,129,595,266","289,879,150,263","429,008,745,529","6,375,548,800,852","2,411,458,226,493",298737691370.0,152071978423.0,155653188737.0,145724240410.0,145724240410.0,"105,355,125,000",
5090,Samkwang_Glass,Industrials_&_Machinery,2021,Q2,"158,790,139,347","1,463,766,666,669","1,622,556,806,016","597,262,705,045","481,551,566,919","1,078,814,271,964","58,450,833,060","543,742,534,052",96744378006.0,11195662223.0,5717658544.0,3783693753.0,3783693753.0,"73,385,020,000",
9540,Hyundai_Heavy_Industries,Industrials_&_Machinery,2021,Q2,"1,433,410,808,000","9,555,583,756,000","10,988,994,564,000","197,247,714,000","157,707,122,000","354,954,836,000","16,162,022,780,000","10,634,039,728,000",39601042000.0,-4340219000.0,18459507000.0,16563005000.0,16563005000.0,"353,865,580,000",
10120,LS_Electric,Industrials_&_Machinery,2021,Q2,"1,431,180,286,794","1,082,362,027,308","2,513,542,314,102","625,054,207,801","526,285,349,549","1,151,339,557,350","1,244,782,750,771","1,362,202,756,752",458049021539.0,37635072174.0,34449209830.0,29485359741.0,29485359741.0,"150,000,000,000",
10140,Samsung_Heavy Industries,Industrials_&_Machinery,2021,Q2,"5,841,130,342,988","6,041,763,590,968","11,882,893,933,956","7,062,577,097,651","1,920,671,904,073","8,983,249,001,724","-1,103,751,411,068","2,899,644,932,232",1703092363601.0,-424972137855.0,-429095615606.0,-429095615606.0,-429095615606.0,"3,150,574,225,000",
10620,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2021,Q2,"2,035,978,627,000","1,645,613,946,000","3,681,592,573,000","1,444,001,249,000","39,088,388,000","1,483,089,637,000","1,641,936,571,000","2,198,502,936,000",714958823000.0,-199067014000.0,-199645478000.0,-150998806000.0,-150998806000.0,"199,710,745,000",
11210,Hyundai_WIA,Industrials_&_Machinery,2021,Q2,"2,946,673,000,000","2,846,134,000,000","5,792,807,000,000","1,528,121,000,000","1,176,897,000,000","2,705,018,000,000","2,500,482,000,000","3,087,789,000,000",1680799000000.0,54806000000.0,52904000000.0,40827000000.0,40827000000.0,"135,975,000,000",
12450,Hanwha_Aerospace,Industrials_&_Machinery,2021,Q2,"1,437,638,397,400","3,758,044,120,022","5,195,682,517,422","1,164,032,022,544","1,972,834,565,255","3,136,866,587,799","1,429,483,077,484","2,058,815,929,623",358928592798.0,698623132.0,-14430460890.0,-12781462777.0,-12781462777.0,"265,650,000,000",
14820,Dongwon_Systems,Industrials_&_Machinery,2021,Q2,"202,923,143,849","684,231,932,120","887,155,075,969","336,468,416,932","135,231,478,264","471,699,895,196","163,763,642,618","415,455,180,773",172648822414.0,13762602262.0,14783905578.0,11131515743.0,11131515743.0,"129,419,345,000",
17800,Hyundai_Elevator,Industrials_&_Machinery,2021,Q2,"877,257,196,466","1,215,201,593,729","2,092,458,790,195","743,981,919,528","289,766,967,179","1,033,748,886,707","230,292,805,609","1,058,709,903,488",393721486145.0,34468346444.0,7938492033.0,5389521646.0,5389521646.0,"212,235,955,000",
28050,Samsung_Engineering,Industrials_&_Machinery,2021,Q2,"2,236,690,841,186","1,599,589,793,671","3,836,280,634,857","2,233,193,314,650","269,719,986,764","2,502,913,301,414","296,361,541,744","1,333,367,333,443",1143671703095.0,83360033871.0,91332066350.0,61105045828.0,61105045828.0,"980,000,000,000",
