code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2016,Q3,237819000000.0,8087661000000.0,8325480000000.0,131942000000.0,154790000000.0,286732000000.0,4731327000000.0,8038748000000.0,87123000000.0,39145000000.0,38810000000.0,29349000000.0,29349000000.0,,,,
34730,SK_Inc,etc,2016,Q3,859832000000.0,17585281000000.0,18445113000000.0,1161415000000.0,5365378000000.0,6526793000000.0,7172688000000.0,11918320000000.0,95555000000.0,56570000000.0,50035000000.0,50035000000.0,,,,
