code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2021,Q2,1805685000000.0,8010967000000.0,9816652000000.0,174149000000.0,121127000000.0,295276000000.0,7843529000000.0,9521376000000.0,114448000000.0,48930000000.0,55336000000.0,772634000000.0,772634000000.0,801613000000.0,,,
34730,SK_Inc,etc,2021,Q2,2018962000000.0,23287052000000.0,25306014000000.0,3417743000000.0,6195671000000.0,9613414000000.0,12162385000000.0,15692600000000.0,21698000000.0,-2957000000.0,-5430000000.0,-5430000000.0,469321000000.0,15385000000.0,,
