code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2016,Q2,421035000000.0,7875267000000.0,8296302000000.0,133260000000.0,150680000000.0,283940000000.0,4702037000000.0,8012362000000.0,84727000000.0,32580000000.0,34614000000.0,26171000000.0,26171000000.0,,,,
34730,SK_Inc,etc,2016,Q2,901581000000.0,17584224000000.0,18485805000000.0,1501403000000.0,5117969000000.0,6619372000000.0,7122863000000.0,11866433000000.0,61137000000.0,17780000000.0,10997000000.0,10997000000.0,655751000000.0,,,
