code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2017,Q4,720313000000.0,8518580000000.0,9238893000000.0,280068000000.0,177483000000.0,457551000000.0,5454267000000.0,8781342000000.0,108700000000.0,50855000000.0,36340000000.0,19827000000.0,19827000000.0,879359000000.0,,,
34730,SK_Inc,etc,2017,Q4,832174000000.0,19126887000000.0,19959061000000.0,2274986000000.0,5351374000000.0,7626360000000.0,7585590000000.0,12332701000000.0,10412000000.0,-133306000000.0,-97370000000.0,-97370000000.0,,15385000000.0,,
