code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2019,Q4,826059000000.0,8751902000000.0,9577961000000.0,156049000000.0,95167000000.0,251216000000.0,6003695000000.0,9326745000000.0,104228000000.0,38751000000.0,51431000000.0,17986000000.0,17986000000.0,879359000000.0,,,
34730,SK_Inc,etc,2019,Q4,782375000000.0,21752711000000.0,22535086000000.0,3313082000000.0,5819442000000.0,9132524000000.0,9870812000000.0,13402562000000.0,39932000000.0,249465000000.0,192943000000.0,192943000000.0,566462000000.0,15385000000.0,,
