code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2020,Q1,1513303000000.0,8732876000000.0,10246179000000.0,555262000000.0,87393000000.0,642655000000.0,6290989000000.0,9603524000000.0,744959000000.0,696115000000.0,699156000000.0,674160000000.0,674160000000.0,879359000000.0,,,
34730,SK_Inc,etc,2020,Q1,1795759000000.0,21818830000000.0,23614589000000.0,3575914000000.0,5868322000000.0,9444236000000.0,10638404000000.0,14170353000000.0,1051969000000.0,1002694000000.0,982897000000.0,982897000000.0,1444960000000.0,15385000000.0,,
