code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2020,Q4,2546281000000.0,8024559000000.0,10570840000000.0,178795000000.0,122248000000.0,301043000000.0,6947881000000.0,10269797000000.0,71349000000.0,10324000000.0,-61706000000.0,-27283000000.0,-27283000000.0,879359000000.0,,,
34730,SK_Inc,etc,2020,Q4,1552357000000.0,22040040000000.0,23592397000000.0,2509629000000.0,6251205000000.0,8760834000000.0,11301835000000.0,14831563000000.0,29378000000.0,32299000000.0,19595000000.0,19595000000.0,542894000000.0,15385000000.0,,
