code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용,이자비용
3550,LG_Corporation,etc,2018,Q3,411025000000.0,8952503000000.0,9363528000000.0,161935000000.0,164309000000.0,326244000000.0,5705239000000.0,9037284000000.0,98249000000.0,47279000000.0,48759000000.0,37008000000.0,37008000000.0,879359000000.0,,,
34730,SK_Inc,etc,2018,Q3,861812000000.0,20066968000000.0,20928780000000.0,2709585000000.0,5517759000000.0,8227344000000.0,8277436000000.0,12701436000000.0,131594000000.0,107771000000.0,85635000000.0,85635000000.0,545154000000.0,15385000000.0,,
