,name,sector,year,quarter,유동자산_lag1,유동자산_lag2,유동자산_lag3,유동자산_lag4,비유동자산_lag1,비유동자산_lag2,비유동자산_lag3,비유동자산_lag4,자산총계_lag1,자산총계_lag2,자산총계_lag3,자산총계_lag4,유동부채_lag1,유동부채_lag2,유동부채_lag3,유동부채_lag4,비유동부채_lag1,비유동부채_lag2,비유동부채_lag3,비유동부채_lag4,부채총계_lag1,부채총계_lag2,부채총계_lag3,부채총계_lag4,이익잉여금_lag1,이익잉여금_lag2,이익잉여금_lag3,이익잉여금_lag4,자본총계_lag1,자본총계_lag2,자본총계_lag3,자본총계_lag4,매출액_lag1,매출액_lag2,매출액_lag3,매출액_lag4,영업이익_lag1,영업이익_lag2,영업이익_lag3,영업이익_lag4,법인세차감전 순이익_lag1,법인세차감전 순이익_lag2,법인세차감전 순이익_lag3,법인세차감전 순이익_lag4,당기순이익_lag1,당기순이익_lag2,당기순이익_lag3,당기순이익_lag4,당기순이익(손실)_lag1,당기순이익(손실)_lag2,당기순이익(손실)_lag3,당기순이익(손실)_lag4,자본금_lag1,자본금_lag2,자본금_lag3,자본금_lag4,Label,Code
10,동아쏘시오홀딩스,헬스케어,2016,Q4,0.08832083650971487,0.10171060459381144,0.12692234240779351,0.10628988265803282,569887707487.0,568370023265.0,565018217577.0,552996150061.0,625096777802.0,632724850334.0,647156885374.0,618764562838.0,206091799895.0,206824249871.0,211388716720.0,204768572061.0,1390326525.0,1037963161.0,7569119714.0,10724663614.0,0.3319200062901623,0.3285191231579961,0.3383381083977211,0.3482636993408731,403076774092.0,409917799665.0,419806587490.0,405160447952.0,0.6680799937098377,0.6714808768420039,0.6616618916022788,0.6517363006591269,6797837435.0,7107839264.0,28960580964.0,48855138335.0,-1.021683229175368,-1.0703729789633014,0.5299612396270159,-0.1500990439269012,-6865708212.0,-10030195376.0,15290927060.0,31346319005.0,-1.0063441139056895,-1.3835828662880691,0.6672532770672356,0.5409006863883645,-6840963690.0,-9834284622.0,19324042554.0,26425777859.0,19709141279.9344,19889115708.982178,19964307291.290768,19132497092.23203,-0.2393662749606662,000640
11,SK하이닉스,정보기술,2016,Q4,0.2349652896130181,0.24724733622121597,0.2607845337828422,0.29301809137909357,21908159000000.0,21392286000000.0,21314419000000.0,20320214000000.0,28636817000000.0,28418745000000.0,28833838000000.0,28742198000000.0,3026457000000.0,3027976000000.0,4107935000000.0,4750892000000.0,4109073000000.0,4353174000000.0,3970529000000.0,3308841000000.0,0.2491732932469415,0.2597282181180063,0.28017303835861185,0.2804146363475751,14433532000000.0,13969840000000.0,13687619000000.0,13614710000000.0,0.7508267067530585,0.7402717818819937,0.7198269616413882,0.7195853636524249,4074237000000.0,3849874000000.0,3484735000000.0,18780792000000.0,0.1429818638434632,0.10800872963634654,0.14816105098379073,0.2703031373756762,560016000000.0,371800000000.0,529841000000.0,5002479000000.0,0.11434091831182133,0.07386501480308187,0.12283114784911908,0.21399949480298808,465852000000.0,284371000000.0,428034000000.0,4019080000000.0,1364848838870.3826,1316467389728.7075,1290811723715.8066,1501775721304.8418,-0.2795922024820383,000660
12,영풍,철강_소재,2016,Q4,0.2389628204987685,0.2238762662618727,0.22501588743587875,0.20139727730035809,1626072944403.0,1635978095468.0,1648284523128.0,1660123132962.0,2136653751225.0,2107883091770.0,2126862340022.0,2078784714570.0,109391682293.0,84997758561.0,116465914747.0,98779570962.0,324543739183.0,327058700547.0,330684750200.0,333924385859.0,0.20309112846534605,0.19548354494460796,0.2102395893390894,0.20815236603782009,1699538010010.0,1692646312923.0,1676531355336.0,1642900438010.0,0.796908871534654,0.804516455055392,0.7897604106609106,0.7918476339621799,290291582325.0,279615645641.0,244326706146.0,1068398876327.0,0.026059084426122963,0.07014627027052167,0.06530321476386511,0.04614410347798876,8912187890.0,21169551002.0,61480170519.0,73018445916.0,0.023740602575531466,0.05763253179219477,0.2062902767406917,0.05431217106806458,6891697087.0,16114957587.0,50402223826.0,58027062540.0,8402675667.497554,8369613516.422805,8349340365.375418,8211295063.892753,-0.35820514801818315,000670
13,현대건설,건설,2016,Q4,0.6947827658477427,0.6947578504206536,0.6856596583981535,0.6734073222256568,3791468000000.0,3878788000000.0,3887585000000.0,4078313000000.0,12422195000000.0,12707249000000.0,12367439000000.0,12487460000000.0,4928571000000.0,5242387000000.0,5011167000000.0,5161748000000.0,2218598000000.0,2144560000000.0,2127976000000.0,2198135000000.0,0.5753547581566704,0.5813175613384141,0.5772531402823171,0.5893819079300354,3945034000000.0,3873757000000.0,3787630000000.0,3704823000000.0,0.42464524184332963,0.418682438661586,0.4227468597176829,0.4106180920699646,2642891000000.0,2806135000000.0,2443824000000.0,10716337000000.0,0.052900025010490404,0.04433321989141648,0.044399678536588556,0.04816627174005446,95129000000.0,104641000000.0,62134000000.0,420844000000.0,0.026969330176689087,0.030692393630384854,0.016743431605549336,0.028998434819658993,71277000000.0,86127000000.0,40918000000.0,310757000000.0,500930440951.6967,504274689772.13,497515396582.8053,403605336052.5968,-0.36264547574025496,000720
14,한화,에너지_화학,2016,Q4,0.24065294515782845,0.2542693786827042,0.2598007589664056,0.25450921214359107,5793572000000.0,5757197000000.0,5692862000000.0,5657007000000.0,7629676000000.0,7720210000000.0,7690986000000.0,7588299000000.0,3081182000000.0,3092961000000.0,2827866000000.0,2846880000000.0,1758120000000.0,1854157000000.0,2153404000000.0,2071218000000.0,0.6342735916964233,0.6408009626681139,0.647676383756257,0.6481160007005523,2096948000000.0,2072437000000.0,2016327000000.0,1976824000000.0,0.3657264083035767,0.3591990373318861,0.352323616243743,0.35188399929944775,1251331000000.0,1324202000000.0,1160606000000.0,5098919000000.0,0.03661541190939887,0.04939050084503724,0.05349015945118326,0.03253160130608076,37915000000.0,67775000000.0,88130000000.0,41009000000.0,0.019587942758550695,0.04239307900154206,0.06402431143730086,0.007097386720597052,24511000000.0,56137000000.0,74307000000.0,36189000000.0,410029513788.11743,406401531189.5053,395012136299.84705,390284002225.70294,-0.22301341780895023,000880
15,CJ,생활소비재,2016,Q4,0.05816564036422844,0.053911657425437895,0.06213013900873838,0.052743607551531735,2792426248000.0,2794154953000.0,2794071169000.0,2796151186000.0,2964880416000.0,2953376368000.0,2979167244000.0,2951841981000.0,164451264000.0,162587580000.0,198679567000.0,171149945000.0,112176974000.0,111369634000.0,110570297000.0,110442851000.0,0.09330165105721418,0.09276068467545888,0.10380413003762201,0.09539562002726325,1699965811000.0,1692224716000.0,1684567368000.0,1685790522000.0,0.9066983489427858,0.9072393153245412,0.896195869962378,0.9046043799727368,22981066000.0,21983043000.0,54237893000.0,103624034000.0,0.4876502247545871,0.505294740132201,0.7777504188815004,0.5102443512284033,9777082000.0,9502786000.0,40782061000.0,46862651000.0,0.33684664584314755,0.34832975580314335,0.6869465965427529,0.4262872163421084,7741095000.0,7657348000.0,37258536000.0,44173601000.0,157899810000.0,157806310000.0,157762310000.0,157698560000.0,-0.27496971332169307,001040
16,LG상사,산업재,2016,Q4,0.2768622083637786,0.2523548861882931,0.2904809138517314,0.29957455369954594,2067989942526.0,2124014217505.0,2007354641116.0,2049185503374.0,2668359488241.5586,2840939074257.0,2829176382010.0,2925629721475.0,506420798220.0,542271099733.0,736511576922.0,680179398252.0,1113518240979.0,1059681332855.0,855003315669.0,971524708658.0,0.6070917529431296,0.5638813049896059,0.5625364691685648,0.564563620196362,903497513288.0,897487736941.0,894435311345.0,935133095204.0,0.4411591807462467,0.43611869501039413,0.43746353083143524,0.4354363798036381,670090991910.0,712363937526.0,762107333799.0,3675879173265.0,-0.0056038713463325415,0.03387400097035271,0.007333792572417486,0.020246888348588975,392769023.0,28109778612.0,22947240289.0,-173771412133.0,0.008174840748696016,0.039606316170335665,0.024349546027192883,-0.039527171275312564,5477887146.0,28214111338.0,18556967602.0,-145297105669.0,167260213324.4926,172050800424.4906,180488345701.79404,249859885600.6315,-0.31525934223153085,001120
17,동국제강,철강_소재,2016,Q4,0.2529385135845248,0.25861508752643225,0.25725640072713785,0.2849222742083507,4794009444000.0,4852252240000.0,4783772306000.0,4751370817000.0,6417155122000.0,6544848915000.0,6440677928000.0,6644551558000.0,2703431930000.0,2866358165000.0,2883495239000.0,2774428316000.0,977159430000.0,1009745726000.0,934649593000.0,1249572092000.0,0.5735549928319156,0.5922373367728077,0.5928172274227714,0.6056090276182939,1204825941000.0,1135551883000.0,1089903209000.0,1087390708000.0,0.4264450071680845,0.4077626632271923,0.4071827725772286,0.39439097238170606,1104514024000.0,1165721746000.0,989700933000.0,4489569246000.0,0.04523936673890525,0.08494571482412751,0.04162957174862035,0.029911753810156066,90331111000.0,47447821000.0,11169675000.0,20546127000.0,0.06271903886663552,0.03915915110671702,0.002538646692374089,0.003355449971825649,69274058000.0,45648674000.0,2512501000.0,15064525000.0,588974125000.0,588968595000.0,588857060000.0,588857060000.0,-0.4560498261052146,001230
18,세아베스틸,철강_소재,2016,Q4,0.23975592788710057,0.3058882723057611,0.3078913839141877,0.29355205421282354,1852780158136.0,1726137268297.0,1747914422527.0,1753820283085.0,2437085965020.0,2486829136328.0,2525491493535.0,2482589543283.0,188131417410.0,203750279443.0,270411718222.0,210562884419.0,641434406653.0,691671420694.0,683848650120.0,689555831150.0,0.34039251629607253,0.36006563018606136,0.3778513492461998,0.36257250740638924,1086083872478.0,1070328754212.0,1049900029215.0,1061882950736.0,0.6596074837039275,0.6399343698139387,0.6221486507538002,0.6374274925936108,382510841691.0,434900494576.0,399309100191.0,1826024379167.0,0.02549659444653976,0.07514950616430867,0.05589413569919699,0.09520205593383332,15617111294.0,26217830458.0,29854158347.0,157616006955.0,0.0038004687095692055,0.054100342621910665,0.057986844782461786,0.03964566694460978,1453720484.9176242,23528265763.0,23154674813.0,72393954369.19273,214641950745.4429,205219588248.07678,205716646975.98502,195597085777.01007,-0.34584352887435543,001430
19,대상,생활소비재,2016,Q4,0.39760836010581674,0.41403225302860486,0.405948591603993,0.34391988548997515,1090902983386.0,1050598596487.0,1046386469035.0,1048058527822.0,1810953059670.0,1792929050988.0,1761440936333.0,1597455104404.0,459476013516.0,474729139004.0,465113472191.0,429647723673.0,524970550457.0,517828690132.0,514981822235.0,394167789399.0,0.5436068918055724,0.5535957089819296,0.5564167802676259,0.5157049552133487,515520781284.0,488651831697.0,470823113058.0,462761336001.0,0.4563931081944276,0.44640429101807044,0.44358321973237413,0.48429504478665136,496354520007.0,456819778195.0,446120933751.0,1648286247805.0,0.061422344119219555,0.06244179673154136,0.06940051162288817,0.07300633396914456,33205589722.0,23603939454.0,29690282537.0,102383791510.0,0.05413257763144994,0.039027904416584956,0.05039615222259138,0.044239309336048444,26868949587.0,17828718639.0,22482778487.0,72919045191.0,26697245494.834976,25638603574.104366,25475075628.39265,36018248000.0,-0.35091260195813434,001680
20,SK네트웍스,경기소비재,2016,Q4,0.424820843076889,0.4224719968278924,0.43187133031735386,0.44148734415267454,4399418730029.0,4377477492810.0,4337571070831.0,4303098368421.0,7648779822905.0,7579680065324.0,7634839257899.0,7704567342154.0,3451358213654.0,3504961535786.0,3831067009886.0,3908947998457.0,1750568391272.0,1640801872008.0,1378027798373.0,1351207553772.0,0.680098881830581,0.6788892622704702,0.6822795650700404,0.6827321144237536,1014704584920.0,997567932026.0,988549627811.0,1006715564162.0,0.31990111816941896,0.32111073772952975,0.31772043492995955,0.3172678855762464,4165975807991.0,4417915838155.0,4319905605240.0,18681721368560.0,0.008818642126180913,0.0078001091769079964,0.005169532043457535,0.009651048687270809,19528872485.0,15332336515.0,10206722382.0,96499619890.0,0.0035630669641738034,0.0023516897495582142,0.002096324165281589,0.004180106115190356,14843650775.0,10389567391.0,9055922512.0,78091577735.0,648653775000.0,648653775000.0,648653775000.0,648653775000.0,-0.24772649463662444,001740
21,오리온,생활소비재,2016,Q4,0.11335953759306285,0.1142563221089178,0.12250007536204299,0.11860873907227032,1232194011210.0,1271899280990.0,1263859875110.0,1255168339134.0,1405931303038.0,1435967665068.0,1440296277668.0,1424076224460.0,273896233276.0,316731562527.0,327358242035.0,226096136884.0,255154335272.0,303949127912.0,298493580772.0,354070712239.0,0.3762990178857271,0.43223862593703166,0.4345299175669077,0.4073987327068783,593736831988.0,579485953381.0,578837617045.0,608449041565.0,0.6237009821142728,0.5677613740629683,0.5654700824330924,0.5926012672931217,160210524474.0,166606301243.0,173838554887.0,707437985642.0,0.07525939595782763,0.09951739096480675,0.13728690935398893,0.13449750547626108,9149426135.0,13415978110.0,6196484547.0,43266461124.0,0.07065263365913872,0.008801572479910097,0.019444199718510056,0.02170331450475687,11319295494.0,1466397436.0,3380151580.0,15353749095.0,30041495000.0,29880455000.0,29880455000.0,29880455000.0,-0.33153263922924125,001800
22,고려제강,철강_소재,2016,Q4,0.16898804288998187,0.16978489847134154,0.17697097699028144,0.18215092562587612,1137169899176.0,1140649683355.0,1138968594614.0,1107855026610.0,1368415808517.0,1373920663759.0,1383874156040.0,1354595928910.0,234133488616.0,248003884622.0,269185201473.0,249666934936.0,92453676578.0,91393454472.0,85613782857.0,82035486409.0,0.23866076609267903,0.24702833871456628,0.25638095977257686,0.24487185755231844,1004193786509.0,997105709961.0,992069548556.0,986096883311.0,0.761339233907321,0.7529716612854337,0.7436190402274231,0.7551281424476816,105179100219.0,116967542100.0,108682644159.0,509762636850.0,0.049582485704302806,0.06677807600951546,0.03364349650575932,0.05392138155093585,9098942937.0,6419652486.0,7050423605.0,22962806030.0,0.0605211338988086,0.04305605909624393,0.05032860472181512,0.012378471236201177,6365558407.710308,5036161405.0,5469845838.0,6310082137.537791,19624591371.517387,19467236469.729637,19314096952.49126,19258567826.616333,-0.37991454879120157,002240
23,넥센타이어,경기소비재,2016,Q4,0.30077467371257555,0.3033573189522168,0.29603851620905536,0.30152545109977646,1527024611096.0,1524603784068.0,1528137204318.0,1528736421850.0,2183880579961.0,2188501832496.0,2170768201818.0,2188678777569.0,332673263768.0,349336969580.0,351920745942.0,381557642681.0,759778684473.0,772179416265.0,798502087867.0,815894103970.0,0.5002342885710853,0.5124585089179037,0.5299611597615677,0.5471116908169725,990840243825.0,966661640948.0,920624606144.0,892632189557.0,0.4997657114289147,0.4875414910820963,0.47003884023843234,0.4528883091830275,361794977486.0,400983767139.0,360710234502.0,1468926730352.0,0.10547595325719153,0.15098747329842094,0.1321867371848459,0.11961961828408821,32288250894.0,60680119591.0,47888751251.0,156992860248.0,0.06682957028593801,0.11481022070412486,0.10018521020589348,0.08493674654630477,24178602877.0,46037034804.0,36137830667.0,124765857391.0,42626665302.63417,42269792789.810074,41634504776.780754,42412682755.68094,-0.3441455703279638,002350
24,KCC,건설,2016,Q4,0.18775779951736946,0.20667521352271764,0.19208814389763265,0.19597469307584775,7361302877413.0,6632609314542.0,6955388832152.0,6746639322941.0,9062940675871.0,8360521979899.0,8609093652502.0,8391078321590.0,1512592164006.0,1494740395698.0,1441381325082.0,1334959069668.0,1452407383535.0,1293529695478.0,1374260198232.0,1340138635120.0,0.32715645545765937,0.3335043072525579,0.3270543493850494,0.31880261418905503,4198209283175.0,4151925165261.0,4104719346702.0,4135914498554.0,0.6728435445423406,0.666495692747442,0.6729456506149506,0.681197385810945,776080329480.0,814745710811.0,710299889467.0,3067640038239.0,0.11005855698111876,0.1061580902241336,0.09980939373536776,0.08371394733373615,75324282672.0,63019414674.0,60896540197.0,214529571318.0,0.07230896568606585,0.0579393274890778,0.06683435102829977,0.05118499368398411,56117565914.0,47205818559.0,47472432148.0,157017135982.0,48921218558.3056,45752374125.34442,46778377487.15638,46092613108.60696,-0.3786307650168147,002380
25,아모레G,생활소비재,2016,Q4,0.1983739959473604,0.19951408162787013,0.21381258534959524,0.18887833261312595,1372601345500.0,1370760902612.0,1370444073477.0,1374798940073.0,1712271481415.0,1712411013300.0,1743151884575.0,1694935538465.0,5790004818.0,5318282624.0,35475013836.0,5528034365.0,41531418914.0,40997793556.0,41184442368.0,40547604656.0,0.02763663603910179,0.02704728936001407,0.04397749667275289,0.02718430168897627,1080394372075.0,1081555043313.0,1082032502088.0,1064230922345.0,0.9723633639608982,0.9729527106399859,0.9560225033272471,0.9728156983110238,19552697086.757282,7903453705.0,59863495059.0,19340584766.606476,-0.02744884159042679,-0.06530005985528829,0.8721468694492919,2.0303309950999986,-1015393678.0,497368683.0,50676513185.0,44627080105.0,-0.05858180321198666,-0.05684712655630087,0.840692118283424,2.1994329858343695,-1145432253.0,-449288633.0,50326768469.0,42538320101.0,38922685588.74889,38928619536.77114,39243149966.0669,38592248803.37056,-0.253726332402185,002790
