code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
660,SK하이닉스,정보기술,2021,Q1,"14,272,903,000,000","53,624,407,000,000","67,897,310,000,000","8,294,527,000,000","9,861,489,000,000","18,156,016,000,000","44,388,964,000,000","49,741,294,000,000",8144157000000.0,1192738000000.0,1298722000000.0,974571000000.0,974571000000.0,"3,657,652,000,000",,,,,,,,,,,,
3550,LG,정보기술,2021,Q1,"3,135,541,000,000","8,017,936,000,000","11,153,477,000,000","2,298,141,000,000","120,579,000,000","2,418,720,000,000","7,070,910,000,000","8,734,757,000,000",596959000000.0,547856000000.0,566933000000.0,562653000000.0,562653000000.0,"879,359,000,000",,,,,,,,,,,,
4710,한솔테크닉스,정보기술,2021,Q1,"206,341,125,851","247,023,395,223","453,364,521,074","135,002,398,089","78,945,768,485","213,948,166,574","24,276,689,009","239,416,354,500",141315164253.0,5151474608.0,4738085556.0,4829032277.0,4829032277.0,"160,549,390,000",,,,,,,,,,,,
5930,삼성전자,정보기술,2021,Q1,"78,618,052,000,000","157,912,520,000,000","236,530,572,000,000","59,933,681,000,000","1,840,817,000,000","61,774,498,000,000","169,707,446,000,000","174,756,074,000,000",45042390000000.0,4445476000000.0,5817356000000.0,4547604000000.0,4547604000000.0,"897,514,000,000",,,,,,,,,,,,
6400,삼성SDI,정보기술,2021,Q1,"3,717,566,650,244","11,930,368,746,335","15,647,935,396,579","3,131,485,946,399","1,263,156,084,445","4,394,642,030,844","5,935,903,261,517","11,253,293,365,735",2512757788431.0,65914170335.0,107595486910.0,88138779571.0,88138779571.0,"356,712,130,000",,,,,,,,,,,,
8060,대덕전자,정보기술,2021,Q1,"172,592,057,302","377,929,960,536","550,522,017,838","13,750,873,559","59,001,869","13,809,875,428","8,179,294,612","536,712,142,410",,7243617099.0,8327710227.0,8073070735.0,8073070735.0,"17,551,253,500",,,,,,,,,,,,
9150,삼성전기,정보기술,2021,Q1,"2,744,336,602,820","3,282,217,382,350","6,026,553,985,170","1,170,337,417,973","104,682,722,080","1,275,020,140,053","205,952,131,569","4,751,533,845,117",1436215693983.0,251152612184.0,272481605810.0,203393780083.0,203393780083.0,"388,003,400,000",,,,,,,,,,,,
11070,LG이노텍,정보기술,2021,Q1,"3,383,956,314,535","2,573,187,198,917","5,957,143,513,452","2,597,317,584,967","963,322,341,905","3,560,639,926,872","1,128,433,650,545","2,396,503,586,580",2986276768343.0,324774826070.0,315470154653.0,237066456209.0,237066456209.0,"118,335,535,000",,,,,,,,,,,,
18260,삼성에스디에스,정보기술,2021,Q1,"4,194,060,813,091","2,508,633,922,052","6,702,694,735,143","1,026,494,962,029","234,976,618,041","1,261,471,580,070","4,344,098,986,158","5,441,223,155,073",1216257388111.0,143135755068.0,153082590196.0,111791891041.0,111791891041.0,"38,688,900,000",,,,,,,,,,,,
20150,일진머티리얼즈,정보기술,2021,Q1,"301,229,000,000","375,349,000,000","676,578,000,000","53,616,000,000","49,311,000,000","102,927,000,000","150,713,000,000","573,651,000,000",83200000000.0,5908000000.0,9718000000.0,6867000000.0,6867000000.0,"23,055,000,000",,,,,,,,,,,,
29530,신도리코,정보기술,2021,Q1,"679,239,733,865","228,615,869,609","907,855,603,474","44,076,497,268","9,231,922,728","53,308,419,996","698,012,127,983","854,547,183,478",81865060964.0,4132984976.0,14142524066.0,10739183148.0,10739183148.0,"50,400,145,000",,,,,,,,,,,,
34220,LG디스플레이,정보기술,2021,Q1,"7,729,112,000,000","19,692,197,000,000","27,421,309,000,000","11,028,860,000,000","6,087,313,000,000","17,116,173,000,000","6,264,944,000,000","10,305,136,000,000",6632538000000.0,187076000000.0,33217000000.0,45322000000.0,45322000000.0,"1,789,079,000,000",,,,,,,,,,,,
34730,SK,정보기술,2021,Q1,"2,145,506,000,000","23,084,421,000,000","25,229,927,000,000","3,235,317,000,000","6,292,954,000,000","9,528,271,000,000","12,171,588,000,000","15,701,656,000,000",897704000000.0,489050000000.0,1485091000000.0,1184655000000.0,1184655000000.0,"15,385,000,000",,,,,,,,,,,,
42700,한미반도체,정보기술,2021,Q1,"209,753,660,181","118,245,771,839","327,999,432,020","68,751,591,041","2,980,458,194","71,732,049,235","191,197,822,480","256,267,382,785",70516114123.0,18541781254.0,24083925122.0,18167212045.0,18167212045.0,"12,716,420,500",,,,,,,,,,,,
66570,LG전자,정보기술,2021,Q1,"9,546,983,000,000","19,955,973,000,000","29,502,956,000,000","12,417,837,000,000","7,316,910,000,000","19,734,747,000,000","5,849,853,000,000","9,768,209,000,000",7089731000000.0,40101000000.0,-50738000000.0,-24929000000.0,-24929000000.0,"904,169,000,000",,,,,,,,,,,,
