code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
660,SK하이닉스,정보기술,2025,Q2,2025-08-14,"31,076,094,000,000","92,740,614,000,000","123,816,708,000,000","23,555,060,000,000","15,501,571,000,000","39,056,631,000,000","78,588,809,000,000","84,760,077,000,000",19549466000000.0,8449077000000.0,8486995000000.0,6837594000000.0,"3,657,652,000,000",6841447000000.0,,,,,,,,,,,
3550,LG,정보기술,2025,Q2,2025-08-14,"827,750,000,000","9,063,165,000,000","9,890,915,000,000","207,260,000,000","186,967,000,000","394,227,000,000","8,178,870,000,000","9,496,688,000,000",118721000000.0,40598000000.0,46806000000.0,34203000000.0,"801,312,000,000",100726000000.0,,,,78123000000.0,,,,,34203000000.0,,
4710,한솔테크닉스,정보기술,2025,Q2,2025-08-13,"202,479,127,578","362,974,531,176","565,453,658,754","156,822,759,265","104,175,575,415","260,998,334,680","88,549,896,676","304,455,324,074",140152761903.0,-1266658233.0,1219990817.0,1465003200.0,"160,549,390,000",1466444942.0,,,,,,,,,,,
5930,삼성전자,정보기술,2025,Q2,2025-08-14,"73,013,980,000,000","249,003,419,000,000","322,017,399,000,000","74,260,678,000,000","10,411,225,000,000","84,671,903,000,000","234,922,976,000,000","237,345,496,000,000",54765394000000.0,1190832000000.0,2764093000000.0,2752020000000.0,"897,514,000,000",3084931000000.0,,,,,,,,,,,
6400,삼성SDI,정보기술,2025,Q2,2025-08-14,"7,052,546,779,901","15,099,214,367,270","22,151,761,147,171","5,957,884,752,189","1,295,786,785,212","7,253,671,537,401","7,931,849,868,061","14,898,089,609,770",2751374287248.0,-639918162799.0,-658541065958.0,-433762189683.0,"415,817,130,000",-376419512922.0,,,,,,,,,,,
8060,대덕전자,정보기술,2025,Q2,2025-08-14,"100,741,751,176","422,306,353,577","523,048,104,753","1,245,082,631","1,992,020,900","3,237,103,531","51,637,167,527","519,811,001,222",1539407879.0,236745126.0,2083161893.0,1650814126.0,"17,551,253,500",1681205912.0,,,,1302662753.0,,,,,,,
9150,삼성전기,정보기술,2025,Q2,2025-08-14,"5,073,209,168,113","4,262,340,996,154","9,335,550,164,267","2,490,950,604,823","599,906,584,154","3,090,857,188,977","8,336,446,398","6,244,692,975,290",2092146750898.0,4090704415.0,-1721832466.0,-1613111020.0,"388,003,400,000",43277160560.0,,,,,,,,,,,
11070,LG이노텍,정보기술,2025,Q2,2025-08-13,"4,019,401,000,000","4,402,323,000,000","8,421,724,000,000","2,679,410,000,000","1,657,985,000,000","4,337,395,000,000","2,817,266,000,000","4,084,329,000,000",3855277000000.0,-23760000000.0,-9545000000.0,-6861000000.0,"118,336,000,000",27195000000.0,,,,,,,,,,,
18260,삼성에스디에스,정보기술,2025,Q2,2025-08-14,"4,701,036,493,022","3,534,461,051,604","8,235,497,544,626","886,772,433,890","361,880,492,903","1,248,652,926,793","5,998,540,522,921","6,986,844,617,833",1347451826603.0,113109883250.0,121287824732.0,92938447835.0,"38,688,900,000",88678458404.0,,,,,,,,,,,
20150,일진머티리얼즈,정보기술,2025,Q2,2025-08-14,"174,506,568,188","845,143,830,252","1,019,650,398,440","116,322,551,118","37,391,832,234","153,714,383,352","97,760,667,646","865,936,015,088",80261265419.0,-19996975612.0,-24034505832.0,-18864836882.0,"26,182,731,500",-18864836882.0,,,,,,,,,,,
29530,신도리코,정보기술,2025,Q2,2025-08-14,"823,546,456,559","261,018,526,077","1,084,564,982,636","44,501,369,489","7,231,668,792","51,733,038,281","907,698,447,017","1,032,831,944,355",68425393005.0,58487533.0,-11985469105.0,-8713210695.0,"50,400,145,000",-7122813864.0,,,,,,,,,,,
34220,LG디스플레이,정보기술,2025,Q2,2025-08-14,"5,614,033,000,000","20,023,639,000,000","25,637,672,000,000","15,952,684,000,000","5,403,675,000,000","21,356,359,000,000","-1,039,693,000,000","4,281,313,000,000",5137636000000.0,-381230000000.0,963825000000.0,849433000000.0,"2,500,000,000,000",849982000000.0,,,,,,,,,,,
34730,SK,정보기술,2025,Q2,2025-08-14,"4,479,274,000,000","24,557,703,000,000","29,036,977,000,000","5,037,521,000,000","7,559,513,000,000","12,597,034,000,000","13,192,106,000,000","16,439,943,000,000",1003803000000.0,330874000000.0,176676000000.0,193484000000.0,"16,143,000,000",189115000000.0,,,,672929000000.0,,,,,,,
42700,한미반도체,정보기술,2025,Q2,2025-08-14,"428,101,518,612","307,426,544,235","735,528,062,847","154,252,139,346","4,546,505,067","158,798,644,413","534,049,373,604","576,729,418,434",176334977186.0,83572618990.0,81906514703.0,61965942580.0,"12,716,420,500",61941518791.0,,,,,,,,,,,
66570,LG전자,정보기술,2025,Q2,2025-08-14,"10,446,991,000,000","23,269,424,000,000","33,716,415,000,000","12,907,966,000,000","8,767,432,000,000","21,675,398,000,000","8,119,786,000,000","12,041,017,000,000",7813444000000.0,282807000000.0,471844000000.0,394461000000.0,"904,169,000,000",487107000000.0,,,,,,,,,,,
