code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
660,SK하이닉스,정보기술,2017,Q2,2017-08-14,"10,526,220,000,000","26,122,959,000,000","36,649,179,000,000","5,472,083,000,000","4,207,331,000,000","9,679,414,000,000","19,900,178,000,000","26,969,765,000,000",6657032000000.0,2999379000000.0,3028026000000.0,2437544000000.0,,,,,,,,,,,,,
3550,LG,정보기술,2017,Q2,2017-08-14,"608,653,000,000","8,241,498,000,000","8,850,151,000,000","249,677,000,000","172,759,000,000","422,436,000,000","5,112,986,000,000","8,427,715,000,000",98892000000.0,35938000000.0,38769000000.0,29315000000.0,,,,,,,,,,,,,
4710,한솔테크닉스,정보기술,2017,Q2,2017-08-11,"160,134,323,015","292,377,961,556","452,512,284,571","200,058,131,577","66,950,234,022","267,008,365,599","5,568,334,967","185,503,918,972",134999912633.0,4844154250.0,2769676355.0,2769676355.0,"110,549,390,000",,,,,,,,,,,,
5930,삼성전자,정보기술,2017,Q2,2017-08-14,"59,385,664,000,000","119,014,453,000,000","178,400,117,000,000","36,363,120,000,000","2,384,321,000,000","38,747,441,000,000","139,614,232,000,000","139,652,676,000,000",42130809000000.0,7927556000000.0,7927705000000.0,6143724000000.0,,,,,,,,,,,,,
6400,삼성SDI,정보기술,2017,Q2,2017-08-14,"2,357,250,395,366","10,509,874,687,662","12,867,125,083,028","1,693,980,448,808","1,046,103,098,584","2,740,083,547,392","4,636,697,852,852","10,127,041,535,636",1227774764547.0,-32070805464.0,-9848925571.0,2470344598.0,"356,712,130,000",,,,,,,,,,,,
8060,대덕전자,정보기술,2017,Q2,2017-08-14,"315,348,084,358","253,748,671,867","569,096,756,225","83,628,450,910","4,639,569,374","88,268,020,284","18,165,052,179","480,828,735,941",121416947783.0,5074776357.0,14786877020.0,11263958914.0,"24,398,150,000",,,,,,,,,,,,
9150,삼성전기,정보기술,2017,Q2,2017-08-14,"1,706,178,589,131","3,632,865,848,675","5,339,044,437,806","1,197,534,474,912","34,638,980,599","1,232,173,455,511",,"4,106,870,982,295",1279088554749.0,-16961408690.0,33630995389.0,26433185066.0,"388,003,400,000",,,,,,,,,,,,
11070,LG이노텍,정보기술,2017,Q2,2017-08-14,"1,576,109,484,280","2,301,175,968,011","3,877,285,452,291","1,130,536,405,338","1,099,192,354,002","2,229,728,759,340","378,688,280,835","1,647,556,692,951",1237881796452.0,25086945848.0,20795467916.0,15614147250.0,,,,,,,,,,,,,
18260,삼성에스디에스,정보기술,2017,Q2,2017-08-14,"3,100,075,899,096","2,376,911,827,879","5,476,987,726,975","778,601,883,019","94,094,640,245","872,696,523,264","3,377,780,441,474","4,604,291,203,711",1134766875605.0,102085114036.0,115006771352.0,87734438563.0,"38,688,900,000",,,,,,,,,,,,
20150,일진머티리얼즈,정보기술,2017,Q2,2017-08-10,"126,819,000,000","213,844,000,000","340,663,000,000","21,585,000,000","20,595,000,000","42,180,000,000","75,969,000,000","298,483,000,000",73580000000.0,13540000000.0,14390000000.0,17791000000.0,"19,600,000,000",,,,,,,,,,,,
29530,신도리코,정보기술,2017,Q2,2017-08-14,"642,159,458,488","263,042,430,260","905,201,888,748","54,191,738,983","11,716,318,656","65,908,057,639","683,360,859,266","839,293,831,109",126619867295.0,10786967994.0,19151934266.0,14965641260.0,"50,400,145,000",,,,,,,,,,,,
34220,LG디스플레이,정보기술,2017,Q2,2017-08-14,"8,061,330,000,000","14,714,811,000,000","22,776,141,000,000","5,584,696,000,000","4,149,249,000,000","9,733,945,000,000","9,002,004,000,000","13,042,196,000,000",6022851000000.0,536230000000.0,548272000000.0,477855000000.0,,,,,,,,,,,,,
34730,SK,정보기술,2017,Q2,2017-08-14,"1,259,845,000,000","17,715,071,000,000","18,974,916,000,000","1,104,435,000,000","5,520,038,000,000","6,624,473,000,000","7,592,979,000,000","12,350,443,000,000",714847000000.0,82943000000.0,48633000000.0,32323000000.0,,,,,,,,,,,,,
42700,한미반도체,정보기술,2017,Q2,2017-08-14,"164,735,945,931","107,802,159,401","272,538,105,332","55,530,801,000","34,213,551,641","89,744,352,641","198,277,855,554","182,793,752,691",60906562837.0,18550401705.0,9332934548.0,6981079468.0,,,,,,,,,,,,,
66570,LG전자,정보기술,2017,Q2,2017-08-14,"9,532,035,000,000","18,240,582,000,000","27,772,617,000,000","11,177,527,000,000","7,241,592,000,000","18,419,119,000,000","5,432,206,000,000","9,353,498,000,000",7999821000000.0,401920000000.0,459573000000.0,347997000000.0,"904,169,000,000",,,,,,,,,,,,
