날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,13186,13186,13045,13149,1349,-0.07599361653621095
2015-01-05,13149,13290,13036,13281,1634,1.003878621948437
2015-01-06,13168,13281,13112,13281,1395,0.0
2015-01-07,13242,13261,13092,13196,2229,-0.640012047285596
2015-01-08,13149,13149,13037,13131,907,-0.49257350712337067
2015-01-09,13074,13158,12905,12924,3112,-1.5764222069910898
2015-01-12,12876,12923,12876,12905,1916,-0.14701330857319714
2015-01-13,12893,12931,12752,12754,3198,-1.1700891127469975
2015-01-14,12846,12846,12452,12642,4472,-0.8781558726673985
2015-01-15,12397,12980,12397,12868,4604,1.7876918209144124
2015-01-16,13007,13007,12677,12689,2520,-1.3910475598383587
2015-01-19,12714,12959,12536,12557,2343,-1.0402711009535819
2015-01-20,12395,12630,12395,12435,2768,-0.9715696424305168
2015-01-21,12573,12583,12217,12266,5769,-1.3590671491757138
2015-01-22,12170,12301,12151,12219,2428,-0.38317299853252895
2015-01-23,12142,12442,12142,12426,5396,1.6940829855143626
2015-01-26,12435,12952,12172,12896,4919,3.7823917592145504
2015-01-27,12921,12921,12498,12510,2609,-2.99317617866005
2015-01-28,12508,12752,12498,12632,2311,0.9752198241406874
2015-01-29,12527,12818,12489,12792,2244,1.266624445851805
2015-01-30,12789,12817,12536,12726,4516,-0.5159474671669794
2015-02-02,12997,12997,12630,12717,1786,-0.07072135785007072
2015-02-03,12751,12817,12526,12782,3210,0.5111268380907447
2015-02-04,12856,12856,12611,12754,3365,-0.21905805038335158
2015-02-05,12818,12818,12358,12520,5869,-1.8347185196801004
2015-02-06,12527,12884,12442,12773,6371,2.0207667731629395
2015-02-09,12761,12912,12667,12848,4362,0.5871760745322163
2015-02-10,12868,12952,12679,12859,7689,0.08561643835616438
2015-02-11,12846,12865,12630,12801,6196,-0.451045960027996
2015-02-12,12845,12845,12536,12538,5414,-2.0545269900789
2015-02-13,12536,12649,12367,12623,3624,0.6779390652416654
2015-02-16,12620,12620,12395,12482,2264,-1.117008635031292
2015-02-17,12369,12877,12369,12877,7068,3.1645569620253164
2015-02-23,12943,13196,12896,13103,7373,1.7550671740312183
2015-02-24,13149,13243,12943,13103,4469,0.0
2015-02-25,13186,13196,12961,13121,6403,0.13737312065939097
2015-02-26,13271,14276,12980,13337,12846,1.6462159896349364
2015-02-27,13710,13823,13448,13647,10077,2.3243608007797856
2015-03-02,13664,13955,13532,13544,7537,-0.7547446325199677
2015-03-03,13635,13954,13495,13938,5706,2.909037212049616
2015-03-04,13935,14076,13795,13844,5392,-0.674415267613718
2015-03-05,13945,13945,13344,13619,9730,-1.625252817104883
2015-03-06,13663,13888,13429,13628,5750,0.06608414714736766
2015-03-09,13626,13748,13428,13703,5336,0.5503375403580862
2015-03-10,13702,13702,13440,13440,3470,-1.9192877472086405
2015-03-11,13262,13328,12971,13009,9213,-3.2068452380952377
2015-03-12,13008,13515,12980,13403,7475,3.028672457529403
2015-03-13,13524,13552,13243,13459,4865,0.4178169066626875
2015-03-16,13327,13337,13036,13215,9501,-1.8129132922208187
2015-03-17,13214,13224,13055,13168,6260,-0.3556564510026485
2015-03-18,13215,13215,13008,13065,7472,-0.7821992709599028
2015-03-19,13027,13065,12877,12943,5499,-0.9337925755836203
2015-03-20,12875,12912,12724,12773,8412,-1.3134512864096421
2015-03-23,12773,12914,12735,12868,4024,0.7437563610741408
2015-03-24,12782,13102,12782,13027,4195,1.2356232514765308
2015-03-25,13037,13140,12980,13009,6508,-0.13817456052813387
2015-03-26,13008,13074,12744,12896,5109,-0.8686294104081789
2015-03-27,12896,13074,12868,13037,4105,1.093362282878412
2015-03-30,13139,13252,13036,13168,9912,1.0048324000920457
2015-03-31,13008,13271,12914,13215,7818,0.3569258809234508
2015-04-01,13102,13205,13018,13018,3421,-1.4907302307983352
2015-04-02,12962,13103,12801,12981,5270,-0.28422184667383626
2015-04-03,12943,12998,12848,12859,4896,-0.93983514367152
2015-04-06,12875,12950,12677,12839,9260,-0.15553308966482618
2015-04-07,12837,12931,12715,12717,9391,-0.9502297686735727
2015-04-08,12733,12770,12536,12585,12533,-1.0379806558150506
2015-04-09,12621,12621,12386,12445,12180,-1.1124354390147002
2015-04-10,12414,12602,12274,12276,27182,-1.35797509039775
2015-04-13,12302,12489,12180,12473,16194,1.60475724991854
2015-04-14,12677,12677,12386,12492,16228,0.15232903070632567
2015-04-15,12614,12868,12548,12859,15095,2.937880243355748
2015-04-16,0,0,0,12859,0,0.0
2015-04-17,0,0,0,12859,0,0.0
2015-04-20,0,0,0,12859,0,0.0
2015-04-21,0,0,0,12859,0,0.0
2015-04-22,0,0,0,12859,0,0.0
2015-04-23,0,0,0,12859,0,0.0
2015-04-24,0,0,0,12859,0,0.0
2015-04-27,0,0,0,12859,0,0.0
2015-04-28,0,0,0,12859,0,0.0
2015-04-29,0,0,0,12859,0,0.0
2015-04-30,0,0,0,12859,0,0.0
2015-05-04,12858,13093,11732,12155,311423,-5.474764756201882
2015-05-06,12154,12435,11497,11685,140384,-3.866721513780337
2015-05-07,11872,12482,11168,12342,209097,5.622593068035943
2015-05-08,12342,12436,11357,11404,232595,-7.600064819316156
2015-05-11,11591,11685,11216,11451,126496,0.41213609259908807
2015-05-12,11450,11591,11028,11122,198896,-2.87311151864466
2015-05-13,11168,11215,10417,10887,328329,-2.112929329257328
2015-05-14,10934,11028,10512,10794,300721,-0.8542298153761366
2015-05-15,10699,10887,10465,10606,317243,-1.7417083564943487
2015-05-18,10465,10652,9855,9902,429395,-6.637752215726947
2015-05-19,9996,10371,9855,9996,274242,0.9493031710765503
2015-05-20,10136,10840,9996,10700,449229,7.042817126850741
2015-05-21,10793,11027,10136,10324,304797,-3.514018691588785
2015-05-22,10323,10464,10136,10230,193867,-0.910499806276637
2015-05-26,10324,10371,9949,9996,307246,-2.287390029325513
2015-05-27,9949,10183,9714,10043,291219,0.47018807523009204
2015-05-28,10276,10605,10136,10183,278900,1.394005775166783
2015-05-29,10276,10980,10229,10840,449696,6.4519296867327895
2015-06-01,10981,11450,10840,11357,466722,4.769372693726937
2015-06-02,11450,11778,11262,11544,400507,1.6465615919697103
2015-06-03,11638,11732,11169,11263,807633,-2.434164934164934
