날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액
2015-12-09,1513.02,1519.38,1506.91,1512.04,19630040,1495836877393,786129178747430
2015-12-10,1511.71,1526.87,1510.0,1522.78,34967319,2399496349332,790493911642320
2015-12-11,1523.16,1530.52,1518.71,1522.9,24452267,1762159843438,790177930202710
2015-12-14,1505.67,1512.1,1502.34,1510.52,28554832,1883169371712,784149431646990
2015-12-15,1515.22,1517.79,1510.29,1515.21,20447365,1507740648760,786332306728040
2015-12-16,1527.91,1550.97,1527.91,1544.81,27443876,1953160994110,801784956987900
2015-12-17,1555.65,1557.69,1535.85,1545.9,24398892,1692181043613,802931280080120
2015-12-18,1528.42,1541.29,1527.76,1533.49,23602490,1640068885905,797217366261490
2015-12-21,1534.28,1544.54,1526.22,1536.78,18954448,1353520856165,798521132377050
2015-12-22,1538.05,1551.36,1530.73,1551.36,26859436,1689636112175,806122701035930
2015-12-23,1552.11,1564.3,1548.05,1558.98,29737523,1962990949180,809889343403880
2015-12-24,1566.0,1566.81,1550.34,1550.34,20292804,1409766696040,805538081185320
2015-12-28,1550.54,1550.99,1525.9,1525.9,22922698,1567402349220,792443876625400
2015-12-29,1517.73,1519.77,1504.45,1516.86,21131313,1407050731146,788930642076620
2015-12-30,1523.03,1525.58,1509.58,1511.43,20899912,1519591671590,785729452436510
2016-01-04,1504.23,1504.23,1474.45,1474.45,21973022,1762878843875,767484439126010
2016-01-05,1470.84,1491.86,1470.52,1483.58,23032682,1694651885851,772244037772480
2016-01-06,1485.97,1485.97,1462.74,1468.15,24734106,1992287328456,765271812643440
2016-01-07,1458.38,1466.62,1449.78,1450.67,23392244,1896173758795,756091178130860
2016-01-08,1442.68,1462.21,1441.42,1460.98,26031435,1808611481313,761733858766350
2016-01-11,1441.48,1453.35,1438.94,1443.39,24091496,1544186093373,753279814665970
2016-01-12,1453.51,1456.17,1441.97,1443.04,24539102,1569999348985,753143801562690
2016-01-13,1453.6,1463.44,1450.36,1458.15,25532262,1519566172195,761324953987610
2016-01-14,1440.65,1446.51,1434.68,1445.84,28453112,1874746929464,755306708431400
2016-01-15,1457.6,1459.43,1424.54,1429.03,31552035,1896817145317,746103994797320
2016-01-18,1405.04,1431.64,1403.34,1427.99,26887242,1881957234587,745875992874390
2016-01-19,1429.49,1440.75,1419.6,1440.28,26216683,1768119347835,751889576291230
2016-01-20,1433.79,1433.79,1397.65,1404.61,30992645,1935573162649,733964669445690
2016-01-21,1405.3,1417.23,1398.71,1398.71,25866151,1722763187225,730902276535090
2016-01-22,1415.08,1432.17,1415.08,1432.17,25094100,1714161695540,748236811839560
2016-01-25,1439.41,1445.93,1432.55,1438.21,27348425,1700660395448,751721578169920
2016-01-26,1428.58,1431.38,1412.16,1417.39,30593415,2191380062741,740960165167470
2016-01-27,1428.56,1444.25,1426.99,1444.25,32112911,2366282420516,754691800675890
2016-01-28,1431.17,1445.18,1424.29,1444.98,74706002,3903450256711,756432904753930
2016-01-29,1440.79,1445.18,1424.34,1445.18,38830267,3439492336830,753671310622960
2016-02-01,1448.13,1454.11,1443.42,1454.11,27982729,2106092770677,758523766907590
2016-02-02,1445.02,1448.37,1436.4,1436.83,28860716,1891614465567,749210820612320
2016-02-03,1425.07,1425.69,1415.93,1423.05,27591908,2044012720243,742647151282260
2016-02-04,1431.28,1451.64,1430.61,1451.64,27773775,2203470314843,757716578490030
2016-02-05,1451.45,1460.1,1448.81,1456.38,39868827,2277153387030,759475194372360
2016-02-11,1422.13,1426.08,1414.27,1417.16,29389583,2223250091644,739045771217480
2016-02-12,1410.0,1424.61,1408.78,1416.89,35959609,2686067235216,737499498687190
2016-02-15,1434.84,1440.43,1427.75,1436.16,30826560,2164128629152,746212528202090
2016-02-16,1441.11,1461.15,1438.39,1456.36,29153048,1883195374901,756514123735060
2016-02-17,1457.96,1472.62,1455.77,1465.53,36788082,2364971686005,759630025828160
2016-02-18,1484.47,1484.47,1473.3,1481.12,31349407,2176142436384,769035849584420
2016-02-19,1477.37,1485.31,1471.48,1483.49,24548970,1769020124586,770881259722050
2016-02-22,1479.03,1483.65,1471.91,1478.04,19448393,1514925298890,768571372922440
2016-02-23,1487.63,1489.02,1477.23,1481.39,21286765,1707783008815,769637894179870
2016-02-24,1477.33,1486.93,1476.35,1483.77,23153701,1571370170213,771125778673310
2016-02-25,1486.48,1495.9,1477.19,1485.66,25879838,1939072811383,773051989573160
2016-02-26,1492.42,1492.81,1481.72,1484.21,29287321,2574868869537,772844273168100
2016-02-29,1485.67,1491.0,1479.93,1479.93,29914029,2385207901623,770197232368190
2016-03-02,1505.78,1509.81,1503.02,1505.91,29525628,2356177312188,783293675728520
2016-03-03,1517.72,1517.72,1505.0,1513.6,42317783,2353924368697,786301651640310
2016-03-04,1511.67,1515.48,1506.11,1510.59,35294302,2028740000503,784430703265820
2016-03-07,1514.83,1517.12,1510.17,1512.46,42960966,2084413928584,784778215514270
2016-03-08,1511.33,1511.33,1493.54,1497.59,40004506,2086473488388,777340906806900
2016-03-09,1491.86,1501.36,1488.86,1501.36,28477726,1767723280692,779429597452210
2016-03-10,1506.59,1525.1,1504.08,1516.67,34770283,2540519914943,786817398016440
2016-03-11,1516.45,1528.8,1515.81,1524.33,25945211,2018933035236,789674322733460
2016-03-14,1537.43,1537.58,1528.1,1529.79,25596872,1955137777980,792960466108780
2016-03-15,1532.06,1535.08,1523.56,1526.79,22048506,1800020134070,792054260037160
2016-03-16,1527.27,1535.28,1524.87,1529.52,25196286,1837268432104,794169332917280
2016-03-17,1538.1,1552.44,1537.48,1539.8,26706236,2090111192071,799302693657610
2016-03-18,1547.31,1547.53,1537.39,1544.62,27596534,2161365194539,800902051843450
2016-03-21,1549.37,1553.96,1536.77,1545.5,21992582,1749909755690,801134171821350
2016-03-22,1548.23,1553.82,1544.13,1553.82,28474386,1928528987458,805413012375320
2016-03-23,1552.8,1557.07,1545.64,1551.27,24394805,1594352289788,803631748249050
2016-03-24,1545.49,1551.06,1539.67,1544.45,26342843,1672025783885,800395236912080
2016-03-25,1547.06,1547.55,1538.59,1541.25,21008555,1437811149296,798826862931090
2016-03-28,1541.45,1548.69,1540.1,1542.95,15861607,1090051950850,799628776638230
2016-03-29,1546.86,1555.73,1544.23,1553.49,22098563,1556879618224,804768266893110
2016-03-30,1563.54,1568.54,1558.12,1561.12,25097360,1906821443611,808662999163250
2016-03-31,1563.35,1564.87,1548.74,1557.22,31797198,2461537007878,806232455836360
2016-04-01,1554.44,1554.44,1528.61,1532.76,26480394,2133358715058,794351101575390
2016-04-04,1532.34,1538.34,1528.49,1538.34,21597448,1755315945173,796831016189710
2016-04-05,1531.28,1531.6,1517.59,1518.85,19193960,1609609744684,786748622978310
2016-04-06,1522.24,1533.88,1521.73,1529.56,53452052,1999221620045,791404543606770
2016-04-07,1537.11,1538.59,1522.16,1529.94,24954663,1812476802530,791530193280710
2016-04-08,1519.5,1526.04,1511.8,1526.04,25492697,1712008191929,790577429919480
2016-04-11,1525.91,1530.78,1518.76,1529.73,20461956,1331586009242,791681335622250
2016-04-12,1529.86,1542.01,1528.14,1540.67,22451129,1443465484934,797599479836510
2016-04-14,1565.03,1575.34,1562.25,1575.16,44712175,3030769212157,814703562022190
2016-04-15,1572.58,1575.98,1566.22,1572.58,30947133,1967603032389,813380052415560
2016-04-18,1561.45,1568.54,1559.12,1568.45,26600942,1798413857870,810781852244450
2016-04-19,1572.3,1575.39,1562.01,1564.63,25648919,1655876246342,809326040314270
2016-04-20,1568.84,1574.89,1561.5,1561.54,25645629,1688277813034,807049612440210
2016-04-21,1568.6,1575.74,1566.11,1574.43,27550718,1994868149586,813875278121930
2016-04-22,1568.82,1572.19,1564.52,1567.82,23289972,1599877666967,810506559907750
2016-04-25,1568.06,1569.55,1560.54,1566.98,24582417,1615201654990,810174983409340
2016-04-26,1565.14,1574.92,1564.53,1573.6,34717914,2108742544391,813667147004650
2016-04-27,1574.67,1576.83,1571.07,1573.8,32325699,2069659532386,813301425112710
2016-04-28,1577.77,1577.81,1551.03,1553.63,35020435,2531885158936,803508213066380
2016-04-29,1551.45,1552.27,1537.31,1544.43,30256649,2250290485236,799210092254660
2016-05-02,1543.02,1543.48,1534.43,1536.16,21504865,1367773096733,792229878968890
2016-05-03,1545.85,1545.85,1537.23,1541.13,23177991,1578304493892,794926338863150
2016-05-04,1536.03,1540.13,1531.45,1539.72,31566765,2335982425604,793878596303430
2016-05-09,1536.25,1539.65,1530.84,1533.79,34491430,2613295938050,790568942825690
2016-05-10,1531.82,1540.51,1530.63,1540.51,21541806,1686027820765,793603514920480
2016-05-11,1544.28,1544.28,1529.22,1534.98,21495977,1666301983403,790709841864480
2016-05-12,1530.15,1534.54,1525.51,1527.52,20062197,1415072152615,787591731101620
2016-05-13,1528.6,1529.02,1510.73,1513.59,24065047,1701839291263,781055417347860
2016-05-16,1510.18,1518.23,1510.18,1514.93,18167142,1367934466154,781683477935310
2016-05-17,1520.58,1520.66,1511.75,1518.24,17050254,1307354552922,783115759586550
2016-05-18,1513.61,1513.61,1498.45,1510.86,22518362,1777948002373,778973562323410
2016-05-19,1508.54,1511.85,1505.13,1510.06,26830736,1637684386099,777707492769280
2016-05-20,1508.06,1513.42,1503.93,1505.43,20095105,1377220201568,775766913833360
2016-05-23,1511.24,1515.06,1500.19,1513.52,17732682,1155163345593,779412026593070
2016-05-24,1509.93,1512.47,1499.74,1499.74,19940402,1410034652344,771931884406630
2016-05-25,1512.09,1525.22,1509.15,1522.74,22029469,1670519047448,783607362520440
2016-05-26,1527.09,1531.16,1521.12,1521.63,17754441,1334109566978,782726196799190
2016-05-27,1525.6,1532.64,1521.47,1529.02,26531799,1750179374189,787359123362060
2016-05-30,1530.34,1531.19,1521.22,1528.55,23705765,1538452766055,786903470140440
2016-05-31,1523.78,1542.44,1519.06,1540.93,59706113,4415040211834,792825686472910
2016-06-01,1534.72,1545.81,1532.86,1541.27,27322536,2277721376954,791842414739820
2016-06-02,1545.08,1551.74,1541.67,1548.45,26289752,2155382016120,794826023551580
2016-06-03,1552.73,1552.73,1544.11,1548.2,32474301,2271709679222,794142911088320
2016-06-07,1557.14,1569.22,1557.14,1569.22,29788764,2510200322635,804153322579130
2016-06-08,1572.71,1582.15,1569.14,1582.15,28706941,2321841962410,810905742159910
2016-06-09,1583.51,1590.24,1572.34,1583.48,45046482,3208652785548,810888599170870
2016-06-10,1580.07,1580.14,1571.83,1572.88,20357186,1788872702263,820734188466450
2016-06-13,1557.77,1558.74,1538.81,1541.4,20401366,1818580802889,804485728060800
2016-06-14,1540.29,1543.79,1533.25,1539.73,20844720,1806724216858,803272114468400
2016-06-15,1541.41,1546.54,1535.35,1543.06,25571305,2127503304050,804013879036600
2016-06-16,1545.43,1547.6,1528.37,1535.46,17922811,1649729211100,799788667406450
2016-06-17,1545.77,1549.57,1534.9,1535.79,17985252,1770054807532,800307865743750
2016-06-20,1553.08,1561.5,1549.01,1558.25,20660819,1744668575226,811920254140100
2016-06-21,1553.18,1560.84,1550.28,1559.95,16413413,1516174272504,812549312829650
2016-06-22,1558.09,1570.75,1556.64,1568.87,20841125,1786983626550,817151585024800
2016-06-23,1567.7,1570.85,1564.21,1567.11,19200281,1635294605846,815971621287700
2016-06-24,1578.88,1579.26,1497.67,1526.35,51944732,3622305652099,794372430300200
2016-06-27,1513.93,1526.48,1513.93,1526.48,30999458,2263135209820,794547034225150
2016-06-28,1510.85,1532.0,1510.85,1528.82,23673074,1883457154462,796143537924350
2016-06-29,1536.18,1550.54,1532.79,1541.09,21878600,1879230671854,802906074961700
2016-06-30,1552.81,1557.77,1542.76,1555.47,28594838,2691950600757,810440854659900
2016-07-01,1560.02,1580.61,1559.38,1573.24,20308455,1774250316295,818920872315650
2016-07-04,1573.33,1583.36,1570.1,1581.12,18387999,1661781088098,822735343929950
2016-07-05,1581.76,1582.87,1574.07,1575.66,16300607,1467918636213,820073168933100
2016-07-06,1564.34,1566.87,1533.59,1540.22,25648371,2206135108635,802719449653500
2016-07-07,1548.01,1561.42,1544.55,1558.55,17178864,1515309709843,811971023616150
2016-07-08,1557.12,1564.66,1548.71,1552.85,24660511,2004462237093,808449018113200
2016-07-11,1566.73,1579.08,1565.61,1575.26,21933409,2072660708434,819685056515150
2016-07-12,1578.08,1583.34,1571.54,1574.19,18777726,1763188827690,819567530909250
2016-07-13,1590.26,1595.63,1578.56,1590.32,24604794,2138432326126,827185262505300
2016-07-14,1587.46,1596.48,1584.09,1595.17,21809116,1982337078095,829781327748000
2016-07-15,1600.19,1609.11,1596.12,1605.44,24009054,2069000297673,835115197522200
2016-07-18,1605.93,1609.15,1599.62,1609.15,15709736,1577799933853,836991807733550
2016-07-19,1609.38,1609.93,1599.68,1606.04,19030998,1653283897665,835421740156900
2016-07-20,1601.31,1602.62,1591.76,1602.53,19572688,1490620310145,833637853317900
2016-07-21,1604.77,1606.15,1595.68,1600.33,19506852,1645858175140,831626238752750
2016-07-22,1592.23,1600.15,1589.75,1596.37,21016609,1711998341912,829752225306950
2016-07-25,1597.78,1607.06,1596.24,1604.22,28458593,1846471157284,833014424922950
2016-07-26,1601.07,1617.75,1598.88,1617.75,27652909,1855493435026,839952824273900
2016-07-27,1615.88,1619.77,1613.3,1618.2,24413292,2015603208764,839100818842200
2016-07-28,1621.83,1622.09,1603.26,1609.64,23077987,2018705793728,835204621810000
2016-07-29,1613.39,1622.61,1608.62,1608.62,26527240,2476672354921,831799225022300
2016-08-01,1619.51,1628.92,1619.51,1627.66,21864150,2229278126772,840469025662750
2016-08-02,1620.44,1622.55,1612.83,1614.41,17158747,1619028950572,834782248099050
2016-08-03,1605.09,1605.35,1591.06,1591.06,22076200,1771279369241,823142688327950
2016-08-04,1601.75,1603.22,1591.83,1594.82,18474485,1634081756887,825397451346150
2016-08-05,1601.89,1617.81,1599.81,1617.62,20273589,1933053815663,835430803901450
2016-08-08,1623.28,1630.19,1619.07,1630.19,23006067,2168247552096,842413341715800
2016-08-09,1632.42,1644.33,1629.59,1641.02,21278493,1890768266271,847718885674250
2016-08-10,1639.84,1644.32,1633.08,1635.5,21974563,2181927850012,845915048480100
2016-08-11,1633.62,1640.76,1627.15,1640.76,18373983,1692352376890,848229612190050
2016-08-12,1645.44,1650.5,1634.61,1637.76,23686434,1941046129516,846772499205450
2016-08-16,1642.11,1651.79,1639.38,1639.58,19835700,1844331044104,847116740439000
2016-08-17,1637.93,1641.3,1630.82,1640.46,16506576,1627851811613,847082355931300
2016-08-18,1644.72,1661.44,1639.32,1660.41,19961766,2285751349653,856271966691350
2016-08-19,1662.66,1667.92,1658.35,1667.57,24171348,2369409329009,858925758499050
2016-08-22,1667.52,1668.25,1656.72,1660.2,19460177,1880117844180,854707677082300
2016-08-23,1662.51,1669.22,1658.35,1667.83,19822282,1956449320946,858525345987900
2016-08-24,1666.97,1668.85,1652.71,1658.52,19209600,2089296631418,854169756536450
2016-08-25,1653.1,1661.45,1648.35,1657.76,21038398,2175083193102,853991242938000
2016-08-26,1648.35,1652.63,1641.69,1648.12,18414402,1739145432959,849865520873950
2016-08-29,1639.12,1656.25,1635.94,1655.96,22328830,1639924625550,852655930233000
2016-08-30,1660.7,1671.53,1658.44,1661.84,20265687,1578200648835,855562252705300
2016-08-31,1659.5,1661.63,1651.68,1657.89,24323703,2466601221194,853357532343000
2016-09-01,1643.53,1651.49,1636.11,1650.75,21122250,2202863174257,851061674678000
2016-09-02,1652.33,1656.1,1648.67,1654.44,19587795,1686232415902,853424463797300
2016-09-05,1662.32,1675.71,1660.87,1675.05,18571186,1677548769364,863316651947250
2016-09-06,1672.48,1689.12,1671.58,1687.85,17907600,1763077037951,869193720994900
2016-09-07,1689.24,1696.53,1684.57,1684.65,22383818,1955979538692,867904753291250
2016-09-08,1686.74,1691.6,1678.09,1688.43,26311270,2210883275690,869523497145500
2016-09-09,1672.75,1675.09,1656.97,1664.06,21019596,1863718975357,857827357984150
2016-09-12,1626.77,1633.45,1614.21,1614.21,27853501,2494601727032,834000514625950
2016-09-13,1633.64,1636.74,1625.45,1626.06,28096324,2681720021739,839122112825750
2016-09-19,1626.02,1647.11,1624.84,1642.03,24704135,2564353110335,846944788592050
2016-09-20,1642.66,1650.36,1639.06,1649.64,19462943,1899059015943,850809369190450
2016-09-21,1646.46,1659.66,1645.97,1659.05,19098300,1692954547439,855362430529900
2016-09-22,1671.66,1683.4,1669.74,1671.09,19161783,1806306655613,861096096560150
2016-09-23,1668.35,1673.57,1662.68,1667.67,19027228,2003225000890,860757642053100
2016-09-26,1665.06,1673.47,1656.73,1660.85,13902652,1495726625604,856842566749800
2016-09-27,1651.1,1674.48,1643.77,1672.27,18818313,1695495642943,862551831056850
2016-09-28,1669.0,1670.32,1661.07,1663.07,19134613,1571503397588,857730336843200
2016-09-29,1671.32,1682.02,1671.32,1676.51,20795225,2030822005926,864469367584400
2016-09-30,1661.77,1668.87,1658.62,1661.76,25454304,2333428651041,855955912249600
2016-10-04,1676.87,1677.41,1670.18,1674.04,21343243,2066150943932,861450107727650
2016-10-05,1662.01,1677.5,1657.47,1674.01,20115694,1985029125334,861422505301350
2016-10-06,1697.01,1697.6,1684.02,1694.6,23420097,2975740427037,871261931826950
2016-10-07,1695.24,1698.22,1687.0,1689.42,21749538,2729489931846,867990848883000
2016-10-10,1676.56,1689.8,1667.62,1686.69,24231005,2576790687639,864976231288750
2016-10-11,1673.8,1682.86,1649.81,1651.15,27345228,3146656038477,848528900549000
2016-10-12,1638.57,1652.78,1637.87,1649.81,25561022,2925480547949,848443334845300
2016-10-13,1651.25,1655.75,1638.21,1639.43,24305073,2429923020958,843056826146050
2016-10-14,1643.59,1652.98,1643.59,1647.71,21367852,1949513864820,846865482022400
2016-10-17,1652.29,1665.58,1640.61,1659.94,19097996,1812071733018,852685975764650
2016-10-18,1659.23,1671.02,1658.34,1670.52,24965895,1976369994410,858251144740550
2016-10-19,1664.36,1684.72,1663.87,1673.9,28912574,2179127572830,859608625267800
2016-10-20,1675.2,1680.54,1671.05,1675.1,22581271,1878902643230,860027954418400
2016-10-21,1673.03,1673.32,1663.78,1665.66,19621675,1653870397564,855473158770750
2016-10-24,1669.82,1682.32,1669.46,1682.32,20416003,1782310072682,864118324782000
2016-10-25,1676.69,1679.33,1672.16,1676.64,26554257,2641770963164,859895292259750
2016-10-26,1672.11,1672.11,1649.88,1658.03,26561662,2300040021683,850505446753900
2016-10-27,1663.77,1670.0,1658.36,1665.42,21954572,2272714346330,854255116290600
2016-10-28,1664.93,1672.58,1663.85,1669.74,21745098,2104884099491,855493847432100
2016-10-31,1665.27,1673.62,1662.79,1670.2,23628364,2033768412341,854201282710900
2016-11-01,1666.08,1674.08,1655.16,1673.31,21613705,2070467761036,856439540275850
2016-11-02,1661.1,1665.64,1651.45,1655.17,21488687,1943079557660,846979818027350
2016-11-03,1652.03,1656.56,1642.43,1649.26,21920446,1880647962705,844707764074700
2016-11-04,1647.98,1652.12,1642.61,1646.92,17946764,1516879516996,843166330615250
2016-11-07,1661.28,1665.55,1656.48,1659.07,17635134,1569862328713,849101270318500
2016-11-08,1669.77,1670.34,1655.65,1662.54,17693257,1443041060598,851236774710150
2016-11-09,1665.93,1674.8,1610.35,1628.08,40703136,3240513407288,834174785345350
2016-11-10,1654.9,1662.99,1645.05,1662.64,34971868,2909630012975,851373152969650
2016-11-11,1642.49,1650.03,1635.11,1635.11,32869134,2678021351506,837800844258900
2016-11-14,1631.15,1636.95,1617.17,1617.17,24981564,2205708966985,829370832633200
2016-11-15,1619.77,1624.48,1611.15,1611.19,26722175,2309129980360,826461889947300
2016-11-16,1623.17,1628.01,1617.06,1617.06,25367939,2307208911459,829468033492000
2016-11-17,1612.74,1622.42,1607.67,1620.01,24667418,1704179583101,830929199238350
2016-11-18,1624.29,1626.77,1616.5,1623.03,22017291,1821916715368,830856856738950
2016-11-21,1619.37,1631.23,1617.14,1622.59,17350053,1685412232668,830407987701850
2016-11-22,1631.81,1648.78,1628.97,1645.24,27194875,2173218308857,840562479648050
2016-11-23,1651.49,1663.77,1644.46,1657.63,30623299,2485883906155,846199274169000
2016-11-24,1653.92,1656.61,1644.71,1649.57,17960802,1705767261325,841195162604950
2016-11-25,1650.21,1654.8,1647.33,1651.62,12598497,1321208487907,842485990881400
2016-11-28,1653.99,1663.49,1642.33,1658.93,15820236,1664551129939,846377921529700
2016-11-29,1659.49,1662.24,1650.76,1655.41,20705187,2610621239229,844266787487250
2016-11-30,1657.28,1674.61,1656.1,1668.76,29980716,3272780968680,849089093729650
2016-12-01,1672.41,1674.17,1667.38,1669.17,24084908,2341645761570,849323763240500
2016-12-02,1665.39,1667.85,1651.93,1659.01,21901001,2053284157719,843565892023650
2016-12-05,1653.76,1660.54,1650.56,1655.03,15224334,1406296176293,841963093340400
2016-12-06,1665.76,1683.09,1665.76,1678.43,22577033,2143098275964,854320450492950
2016-12-07,1685.47,1691.22,1683.48,1687.08,21659346,1868927795072,857310654381050
2016-12-08,1705.26,1724.38,1704.57,1724.38,33033623,2934795991893,875243915721700
2016-12-09,1720.74,1721.02,1713.22,1717.99,23075117,2042423182545,872410934783000
2016-12-12,1720.32,1721.55,1706.18,1711.71,17515804,1777505657900,869762745002500
2016-12-13,1707.35,1716.44,1705.46,1715.82,22939065,1922960286113,872425018662400
2016-12-14,1723.0,1725.01,1714.69,1720.81,19099038,1609185841071,874083564551300
2016-12-15,1706.43,1718.19,1706.26,1713.37,18207087,1521723930895,871088321631350
2016-12-16,1715.3,1727.19,1714.12,1725.07,28065061,2078152201419,875544646281350
2016-12-19,1721.06,1732.0,1720.29,1723.04,16351197,1416958590338,874639562043800
2016-12-20,1728.48,1731.78,1723.88,1727.37,15140921,1459718120388,876358054337600
2016-12-21,1736.84,1741.53,1725.04,1725.08,18839512,1687360385885,875651916540000
2016-12-22,1730.37,1731.99,1722.53,1725.11,20385081,1634117459779,875631955471500
2016-12-23,1726.05,1727.14,1718.48,1720.5,17621220,1539773498370,874230422923750
2016-12-26,1721.31,1725.57,1718.49,1723.45,15097344,1176916693010,875903683274650
2016-12-27,1726.83,1729.74,1723.13,1727.68,17698794,1381223659096,878288743441400
2016-12-28,1708.56,1714.68,1707.05,1707.12,18092681,1484813651046,867990564143350
2016-12-29,1701.73,1710.69,1699.79,1710.64,17768276,1447769445717,869588926890250
2017-01-02,1706.07,1718.33,1701.89,1712.58,12801745,1175770099106,869535231971400
2017-01-03,1720.98,1732.7,1715.5,1732.59,22547296,1891985868362,879494671303900
2017-01-04,1733.85,1733.92,1729.2,1733.08,22112539,1918329714997,879701660637450
2017-01-05,1730.19,1730.61,1718.52,1720.63,31890872,2280933701459,874404620349600
2017-01-06,1730.19,1733.43,1726.45,1730.33,20973318,1676089941994,878490139861700
2017-01-09,1735.25,1745.76,1733.38,1739.9,23549531,2021462852000,882193433027550
2017-01-10,1736.68,1741.56,1735.15,1740.92,21070020,1710053654760,881608480850050
2017-01-11,1745.3,1778.81,1745.19,1772.89,26901390,2477376462547,897275034569150
2017-01-12,1774.38,1785.78,1771.74,1785.78,24735260,2236091896438,903597368375900
2017-01-13,1772.84,1774.63,1765.64,1766.89,20822831,2116837533368,895605250739000
2017-01-16,1763.89,1771.91,1748.74,1754.7,24638892,2170159963049,889795559198300
2017-01-17,1757.51,1771.77,1755.2,1762.97,19327502,1703449091959,894676278071600
2017-01-18,1764.87,1767.7,1748.5,1759.36,20934259,1795970658873,892405881068300
2017-01-19,1777.44,1781.33,1757.67,1768.25,19993191,2085418154849,896251841814300
2017-01-20,1758.42,1765.12,1756.04,1759.34,17332559,1744049143416,892253974248050
