날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,29484,29825,29334,29565,277644,0.7703057363918334
2015-01-05,29451,29601,29186,29414,223746,-0.5107390495518349
2015-01-06,29072,29222,28619,28885,359104,-1.7984633167879243
2015-01-07,28771,28960,28621,28622,225059,-0.9105071836593388
2015-01-08,28806,29298,28617,28773,298154,0.5275662078121724
2015-01-09,29185,29374,28770,28999,358249,0.785458589650019
2015-01-12,29106,29371,28993,29074,290079,0.2586296079175144
2015-01-13,29220,30921,29070,29981,1622755,3.11962578248607
2015-01-14,30353,30806,30164,30396,747115,1.3842099996664554
2015-01-15,30694,31185,30505,31076,765998,2.237136465324385
2015-01-16,31301,31413,30508,30547,470917,-1.7022782854936285
2015-01-19,31259,31600,30730,30736,549453,0.618718695780273
2015-01-20,30733,30959,30130,30547,452840,-0.6149141072358146
2015-01-21,30659,30848,29941,30170,464436,-1.2341637476675287
2015-01-22,30016,30280,29564,29641,385233,-1.7533974146503146
2015-01-23,29979,30510,29830,30510,485084,2.9317499409601564
2015-01-26,30545,30923,30092,30207,404604,-0.9931170108161259
2015-01-27,30277,30467,29598,29830,439527,-1.248055086569338
2015-01-28,29597,29937,29523,29905,296700,0.2514247401944351
2015-01-29,29863,30618,29826,30283,445515,1.264002675137937
2015-01-30,30768,31900,30240,30736,1626779,1.4958887824852227
2015-02-02,30884,31376,30470,31340,525252,1.9651223321186881
2015-02-03,31376,32471,31073,32397,1361739,3.3726866624122525
2015-02-04,32396,32848,31981,32020,850422,-1.1636879958020805
2015-02-05,32281,32358,31716,32020,518422,0.0
2015-02-06,36248,36473,34284,35569,6445468,11.08369768894441
2015-02-09,35526,38736,35186,37231,5374361,4.672608170035705
2015-02-10,37756,39040,35830,36854,3692512,-1.012597029357256
2015-02-11,37569,38210,37228,37457,2212986,1.6361860313670158
2015-02-12,37719,38360,36284,38137,2347068,1.8154150092105616
2015-02-13,38511,43797,38511,43801,8328772,14.851718803261923
2015-02-16,45608,50365,44777,50371,9057411,14.99965754206525
2015-02-17,52484,53919,47877,48936,12624557,-2.8488614480554286
2015-02-23,50823,56185,49917,55582,10191418,13.581003760013077
2015-02-24,55052,57167,53239,54374,7553024,-2.1733654780324567
2015-02-25,55278,55505,50521,51202,6855201,-5.833670504285136
2015-02-26,50217,51501,48330,50446,8859804,-1.4765048240303114
2015-02-27,50822,52180,49462,49466,4453673,-1.9426713713674029
2015-03-02,48706,49916,46971,47048,3718973,-4.888206040512675
2015-03-03,48404,50895,47874,48786,5562468,3.694099642917871
2015-03-04,48707,52257,48331,49692,5677168,1.8570901488131841
2015-03-05,50218,50823,48029,48635,3235461,-2.1271029541978588
2015-03-06,49085,52483,48331,52486,5504722,7.918165929885884
