날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,36450,37550,36450,37250,126855,2.6170798898071626
2015-01-05,37250,38850,37050,38800,201029,4.1610738255033555
2015-01-06,38300,39950,38200,39600,220754,2.0618556701030926
2015-01-07,39650,40650,38800,40450,228934,2.146464646464646
2015-01-08,40050,41400,39700,40150,199519,-0.7416563658838072
2015-01-09,40650,41250,40300,41150,164911,2.4906600249066
2015-01-12,40900,41800,40900,40950,89747,-0.48602673147023084
2015-01-13,41450,41650,41050,41600,158674,1.5873015873015872
2015-01-14,41600,41850,40950,41700,144650,0.2403846153846154
2015-01-15,41650,41800,40500,41750,170357,0.1199040767386091
2015-01-16,41500,42100,41050,41950,156190,0.47904191616766467
2015-01-19,42150,45250,42150,44700,480059,6.555423122765197
2015-01-20,45000,45400,43550,44000,222115,-1.5659955257270695
2015-01-21,44000,46300,43700,46150,320545,4.886363636363637
2015-01-22,46450,47400,45600,46750,312275,1.3001083423618636
2015-01-23,46900,47200,46150,46600,159265,-0.32085561497326204
2015-01-26,46900,47350,46150,47350,151616,1.6094420600858368
2015-01-27,47450,47750,46750,46800,145443,-1.1615628299894403
2015-01-28,46400,48950,46100,48600,249837,3.8461538461538463
2015-01-29,48050,48350,44900,45150,707435,-7.098765432098765
2015-01-30,45700,46750,45300,46700,322831,3.433001107419712
2015-02-02,46600,46650,44150,44750,342255,-4.17558886509636
2015-02-03,44500,45250,43400,45250,260990,1.1173184357541899
2015-02-04,45500,46100,44950,45100,191025,-0.3314917127071823
2015-02-05,45000,46100,45000,45700,131054,1.3303769401330376
2015-02-06,45750,46900,45550,45950,166891,0.5470459518599562
2015-02-09,46000,46000,44300,44300,161583,-3.5908596300326447
2015-02-10,44000,44250,42600,43600,187543,-1.580135440180587
2015-02-11,43500,44150,43450,44000,122806,0.9174311926605505
2015-02-12,44000,44300,42900,44300,130961,0.6818181818181818
2015-02-13,44300,47800,44300,47000,366595,6.094808126410835
2015-02-16,47200,48000,46650,47100,220204,0.2127659574468085
2015-02-17,47000,48100,46650,47650,104624,1.167728237791932
2015-02-23,47400,47700,46100,46600,151288,-2.2035676810073452
2015-02-24,46400,47350,46250,47150,104674,1.1802575107296138
2015-02-25,47450,47450,46000,46050,119313,-2.332979851537646
2015-02-26,46100,46250,44450,44500,222993,-3.3659066232356136
2015-02-27,44300,45200,44300,44600,140254,0.22471910112359553
2015-03-02,44600,44850,43200,43450,216478,-2.57847533632287
2015-03-03,43500,44600,43300,43900,151582,1.0356731875719216
2015-03-04,43900,44350,43050,43050,132643,-1.9362186788154898
2015-03-05,43050,44400,43050,43750,148702,1.6260162601626018
2015-03-06,44050,46300,44050,45900,261955,4.914285714285714
2015-03-09,45500,45750,44400,44400,154458,-3.2679738562091507
2015-03-10,44800,45900,44250,45550,187768,2.59009009009009
2015-03-11,44950,46800,44750,45950,202530,0.8781558726673985
2015-03-12,46300,49400,46100,48600,516957,5.767138193688792
2015-03-13,49250,53200,49100,51100,855401,5.1440329218107
2015-03-16,51300,52500,50400,51300,237077,0.3913894324853229
2015-03-17,51100,52300,50000,52300,331641,1.949317738791423
2015-03-18,52000,53000,51200,51800,283250,-0.9560229445506693
2015-03-19,52600,56200,52600,53900,689104,4.054054054054054
2015-03-20,54900,56900,54000,55100,575193,2.2263450834879404
2015-03-23,54800,54900,52300,52400,346029,-4.900181488203267
2015-03-24,53200,58500,52700,56400,765415,7.633587786259542
2015-03-25,56600,58300,55300,58000,310117,2.8368794326241136
2015-03-26,56500,57100,53700,54800,428967,-5.517241379310345
2015-03-27,54600,55800,54200,55200,190118,0.7299270072992701
2015-03-30,56000,56300,54000,54500,177115,-1.2681159420289856
2015-03-31,54800,55400,53300,54600,230279,0.1834862385321101
2015-04-01,54000,57000,53700,54300,448019,-0.5494505494505495
2015-04-02,55000,56200,54600,55400,294197,2.0257826887661143
2015-04-03,55200,55200,52800,53500,372119,-3.429602888086643
2015-04-06,53200,54000,52600,53100,191856,-0.7476635514018692
2015-04-07,53100,54600,52800,53200,176781,0.18832391713747645
2015-04-08,53400,55000,52500,55000,273844,3.3834586466165413
2015-04-09,55000,57200,54700,55800,327722,1.4545454545454546
2015-04-10,56400,56700,55100,55700,155543,-0.17921146953405018
2015-04-13,56000,57000,54700,56000,209897,0.5385996409335727
2015-04-14,56400,56900,55100,55200,165014,-1.4285714285714286
2015-04-15,55300,58500,55100,58400,456181,5.797101449275362
2015-04-16,59000,66400,58500,61500,1060717,5.308219178082192
2015-04-17,62200,62200,60100,61500,259992,0.0
2015-04-20,60200,65600,59600,63600,527824,3.414634146341464
2015-04-21,63600,63800,62000,63000,241660,-0.9433962264150944
2015-04-22,63500,66000,58600,62300,458856,-1.1111111111111112
2015-04-23,63200,63200,59200,59700,354513,-4.173354735152488
2015-04-24,59500,60500,56700,56900,497107,-4.690117252931323
2015-04-27,57000,60300,57000,60200,249336,5.799648506151142
2015-04-28,58000,58800,55900,56100,541380,-6.810631229235881
2015-04-29,56300,57700,56100,56600,244905,0.8912655971479502
2015-04-30,57000,58500,56300,56400,174779,-0.35335689045936397
