날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,8261,8394,8239,8328,2155032,0.5311443746982134
2015-01-05,8328,8328,8084,8084,3112897,-2.9298751200768494
2015-01-06,7862,7950,7484,7529,6504707,-6.865413161801088
2015-01-07,7417,7728,7417,7684,3611540,2.058706335502723
2015-01-08,7750,7817,7551,7551,3493564,-1.7308693388859968
2015-01-09,7706,7884,7573,7729,6155027,2.3573036683882926
2015-01-12,7728,7773,7617,7640,2427363,-1.1515073101306768
2015-01-13,7617,7684,7462,7551,2460947,-1.1649214659685865
2015-01-14,7506,7706,7506,7618,2575087,0.8872996954045822
2015-01-15,7662,7684,7462,7507,2085385,-1.4570753478603309
2015-01-16,7462,7462,7240,7329,3472302,-2.3711202877314506
2015-01-19,7417,8039,7417,7995,6870576,9.087187883749488
2015-01-20,7928,8173,7862,7951,3643937,-0.5503439649781113
2015-01-21,7862,7906,7640,7707,3419664,-3.0687963778141114
2015-01-22,7883,8350,7861,8217,7979346,6.617360840794083
2015-01-23,8595,8617,8084,8151,6972579,-0.8032128514056224
2015-01-26,8084,8528,7928,8395,4818652,2.993497730339836
2015-01-27,8461,8883,8461,8861,6658313,5.55092316855271
2015-01-28,8794,9016,8750,8950,6835034,1.0044013091073243
2015-01-29,8750,8861,8661,8684,3488119,-2.972067039106145
2015-01-30,8817,8861,8439,8662,3861830,-0.2533394748963611
2015-02-02,8884,9239,8684,8884,7387172,2.562918494574001
2015-02-03,9172,9172,8817,8817,4378177,-0.7541647906348491
2015-02-04,9061,9127,8706,8706,8558670,-1.2589316093909493
2015-02-05,8573,8795,8550,8773,2647865,0.7695841948081783
2015-02-06,8884,8884,8706,8773,1993381,0.0
2015-02-09,8816,9039,8661,9039,3171317,3.0320300923287355
2015-02-10,9083,9282,8372,8439,11192340,-6.637902422834384
2015-02-11,8483,8661,8217,8284,7317417,-1.8367105107240194
2015-02-12,8327,8461,8194,8439,4482193,1.87107677450507
2015-02-13,8550,8572,8372,8417,3512706,-0.26069439507050596
2015-02-16,8505,8527,8239,8328,2942882,-1.0573838659855055
