날짜,시가,고가,저가,종가,거래량,등락률
2015-01-02,563684,570534,555855,565641,5719,-0.34496184806527147
2015-01-05,560748,574449,550962,571513,6271,1.0381142809661958
2015-01-06,562705,572491,545090,547048,9625,-4.280742520292627
2015-01-07,546069,577384,543133,572492,6084,4.651145786110177
2015-01-08,570534,570534,531389,552919,5889,-3.4189124040161256
2015-01-09,551940,560748,546069,554877,4190,0.3541205854745451
2015-01-12,549004,568577,549004,567599,2392,2.292760377525109
2015-01-13,567598,578363,562705,567599,3245,0.0
2015-01-14,567598,599893,567598,593043,5826,4.482742217657184
2015-01-15,588149,613593,587171,611637,5242,3.1353544346699986
2015-01-16,611636,615551,599893,613594,4219,0.3199610226327053
2015-01-19,606743,613593,602829,606743,3846,-1.116536341620029
2015-01-20,610657,624358,606743,618487,3727,1.935580632986289
2015-01-21,624358,625337,600871,608701,3545,-1.5822482930118176
2015-01-22,609679,625337,600871,621423,4012,2.090024494784796
2015-01-23,611636,630230,611636,622401,2456,0.15738072134439826
2015-01-26,622401,629251,612615,623380,1349,0.15729409175113793
2015-01-27,621422,630230,617508,625337,2661,0.3139337161923706
2015-01-28,629251,639037,618486,636102,3453,1.721471782414922
2015-01-29,623379,623379,578363,597936,27668,-5.999981135100974
2015-01-30,595000,609679,587171,607722,7346,1.6366300072248534
2015-02-02,601850,610657,598914,606743,3283,-0.1610933946771715
2015-02-03,596957,617508,596957,616530,3886,1.6130387989643062
2015-02-04,607722,619465,605764,614572,5857,-0.3175838969717613
2015-02-05,611636,619465,606743,610658,2108,-0.6368659815286085
2015-02-06,605764,626315,605764,621423,3781,1.7628525295664677
2015-02-09,621422,626315,592064,616530,6799,-0.7873863696709005
2015-02-10,608700,616529,599893,605765,4516,-1.746062640909607
2015-02-11,610657,625337,610657,624359,2604,3.0695071521134434
2015-02-12,630230,633166,613593,627294,4271,0.4700821162183936
2015-02-13,622401,631208,621422,629252,3578,0.31213434211071683
2015-02-16,634144,651759,629251,646867,3161,2.7993554251714734
2015-02-17,655674,655674,636101,646867,2253,0.0
2015-02-23,661546,661546,632187,640016,2861,-1.059104885548343
2015-02-24,633166,648824,628273,631209,3214,-1.376059348516287
2015-02-25,635123,655674,631208,650781,4557,3.1007162445402394
2015-02-26,650781,655674,626315,626316,6537,-3.759329175252504
2015-02-27,622401,631208,605764,622401,5556,-0.6250838235012358
2015-03-02,615551,623379,601850,605765,4419,-2.672874882913106
2015-03-03,603807,623379,600871,611637,4774,0.9693528018290921
2015-03-04,611636,625337,607722,622401,3408,1.7598673723139706
2015-03-05,614572,638059,614572,636102,3283,2.2013139439043314
2015-03-06,636101,641973,626315,629252,2541,-1.0768713193795962
2015-03-09,625337,629251,613593,613594,7654,-2.4883512487842707
2015-03-10,613593,633166,613593,630230,3956,2.7112390277610277
2015-03-11,621422,644909,611636,637081,6372,1.087063453025086
2015-03-12,645888,647845,637080,640995,6327,0.6143645784444992
2015-03-13,645888,655674,630230,651760,4129,1.6794202762892068
2015-03-16,654695,665460,645888,660567,5545,1.351264269056094
2015-03-17,656653,683075,656653,682097,4969,3.259321158943756
2015-03-18,682097,682097,661546,662525,5111,-2.869386612168064
2015-03-19,660567,674268,653717,670354,3784,1.1816912569337008
2015-03-20,671332,707541,671332,694819,9727,3.6495642600775113
2015-03-23,703626,714391,689926,697755,4764,0.42255609014721823
2015-03-24,697754,702648,683075,685033,2108,-1.8232760782796251
2015-03-25,685032,697754,669374,675247,4624,-1.4285443183029138
2015-03-26,675246,678182,645888,657632,9210,-2.6086750477973246
2015-03-27,660567,673289,651759,670354,4198,1.9345165685368106
2015-03-30,670353,694819,659588,689926,6930,2.919651408062009
2015-03-31,685032,695797,674268,689926,7501,0.0
2015-04-01,683075,691883,676225,688947,6413,-0.14189927615425424
2015-04-02,682097,699712,680139,695798,5096,0.9944161161889086
2015-04-03,708519,708519,683075,708520,6230,1.8284042207652222
2015-04-06,707541,716348,696776,714391,5907,0.8286286907920736
2015-04-07,708519,714391,695797,706563,4199,-1.0957584851992817
2015-04-08,700690,712434,691883,711456,4924,0.692507249884299
2015-04-09,701669,737878,701669,728092,6302,2.338303422839923
2015-04-10,716348,738856,716348,733964,6919,0.8064914873395119
2015-04-13,742771,742771,719284,728092,4973,-0.8000392389817484
2015-04-14,723199,734942,714391,729071,6053,0.13446102965009918
2015-04-15,721241,741792,720263,731028,5520,0.26842378862963967
2015-04-16,725156,750600,725156,736900,7854,0.8032524062005834
2015-04-17,737878,761365,730049,758429,10590,2.9215633057402632
2015-04-20,753536,760386,745707,752558,6126,-0.7741001464870145
2015-04-21,747664,756472,743750,753536,3889,0.12995676080780483
2015-04-22,744728,760386,729070,731028,5870,-2.986984032614235
2015-04-23,732006,758429,726134,755493,5483,3.346657036392587
2015-04-24,749621,762343,734942,744729,4426,-1.4247650209862965
2015-04-27,746685,757450,741792,743750,2934,-0.13145721463780785
2015-04-28,743750,767236,738856,749622,4768,0.7895126050420168
2015-04-29,762343,762343,735921,741793,4190,-1.0443930407592092
2015-04-30,751578,751578,734942,743750,3893,0.2638202301720291
2015-05-04,743750,748643,733963,737878,2331,-0.7895126050420168
2015-05-06,736899,745707,732006,736900,1888,-0.13254223597938955
2015-05-07,730049,748643,718305,733964,4768,-0.3984258379698738
2015-05-08,741792,743749,722220,739836,3024,0.8000392389817484
2015-05-11,752557,784852,734942,776044,10187,4.894057601955028
2015-05-12,776044,851398,775065,834762,25338,7.56632355897346
2015-05-13,841611,851398,822039,836719,8999,0.2344380793567508
2015-05-14,827911,870970,827911,863141,10205,3.1578104477130315
2015-05-15,855312,869013,825954,829868,7036,-3.8548742325993093
2015-05-18,827911,936537,821060,910115,21363,9.669851108851047
2015-05-19,910115,926751,882713,916965,8247,0.7526521373672558
2015-05-20,905222,919901,878799,885650,5917,-3.4150703680075027
2015-05-21,890542,919901,883692,915987,8502,3.4253937785807036
2015-05-22,915986,916965,871949,891521,4987,-2.6709986058754107
2015-05-26,880756,942409,880756,903265,7351,1.3172993120745333
2015-05-27,914029,928708,867055,875864,8225,-3.033550508433295
2015-05-28,880756,912072,872927,898372,6528,2.569805357909447
2015-05-29,888585,895435,875863,877821,6109,-2.2875824268788434
2015-06-01,877820,877820,844547,864120,8529,-1.5607965633084648
2015-06-02,856291,904243,856291,867056,5498,0.33976762486691664
2015-06-03,884671,885649,836718,843569,5516,-2.7088215755383738
2015-06-04,838675,854333,816167,823997,6398,-2.32014215790291
2015-06-05,820082,845526,810296,835740,4378,1.4251265477908293
2015-06-08,824975,855312,819103,850419,3461,1.7564074951539954
2015-06-09,853355,869013,840633,869013,4018,2.18645161973098
2015-06-10,871949,875863,840633,843569,2429,-2.9279193751992203
2015-06-11,849440,865098,845526,859227,3965,1.8561611439016843
2015-06-12,864120,895435,856291,878799,6826,2.277861380054398
2015-06-15,860205,887606,857269,883692,4008,0.5567826089925
2015-06-16,883692,905222,872927,892500,4887,0.9967273665485259
2015-06-17,892500,893478,855312,874885,6036,-1.9736694677871147
2015-06-18,884671,884671,859227,868035,3754,-0.7829600461774977
2015-06-19,875863,875863,856291,856291,3140,-1.3529408376390353
2015-06-22,864120,880756,860205,880757,2994,2.857206253481585
2015-06-23,875863,906200,866077,898372,5319,1.9999841045827624
