,name,sector,year,quarter,영업이익변화율,법인세차감전 순이익변화율,자산총계변화율,매출액변화율,비유동자산변화율,보유 주식 수변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,전체 주주 수변화율,Label,Code
34,SK_Networks,Consumer_Services,2016,Q1,0.8761391398106778,0.8942304395226152,0.009050227113143183,0.7687629785277661,-0.00801113510743412,0.8084489363524104,0.0,-3.303468734118727,0.8084489363524108,0.0,0.13411121214856095,001740
34,Hotel_Shilla,Consumer_Services,2016,Q1,0.7964848159809251,0.7163036294405649,0.012029924470158493,0.7297264474366855,-0.034177664543751485,0.26110594134138143,0.0,-111.47333399725092,-0.8351398066226738,0.3174744102650958,-0.1726575046971834,008770
34,Daekyo,Consumer_Services,2016,Q1,0.7912323526369914,0.7384266565390533,-0.005868204706642732,0.7443420320070495,-0.00833432207961926,0.09318868122474189,0.0,0.2881330148414314,-0.5257698425023403,-0.1782748257119655,0.18972956838397706,019680
34,Kangwon_Land,Consumer_Services,2016,Q1,0.7025298684971353,0.6749370706893689,-0.0563180043787912,0.7325009120786985,0.1363203512589597,0.2047332301761372,0.0,0.22890959352922535,-0.3407703540026914,-0.21604302884423165,0.037690877907786594,035250
34,GKL,Consumer_Services,2016,Q1,0.6440737174147568,0.7083160406199885,-0.03678890985195071,0.7298164302708623,-0.007354762971078843,0.20868618344244194,0.0,-0.023340669061326036,0.2587248596024395,-0.44090789753872395,-0.0812435165021513,114090
