,name,sector,year,quarter,영업이익변화율,법인세차감전 순이익변화율,매출액변화율,Code
18,SK_Networks,Consumer_Services,2020,Q1,1.043844655563064,4.840865074241446,-0.24835595919699083,001740
18,Hotel_Shilla,Consumer_Services,2020,Q1,1.6988278844795235,4.5791486344453505,0.3950355209539266,008770
18,Daekyo,Consumer_Services,2020,Q1,0.9539609865058181,3.074573796770681,0.11654966262400923,019680
18,Kangwon_Land,Consumer_Services,2020,Q1,3.895896718586445,3.8195153395318826,0.3667335727608113,035250
18,GKL,Consumer_Services,2020,Q1,-0.1531068110968834,0.16234787267790418,0.1478100778463841,114090
