,name,sector,year,quarter,영업이익변화율,법인세차감전 순이익변화율,자산총계변화율,매출액변화율,비유동자산변화율,보유 주식 수변화율,Relative Return,특정 증권 등 소유 증감 수변화율,주주 수변화율,전체 주주 수변화율,Label,Code
2,SK_Networks,Consumer_Services,2024,Q1,-0.21971341728180627,0.3112837743245135,-0.07808413602803022,-0.07286990297047025,-0.011871156313906006,-0.08648926401831103,-0.15292925149135886,0.6567868873168268,-0.08648926401831103,0.0,-0.0231873551315743,001740
2,Hotel_Shilla,Consumer_Services,2024,Q1,2.1518997495924994,1.5942200980012797,-0.09935113780087357,-0.03138384479312206,0.007820735950676783,0.06982911261611324,-0.3236103279024685,1.519284364706754,0.0791726281848466,0.04563006302268646,-0.13081652081849848,008770
2,Daekyo,Consumer_Services,2024,Q1,1.5375216555541593,1.0922240401948549,-0.024532281647151377,-0.030179965740816606,0.02275205554222759,0.2533456916885596,-0.041626783096758796,0.1187999999999999,0.38170411135620186,0.36389260008050506,-0.07344997929299715,019680
2,Kangwon_Land,Consumer_Services,2024,Q1,-0.9040302734175676,-0.269866024809037,-0.021119695804308503,-0.13194739694836088,-0.02846719175787138,0.12328995885596816,-0.04157723249320491,0.6785654265851349,0.40522756824904693,0.37380892147172584,-0.02910457956641051,035250
2,GKL,Consumer_Services,2024,Q1,67.96157903541943,-11.331673636045364,-0.0012831656339233888,-0.07979538862238766,0.03676713509470697,0.20770298020233757,-0.28053464590161753,1.5304910369037998,0.301927224890183,0.2209480833743116,-0.09492809059522209,114090
