주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
011170,Lotte_Chemical,2024-04-01,2015-01-02,114700,119700,-0.04177109440267335,2666.2,2628.3,0.01441996727922978,-0.05619106168190313
011170,Lotte_Chemical,2024-01-01,2015-01-02,119300,153200,-0.2212793733681462,2607.13,2471.52,0.05486906842752643,-0.27614844179567266
011170,Lotte_Chemical,2023-10-01,2015-01-02,153200,136000,0.1264705882352941,2483.32,2218.53,0.11935380634924925,0.007116781886044865
011170,Lotte_Chemical,2023-07-01,2015-01-02,137100,154100,-0.11031797534068787,2249.01,2354.61,-0.044848191420235155,-0.06546978392045272
011170,Lotte_Chemical,2023-04-01,2015-01-02,154600,192000,-0.19479166666666667,2337.45,2231.23,0.04760602896160405,-0.2423976956282707
011170,Lotte_Chemical,2023-01-01,2015-01-02,190800,179000,0.0659217877094972,2220.92,1996.43,0.1124457156023502,-0.04652392789285299
011170,Lotte_Chemical,2022-10-01,2015-01-02,178500,138113,0.2924199749480498,1983.7,1960.37,0.011900814642133963,0.28051916030591584
011170,Lotte_Chemical,2022-07-01,2015-01-02,137161,173832,-0.21095655575498182,1926.97,2096.77,-0.0809817004249393,-0.12997485533004252
011170,Lotte_Chemical,2022-04-01,2015-01-02,171451,197645,-0.13253054719319993,2088.88,2503.29,-0.16554614127807799,0.03301559408487806
011170,Lotte_Chemical,2022-01-01,2015-01-02,199550,206693,-0.03455849980405722,2515.99,2777.21,-0.09405842554218091,0.05949992573812369
011170,Lotte_Chemical,2021-10-01,2015-01-02,206694,228601,-0.09583072689970736,2755.64,2762.01,-0.002306291432688638,-0.09352443546701872
011170,Lotte_Chemical,2021-07-01,2015-01-02,230030,249080,-0.07648145174241208,2771.92,3057.05,-0.09326965538672907,0.01678820364431699
011170,Lotte_Chemical,2021-04-01,2015-01-02,250033,288133,-0.13223060184012245,3056.06,2916.4,0.04788780688520088,-0.18011840872532334
011170,Lotte_Chemical,2021-01-01,2015-01-02,286705,264796,0.08273916524418798,2902.81,2725.68,0.06498561826773507,0.017753546976452914
011170,Lotte_Chemical,2020-10-01,2015-01-02,262892,189548,0.3869415662523477,2725.2,2159.46,0.26198216220721837,0.12495940404512934
011170,Lotte_Chemical,2020-07-01,2015-01-02,187168,160973,0.16272915333627377,2158.75,1981.53,0.08943594091434398,0.0732932124219298
011170,Lotte_Chemical,2020-04-01,2015-01-02,159069,180023,-0.11639623825844475,1959.45,1629.72,0.2023230984463589,-0.3187193367048037
011170,Lotte_Chemical,2020-01-01,2015-01-02,183834,213361,-0.13838986506437445,1648.2,2014.65,-0.181892636438091,0.04350277137371655
011170,Lotte_Chemical,2019-10-01,2015-01-02,213361,223839,-0.046810430711359506,2010.91,1853.41,0.08497849909086494,-0.13178892980222445
011170,Lotte_Chemical,2019-07-01,2015-01-02,224792,244794,-0.08170951902415909,1853.6,1867.73,-0.007565333319055811,-0.07414418570510327
011170,Lotte_Chemical,2019-04-01,2015-01-02,240508,281941,-0.14695627808655,1856.21,1851.95,0.002300278085261476,-0.1492565561718115
011170,Lotte_Chemical,2019-01-01,2015-01-02,276703,264320,0.04684851694915254,1837.13,1732.45,0.060423100233773015,-0.013574583284620474
011170,Lotte_Chemical,2018-10-01,2015-01-02,263844,264796,-0.0035952204716083323,1723.22,2000.17,-0.13846323062539687,0.13486801015378852
011170,Lotte_Chemical,2018-07-01,2015-01-02,264797,330043,-0.19768939198831667,1992.62,1987.8,0.0024247912264815054,-0.20011418321479818
011170,Lotte_Chemical,2018-04-01,2015-01-02,331472,409577,-0.1906967432253276,1990.06,2120.68,-0.06159345115717595,-0.12910329206815163
011170,Lotte_Chemical,2018-01-01,2015-01-02,412435,350522,0.17663085341290988,2114.3,2196.95,-0.0376203372857824,0.21425119069869228
011170,Lotte_Chemical,2017-10-01,2015-01-02,350522,364333,-0.03790762846077627,2191.53,2184.25,0.0033329518141239326,-0.041240580274900206
011170,Lotte_Chemical,2017-07-01,2015-01-02,360048,329091,0.09406820605850662,2143.75,2077.18,0.03204825773404335,0.06201994832446327
011170,Lotte_Chemical,2017-04-01,2015-01-02,327662,357190,-0.0826674878915983,2072.82,1862.26,0.11306691869019372,-0.19573440658179203
011170,Lotte_Chemical,2017-01-01,2015-01-02,352904,352427,0.001353471782808922,1856.45,1706.07,0.08814409725275055,-0.08679062546994162
011170,Lotte_Chemical,2016-10-01,2015-01-02,351475,286228,0.22795463756166412,1710.64,1676.87,0.020138710812406573,0.20781592674925756
011170,Lotte_Chemical,2016-07-01,2015-01-02,283847,269559,0.053005093504575995,1661.76,1560.02,0.06521711260112051,-0.012212019096544513
011170,Lotte_Chemical,2016-04-01,2015-01-02,269559,324328,-0.16886916948274586,1555.47,1554.44,0.0006626180489436535,-0.16953178753168952
011170,Lotte_Chemical,2016-01-01,2015-01-02,325281,236221,0.3770198246557249,1557.22,1504.23,0.03522732560845084,0.3417924990472741
