주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
096770,SK_Innovation,2024-04-01,2015-01-02,116100,116300,-0.0017196904557179708,2666.2,2628.3,0.01441996727922978,-0.01613965773494775
096770,SK_Innovation,2024-01-01,2015-01-02,116000,139800,-0.17024320457796852,2607.13,2471.52,0.05486906842752643,-0.22511227300549494
096770,SK_Innovation,2023-10-01,2015-01-02,140300,146000,-0.03904109589041096,2483.32,2218.53,0.11935380634924925,-0.1583949022396602
096770,SK_Innovation,2023-07-01,2015-01-02,148800,157924,-0.057774625769357414,2249.01,2354.61,-0.044848191420235155,-0.01292643434912226
096770,SK_Innovation,2023-04-01,2015-01-02,155956,178586,-0.12671765983895714,2337.45,2231.23,0.04760602896160405,-0.17432368880056118
096770,SK_Innovation,2023-01-01,2015-01-02,176422,153003,0.1530623582544133,2220.92,1996.43,0.1124457156023502,0.040616642652063106
096770,SK_Innovation,2022-10-01,2015-01-02,151528,145624,0.040542767675657856,1983.7,1960.37,0.011900814642133963,0.028641953033523893
096770,SK_Innovation,2022-07-01,2015-01-02,141197,188426,-0.2506501225945464,1926.97,2096.77,-0.0809817004249393,-0.1696684221696071
096770,SK_Innovation,2022-04-01,2015-01-02,188918,210073,-0.10070308892623041,2088.88,2503.29,-0.16554614127807799,0.06484305235184758
096770,SK_Innovation,2022-01-01,2015-01-02,211549,238116,-0.11157167095029313,2515.99,2777.21,-0.09405842554218091,-0.01751324540811222
096770,SK_Innovation,2021-10-01,2015-01-02,234672,258779,-0.09315670900652681,2755.64,2762.01,-0.002306291432688638,-0.09085041757383817
096770,SK_Innovation,2021-07-01,2015-01-02,260747,291741,-0.10623806732684127,2771.92,3057.05,-0.09326965538672907,-0.012968411940112196
096770,SK_Innovation,2021-04-01,2015-01-02,290757,223848,0.29890372038168755,3056.06,2916.4,0.04788780688520088,0.25101591349648666
096770,SK_Innovation,2021-01-01,2015-01-02,215485,199741,0.07882207458658963,2902.81,2725.68,0.06498561826773507,0.013836456318854565
096770,SK_Innovation,2020-10-01,2015-01-02,186950,137753,0.3571392274578412,2725.2,2159.46,0.26198216220721837,0.09515706525062284
096770,SK_Innovation,2020-07-01,2015-01-02,136769,132340,0.03346682786761372,2158.75,1981.53,0.08943594091434398,-0.05596911304673026
096770,SK_Innovation,2020-04-01,2015-01-02,128897,83734,0.5393627439271981,1959.45,1629.72,0.2023230984463589,0.3370396454808392
096770,SK_Innovation,2020-01-01,2015-01-02,85603,148083,-0.42192554175698765,1648.2,2014.65,-0.181892636438091,-0.24003290531889665
096770,SK_Innovation,2019-10-01,2015-01-02,147592,162352,-0.09091357051345225,2010.91,1853.41,0.08497849909086494,-0.1758920696043172
096770,SK_Innovation,2019-07-01,2015-01-02,163336,157924,0.03426964869177579,1853.6,1867.73,-0.007565333319055811,0.0418349820108316
096770,SK_Innovation,2019-04-01,2015-01-02,156448,177603,-0.11911397893053609,1856.21,1851.95,0.002300278085261476,-0.12141425701579757
096770,SK_Innovation,2019-01-01,2015-01-02,176619,177110,-0.0027722884083338038,1837.13,1732.45,0.060423100233773015,-0.06319538864210682
096770,SK_Innovation,2018-10-01,2015-01-02,176619,216468,-0.18408725539109708,1723.22,2000.17,-0.13846323062539687,-0.04562402476570021
096770,SK_Innovation,2018-07-01,2015-01-02,211549,197773,0.06965561527609937,1992.62,1987.8,0.0024247912264815054,0.06723082404961786
096770,SK_Innovation,2018-04-01,2015-01-02,198758,209581,-0.05164113159112706,1990.06,2120.68,-0.06159345115717595,0.009952319566048896
096770,SK_Innovation,2018-01-01,2015-01-02,207613,202202,0.02676036834452676,2114.3,2196.95,-0.0376203372857824,0.06438070563030916
096770,SK_Innovation,2017-10-01,2015-01-02,201218,198266,0.01488908839639676,2191.53,2184.25,0.0033329518141239326,0.011556136582272827
096770,SK_Innovation,2017-07-01,2015-01-02,195806,156940,0.2476487829743851,2143.75,2077.18,0.03204825773404335,0.21560052524034176
096770,SK_Innovation,2017-04-01,2015-01-02,155956,164319,-0.050894905640857115,2072.82,1862.26,0.11306691869019372,-0.16396182433105083
096770,SK_Innovation,2017-01-01,2015-01-02,163827,143164,0.14433097706127238,1856.45,1706.07,0.08814409725275055,0.05618687980852183
096770,SK_Innovation,2016-10-01,2015-01-02,144148,159891,-0.09846082643801089,1710.64,1676.87,0.020138710812406573,-0.11859953725041747
096770,SK_Innovation,2016-07-01,2015-01-02,158908,138736,0.14539845461884443,1661.76,1560.02,0.06521711260112051,0.08018134201772392
096770,SK_Innovation,2016-04-01,2015-01-02,138245,167762,-0.17594568495845306,1555.47,1554.44,0.0006626180489436535,-0.17660830300739672
096770,SK_Innovation,2016-01-01,2015-01-02,169239,128404,0.31801968786019125,1557.22,1504.23,0.03522732560845084,0.2827923622517404
