주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
018880,Hanon_Systems,2024-04-01,2015-01-02,4730,5910,-0.1996615905245347,2666.2,2628.3,0.01441996727922978,-0.21408155780376448
018880,Hanon_Systems,2024-01-01,2015-01-02,5870,7270,-0.19257221458046767,2607.13,2471.52,0.05486906842752643,-0.2474412830079941
018880,Hanon_Systems,2023-10-01,2015-01-02,7290,9420,-0.22611464968152867,2483.32,2218.53,0.11935380634924925,-0.3454684560307779
018880,Hanon_Systems,2023-07-01,2015-01-02,9420,9200,0.02391304347826087,2249.01,2354.61,-0.044848191420235155,0.06876123489849603
018880,Hanon_Systems,2023-04-01,2015-01-02,9150,8690,0.05293440736478711,2337.45,2231.23,0.04760602896160405,0.005328378403183065
018880,Hanon_Systems,2023-01-01,2015-01-02,8780,8150,0.07730061349693251,2220.92,1996.43,0.1124457156023502,-0.035145102105417686
018880,Hanon_Systems,2022-10-01,2015-01-02,8090,8350,-0.031137724550898204,1983.7,1960.37,0.011900814642133963,-0.04303853919303217
018880,Hanon_Systems,2022-07-01,2015-01-02,8320,10150,-0.18029556650246306,1926.97,2096.77,-0.0809817004249393,-0.09931386607752377
018880,Hanon_Systems,2022-04-01,2015-01-02,10050,11650,-0.13733905579399142,2088.88,2503.29,-0.16554614127807799,0.02820708548408657
018880,Hanon_Systems,2022-01-01,2015-01-02,11800,13450,-0.12267657992565056,2515.99,2777.21,-0.09405842554218091,-0.02861815438346965
018880,Hanon_Systems,2021-10-01,2015-01-02,13450,15450,-0.12944983818770225,2755.64,2762.01,-0.002306291432688638,-0.1271435467550136
018880,Hanon_Systems,2021-07-01,2015-01-02,15650,16600,-0.0572289156626506,2771.92,3057.05,-0.09326965538672907,0.03604073972407847
018880,Hanon_Systems,2021-04-01,2015-01-02,16550,17900,-0.07541899441340782,3056.06,2916.4,0.04788780688520088,-0.12330680129860871
018880,Hanon_Systems,2021-01-01,2015-01-02,17650,16250,0.08615384615384615,2902.81,2725.68,0.06498561826773507,0.021168227886111085
018880,Hanon_Systems,2020-10-01,2015-01-02,16250,12550,0.2948207171314741,2725.2,2159.46,0.26198216220721837,0.03283855492425575
018880,Hanon_Systems,2020-07-01,2015-01-02,12350,9060,0.3631346578366446,2158.75,1981.53,0.08943594091434398,0.27369871692230063
018880,Hanon_Systems,2020-04-01,2015-01-02,9060,8710,0.040183696900114814,1959.45,1629.72,0.2023230984463589,-0.1621394015462441
018880,Hanon_Systems,2020-01-01,2015-01-02,8870,11150,-0.20448430493273542,1648.2,2014.65,-0.181892636438091,-0.022591668494644418
018880,Hanon_Systems,2019-10-01,2015-01-02,11150,11950,-0.06694560669456066,2010.91,1853.41,0.08497849909086494,-0.1519241057854256
018880,Hanon_Systems,2019-07-01,2015-01-02,12000,11750,0.02127659574468085,1853.6,1867.73,-0.007565333319055811,0.02884192906373666
018880,Hanon_Systems,2019-04-01,2015-01-02,11650,11400,0.021929824561403508,1856.21,1851.95,0.002300278085261476,0.019629546476142033
018880,Hanon_Systems,2019-01-01,2015-01-02,11350,10800,0.05092592592592592,1837.13,1732.45,0.060423100233773015,-0.009497174307847092
018880,Hanon_Systems,2018-10-01,2015-01-02,10800,12700,-0.14960629921259844,1723.22,2000.17,-0.13846323062539687,-0.011143068587201571
018880,Hanon_Systems,2018-07-01,2015-01-02,12650,10500,0.20476190476190476,1992.62,1987.8,0.0024247912264815054,0.20233711353542325
018880,Hanon_Systems,2018-04-01,2015-01-02,10600,11400,-0.07017543859649122,1990.06,2120.68,-0.06159345115717595,-0.008581987439315271
018880,Hanon_Systems,2018-01-01,2015-01-02,11450,13900,-0.17625899280575538,2114.3,2196.95,-0.0376203372857824,-0.13863865551997298
018880,Hanon_Systems,2017-10-01,2015-01-02,13900,12500,0.112,2191.53,2184.25,0.0033329518141239326,0.10866704818587607
018880,Hanon_Systems,2017-07-01,2015-01-02,12600,10300,0.22330097087378642,2143.75,2077.18,0.03204825773404335,0.19125271313974307
018880,Hanon_Systems,2017-04-01,2015-01-02,10300,9300,0.10752688172043011,2072.82,1862.26,0.11306691869019372,-0.005540036969763615
018880,Hanon_Systems,2017-01-01,2015-01-02,9280,10200,-0.09019607843137255,1856.45,1706.07,0.08814409725275055,-0.17834017568412308
018880,Hanon_Systems,2016-10-01,2015-01-02,10300,12450,-0.17269076305220885,1710.64,1676.87,0.020138710812406573,-0.1928294738646154
018880,Hanon_Systems,2016-07-01,2015-01-02,12400,10500,0.18095238095238095,1661.76,1560.02,0.06521711260112051,0.11573526835126044
018880,Hanon_Systems,2016-04-01,2015-01-02,10500,9210,0.14006514657980457,1555.47,1554.44,0.0006626180489436535,0.1394025285308609
018880,Hanon_Systems,2016-01-01,2015-01-02,9200,10320,-0.10852713178294573,1557.22,1504.23,0.03522732560845084,-0.14375445739139658
