주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
010950,S_Oil,2024-04-01,2015-01-02,66500,79100,-0.1592920353982301,2666.2,2628.3,0.01441996727922978,-0.17371200267745987
010950,S_Oil,2024-01-01,2015-01-02,78500,69000,0.13768115942028986,2607.13,2471.52,0.05486906842752643,0.08281209099276343
010950,S_Oil,2023-10-01,2015-01-02,69600,78000,-0.1076923076923077,2483.32,2218.53,0.11935380634924925,-0.22704611404155695
010950,S_Oil,2023-07-01,2015-01-02,79200,66300,0.19457013574660634,2249.01,2354.61,-0.044848191420235155,0.2394183271668415
010950,S_Oil,2023-04-01,2015-01-02,66700,83000,-0.1963855421686747,2337.45,2231.23,0.04760602896160405,-0.24399157113027875
010950,S_Oil,2023-01-01,2015-01-02,80100,83400,-0.039568345323741004,2220.92,1996.43,0.1124457156023502,-0.1520140609260912
010950,S_Oil,2022-10-01,2015-01-02,83400,84700,-0.015348288075560802,1983.7,1960.37,0.011900814642133963,-0.027249102717694765
010950,S_Oil,2022-07-01,2015-01-02,81000,102500,-0.2097560975609756,1926.97,2096.77,-0.0809817004249393,-0.1287743971360363
010950,S_Oil,2022-04-01,2015-01-02,104000,97200,0.06995884773662552,2088.88,2503.29,-0.16554614127807799,0.23550498901470351
010950,S_Oil,2022-01-01,2015-01-02,96700,86500,0.11791907514450867,2515.99,2777.21,-0.09405842554218091,0.21197750068668958
010950,S_Oil,2021-10-01,2015-01-02,85700,108000,-0.2064814814814815,2755.64,2762.01,-0.002306291432688638,-0.20417519004879284
010950,S_Oil,2021-07-01,2015-01-02,110000,102500,0.07317073170731707,2771.92,3057.05,-0.09326965538672907,0.16644038709404613
010950,S_Oil,2021-04-01,2015-01-02,102500,81200,0.2623152709359606,3056.06,2916.4,0.04788780688520088,0.2144274640507597
010950,S_Oil,2021-01-01,2015-01-02,81200,69700,0.1649928263988522,2902.81,2725.68,0.06498561826773507,0.10000720813111715
010950,S_Oil,2020-10-01,2015-01-02,69200,51600,0.34108527131782945,2725.2,2159.46,0.26198216220721837,0.07910310911061108
010950,S_Oil,2020-07-01,2015-01-02,51600,64000,-0.19375,2158.75,1981.53,0.08943594091434398,-0.283185940914344
010950,S_Oil,2020-04-01,2015-01-02,63500,56200,0.1298932384341637,1959.45,1629.72,0.2023230984463589,-0.0724298600121952
010950,S_Oil,2020-01-01,2015-01-02,57100,95100,-0.39957939011566773,1648.2,2014.65,-0.181892636438091,-0.21768675367757673
010950,S_Oil,2019-10-01,2015-01-02,95300,98900,-0.03640040444893832,2010.91,1853.41,0.08497849909086494,-0.12137890353980327
010950,S_Oil,2019-07-01,2015-01-02,99400,84100,0.18192627824019025,1853.6,1867.73,-0.007565333319055811,0.18949161155924607
010950,S_Oil,2019-04-01,2015-01-02,83700,89900,-0.06896551724137931,1856.21,1851.95,0.002300278085261476,-0.07126579532664079
010950,S_Oil,2019-01-01,2015-01-02,89600,97300,-0.07913669064748201,1837.13,1732.45,0.060423100233773015,-0.13955979088125503
010950,S_Oil,2018-10-01,2015-01-02,97700,137000,-0.28686131386861313,1723.22,2000.17,-0.13846323062539687,-0.14839808324321627
010950,S_Oil,2018-07-01,2015-01-02,137000,109500,0.2511415525114155,1992.62,1987.8,0.0024247912264815054,0.248716761284934
010950,S_Oil,2018-04-01,2015-01-02,109500,120500,-0.0912863070539419,1990.06,2120.68,-0.06159345115717595,-0.02969285589676595
010950,S_Oil,2018-01-01,2015-01-02,120000,117000,0.02564102564102564,2114.3,2196.95,-0.0376203372857824,0.06326136292680803
010950,S_Oil,2017-10-01,2015-01-02,117000,129000,-0.09302325581395349,2191.53,2184.25,0.0033329518141239326,-0.09635620762807742
010950,S_Oil,2017-07-01,2015-01-02,127500,95500,0.33507853403141363,2143.75,2077.18,0.03204825773404335,0.3030302762973703
010950,S_Oil,2017-04-01,2015-01-02,94800,101000,-0.061386138613861385,2072.82,1862.26,0.11306691869019372,-0.1744530573040551
010950,S_Oil,2017-01-01,2015-01-02,100500,84300,0.19217081850533807,1856.45,1706.07,0.08814409725275055,0.10402672125258752
010950,S_Oil,2016-10-01,2015-01-02,84700,81100,0.04438964241676942,1710.64,1676.87,0.020138710812406573,0.024250931604362844
010950,S_Oil,2016-07-01,2015-01-02,81200,75800,0.0712401055408971,1661.76,1560.02,0.06521711260112051,0.006022992939776595
010950,S_Oil,2016-04-01,2015-01-02,75700,97900,-0.22676200204290092,1555.47,1554.44,0.0006626180489436535,-0.22742462009184458
010950,S_Oil,2016-01-01,2015-01-02,97900,79500,0.23144654088050315,1557.22,1504.23,0.03522732560845084,0.1962192152720523
