year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-04,2021-01-28,-1.0
2021,Q1,2,2021-02-08,2021-03-01,1.0
2021,Q1,3,2021-03-07,2021-03-15,-1.0
2021,Q2,4,2021-04-05,2021-04-22,1.0
2021,Q2,5,2021-05-06,2021-05-28,0.0
2021,Q2,6,2021-06-03,2021-06-22,0.0
2021,Q3,7,2021-07-01,2021-07-29,-2.0
2021,Q3,8,2021-08-02,2021-08-17,-1.0
2021,Q3,9,2021-09-06,2021-09-25,0.0
2021,Q4,10,2021-10-04,2021-10-27,0.0
2021,Q4,11,2021-11-05,2021-11-15,3.0
2021,Q4,12,2021-12-01,2021-12-17,1.0
2022,Q1,1,2022-01-02,2022-01-19,2.0
2022,Q1,2,2022-02-06,2022-02-22,0.0
2022,Q1,3,2022-03-03,2022-03-25,-1.0
2022,Q2,4,2022-04-01,2022-04-24,0.0
2022,Q2,5,2022-05-01,2022-05-23,1.0
2022,Q2,6,2022-06-06,2022-06-22,0.0
2022,Q3,7,2022-07-06,2022-07-27,2.0
2022,Q3,8,2022-08-11,2022-08-18,1.0
2022,Q3,9,2022-09-10,2022-09-28,1.0
2022,Q4,10,2022-10-07,2022-10-27,1.0
2022,Q4,11,2022-11-07,2022-11-24,2.0
2022,Q4,12,2022-12-02,2022-12-29,1.0
2023,Q1,1,2023-01-01,2023-01-17,0.0
2023,Q1,2,2023-02-03,2023-02-22,1.0
2023,Q1,3,2023-03-06,2023-03-17,2.0
2023,Q2,4,2023-04-02,2023-04-26,1.0
2023,Q2,5,2023-05-10,2023-05-26,-2.0
2023,Q2,6,2023-06-03,2023-06-20,0.0
2023,Q3,7,2023-07-07,2023-07-24,2.0
2023,Q3,8,2023-08-02,2023-08-30,2.0
2023,Q3,9,2023-09-04,2023-09-22,1.0
2023,Q4,10,2023-10-04,2023-10-25,1.0
2023,Q4,11,2023-11-07,2023-11-27,0.0
2023,Q4,12,2023-12-06,2023-12-26,2.0
2024,Q1,1,2024-01-02,2024-01-22,3.0
2024,Q1,2,2024-02-03,2024-02-26,-1.0
2024,Q1,3,2024-03-05,2024-03-27,3.0
2024,Q2,4,2024-04-05,2024-04-24,2.0
2024,Q2,5,2024-05-02,2024-05-29,2.0
2024,Q2,6,2024-06-05,2024-06-25,2.0
2024,Q3,7,2024-07-01,2024-07-31,3.0
2024,Q3,8,2024-08-07,2024-08-22,1.0
2024,Q3,9,2024-09-05,2024-09-25,-1.0
2024,Q4,10,2024-10-02,2024-10-30,1.0
2024,Q4,11,2024-11-07,2024-11-29,1.0
2024,Q4,12,2024-12-04,2024-12-23,2.0
2025,Q1,1,2025-01-03,2025-01-30,0.0
2025,Q1,2,2025-02-05,2025-02-23,0.0
2025,Q1,3,2025-03-06,2025-03-31,4.0
