year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-05,2021-01-29,0.0
2021,Q1,2,2021-02-03,2021-02-26,0.0
2021,Q1,3,2021-03-14,2021-03-26,2.0
2021,Q2,4,2021-04-05,2021-04-23,1.0
2021,Q2,5,2021-05-02,2021-05-27,0.0
2021,Q2,6,2021-06-06,2021-06-25,3.0
2021,Q3,7,2021-07-04,2021-07-15,0.0
2021,Q3,8,2021-08-16,2021-08-16,-1.0
2021,Q3,9,2021-09-05,2021-09-22,1.0
2021,Q4,10,2021-10-06,2021-10-26,1.0
2021,Q4,11,2021-11-07,2021-11-30,-2.0
2021,Q4,12,2021-12-02,2021-12-29,3.0
2022,Q1,1,2022-01-05,2022-01-26,2.0
2022,Q1,2,2022-02-06,2022-02-24,1.0
2022,Q1,3,2022-03-07,2022-03-22,-1.0
2022,Q2,4,2022-04-06,2022-05-01,1.0
2022,Q2,5,2022-05-02,2022-05-22,0.0
2022,Q2,6,2022-06-06,2022-06-30,0.0
2022,Q3,7,2022-07-05,2022-07-25,1.0
2022,Q3,8,2022-08-06,2022-08-30,1.0
2022,Q3,9,2022-09-06,2022-09-15,2.0
2022,Q4,10,2022-10-04,2022-10-23,1.0
2022,Q4,11,2022-11-04,2022-11-30,2.0
2022,Q4,12,2022-12-04,2022-12-04,-1.0
2023,Q1,1,2023-01-01,2023-01-26,0.0
2023,Q1,2,2023-02-05,2023-02-24,0.0
2023,Q1,3,2023-03-03,2023-03-27,3.0
2023,Q2,4,2023-04-07,2023-04-24,3.0
2023,Q2,5,2023-05-03,2023-05-22,1.0
2023,Q2,6,2023-06-12,2023-06-30,2.0
2023,Q3,7,2023-07-03,2023-07-31,1.0
2023,Q3,8,2023-08-07,2023-08-28,-2.0
2023,Q3,9,2023-09-04,2023-09-30,1.0
2023,Q4,10,2023-10-01,2023-10-26,1.0
2023,Q4,11,2023-11-07,2023-11-21,0.0
2023,Q4,12,2023-12-07,2023-12-20,0.0
2024,Q1,1,2024-01-02,2024-01-25,0.0
2024,Q1,2,2024-02-05,2024-02-22,3.0
2024,Q1,3,2024-03-05,2024-03-31,0.0
2024,Q2,4,2024-04-01,2024-04-22,2.0
2024,Q2,5,2024-05-13,2024-05-29,1.0
2024,Q2,6,2024-06-03,2024-06-28,1.0
2024,Q3,7,2024-07-01,2024-07-29,0.0
2024,Q3,8,2024-08-02,2024-08-27,1.0
2024,Q3,9,2024-09-04,2024-09-25,0.0
2024,Q4,10,2024-10-02,2024-10-31,0.0
2024,Q4,11,2024-11-06,2024-11-28,-1.0
2024,Q4,12,2024-12-03,2024-12-31,1.0
2025,Q1,1,2025-01-03,2025-01-31,3.0
2025,Q1,2,2025-02-06,2025-02-26,3.0
2025,Q1,3,2025-03-04,2025-03-25,2.0
