year,quarter,month,start_date,end_date,score_sum
2021,Q1,1,2021-01-06,2021-01-06,-1.0
2021,Q1,2,2021-02-02,2021-02-22,0.0
2021,Q1,3,2021-03-11,2021-03-11,0.0
2021,Q2,4,2021-04-06,2021-04-06,0.0
2021,Q2,5,2021-05-05,2021-05-25,0.0
2021,Q2,6,2021-06-22,2021-06-22,0.0
2021,Q3,7,2021-07-11,2021-07-11,0.0
2021,Q3,8,2021-08-03,2021-08-31,1.0
2021,Q3,9,,,0.0
2021,Q4,10,2021-10-13,2021-10-22,0.0
2021,Q4,11,2021-11-09,2021-11-24,1.0
2021,Q4,12,,,0.0
2022,Q1,1,2022-01-24,2022-01-24,0.0
2022,Q1,2,2022-02-02,2022-02-15,0.0
2022,Q1,3,2022-03-14,2022-03-31,0.0
2022,Q2,4,2022-04-15,2022-04-15,0.0
2022,Q2,5,2022-05-12,2022-05-18,0.0
2022,Q2,6,2022-06-08,2022-06-27,2.0
2022,Q3,7,2022-07-11,2022-07-11,0.0
2022,Q3,8,2022-08-11,2022-08-29,2.0
2022,Q3,9,2022-09-02,2022-09-19,1.0
2022,Q4,10,2022-10-06,2022-10-21,0.0
2022,Q4,11,2022-11-14,2022-11-23,1.0
2022,Q4,12,2022-12-15,2022-12-22,1.0
2023,Q1,1,2023-01-10,2023-01-31,1.0
2023,Q1,2,2023-02-12,2023-02-12,0.0
2023,Q1,3,2023-03-01,2023-03-08,1.0
2023,Q2,4,2023-04-16,2023-04-24,1.0
2023,Q2,5,2023-05-22,2023-05-22,0.0
2023,Q2,6,2023-06-15,2023-06-28,1.0
2023,Q3,7,2023-07-01,2023-07-26,0.0
2023,Q3,8,2023-08-08,2023-08-31,1.0
2023,Q3,9,2023-09-14,2023-09-18,1.0
2023,Q4,10,2023-10-04,2023-10-19,0.0
2023,Q4,11,2023-11-05,2023-11-28,2.0
2023,Q4,12,2023-12-05,2023-12-26,0.0
2024,Q1,1,2024-01-11,2024-01-16,1.0
2024,Q1,2,2024-02-06,2024-02-23,1.0
2024,Q1,3,2024-03-14,2024-03-28,-2.0
2024,Q2,4,2024-04-24,2024-04-24,1.0
2024,Q2,5,2024-05-02,2024-05-09,1.0
2024,Q2,6,2024-06-03,2024-06-27,3.0
2024,Q3,7,2024-07-12,2024-07-31,1.0
2024,Q3,8,2024-08-01,2024-08-30,2.0
2024,Q3,9,2024-09-13,2024-09-26,2.0
2024,Q4,10,2024-10-07,2024-10-29,2.0
2024,Q4,11,2024-11-04,2024-11-26,3.0
2024,Q4,12,2024-12-01,2024-12-22,2.0
2025,Q1,1,2025-01-02,2025-01-21,1.0
2025,Q1,2,2025-02-05,2025-02-24,-2.0
2025,Q1,3,2025-03-13,2025-03-27,2.0
