주식 코드,주식 종목,시작 날짜,주식 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
068270,Celltrion,2024-04-01,2015-01-02,166472,184809,-0.09922135826718395,2666.2,2628.3,0.01441996727922978,-0.11364132554641374
068270,Celltrion,2024-01-01,2015-01-02,182613,194360,-0.06043939082115662,2607.13,2471.52,0.05486906842752643,-0.11530845924868305
068270,Celltrion,2023-10-01,2015-01-02,192450,132470,0.4527817619083566,2483.32,2218.53,0.11935380634924925,0.33342795555910737
068270,Celltrion,2023-07-01,2015-01-02,132948,146128,-0.09019489762400087,2249.01,2354.61,-0.044848191420235155,-0.04534670620376572
068270,Celltrion,2023-04-01,2015-01-02,146033,144600,0.009910096818810511,2337.45,2231.23,0.04760602896160405,-0.037695932142793535
068270,Celltrion,2023-01-01,2015-01-02,143072,153769,-0.06956538704160137,2220.92,1996.43,0.1124457156023502,-0.18201110264395157
068270,Celltrion,2022-10-01,2015-01-02,153292,164221,-0.06655056296088807,1983.7,1960.37,0.011900814642133963,-0.07845137760302204
068270,Celltrion,2022-07-01,2015-01-02,161462,166061,-0.027694642330228048,1926.97,2096.77,-0.0809817004249393,0.05328705809471125
068270,Celltrion,2022-04-01,2015-01-02,164222,156401,0.050006074129960804,2088.88,2503.29,-0.16554614127807799,0.2155522154080388
068270,Celltrion,2022-01-01,2015-01-02,157782,182622,-0.13601866149751946,2515.99,2777.21,-0.09405842554218091,-0.04196023595533854
068270,Celltrion,2021-10-01,2015-01-02,182162,232967,-0.2180780968978439,2755.64,2762.01,-0.002306291432688638,-0.21577180546515526
068270,Celltrion,2021-07-01,2015-01-02,234323,243803,-0.03888385294684643,2771.92,3057.05,-0.09326965538672907,0.05438580243988264
068270,Celltrion,2021-04-01,2015-01-02,242449,292112,-0.17001355644410363,3056.06,2916.4,0.04788780688520088,-0.21790136332930451
068270,Celltrion,2021-01-01,2015-01-02,293016,317394,-0.07680674492901567,2902.81,2725.68,0.06498561826773507,-0.14179236319675073
068270,Celltrion,2020-10-01,2015-01-02,324169,229662,0.4115047330424711,2725.2,2159.46,0.26198216220721837,0.14952257083525272
068270,Celltrion,2020-07-01,2015-01-02,228333,273109,-0.16394919244697173,2158.75,1981.53,0.08943594091434398,-0.25338513336131574
068270,Celltrion,2020-04-01,2015-01-02,271340,207491,0.30771937096066815,1959.45,1629.72,0.2023230984463589,0.10539627251430925
068270,Celltrion,2020-01-01,2015-01-02,203061,160496,0.26520910178446816,1648.2,2014.65,-0.181892636438091,0.44710173822255916
068270,Celltrion,2019-10-01,2015-01-02,160498,143133,0.1213207296710053,2010.91,1853.41,0.08497849909086494,0.036342230580140356
068270,Celltrion,2019-07-01,2015-01-02,138900,174470,-0.2038745916203359,1853.6,1867.73,-0.007565333319055811,-0.19630925830128007
068270,Celltrion,2019-04-01,2015-01-02,174050,152872,0.13853419854518814,1856.21,1851.95,0.002300278085261476,0.13623392045992666
068270,Celltrion,2019-01-01,2015-01-02,153298,190139,-0.19375825054302379,1837.13,1732.45,0.060423100233773015,-0.2541813507767968
068270,Celltrion,2018-10-01,2015-01-02,188448,247130,-0.23745397159389794,1723.22,2000.17,-0.13846323062539687,-0.09899074096850108
068270,Celltrion,2018-07-01,2015-01-02,247133,252124,-0.01979581475781758,1992.62,1987.8,0.0024247912264815054,-0.022220605984299088
068270,Celltrion,2018-04-01,2015-01-02,252542,258362,-0.02252653253961496,1990.06,2120.68,-0.06159345115717595,0.039066918617560994
068270,Celltrion,2018-01-01,2015-01-02,257534,186056,0.38417465709248827,2114.3,2196.95,-0.0376203372857824,0.42179499437827067
068270,Celltrion,2017-10-01,2015-01-02,183977,119362,0.541336438732595,2191.53,2184.25,0.0033329518141239326,0.538003486918471
068270,Celltrion,2017-07-01,2015-01-02,115855,94641,0.2241523229889794,2143.75,2077.18,0.03204825773404335,0.19210406525493606
068270,Celltrion,2017-04-01,2015-01-02,93908,73507,0.2775381936414219,2072.82,1862.26,0.11306691869019372,0.16447127495122818
068270,Celltrion,2017-01-01,2015-01-02,73510,87788,-0.16264181892741605,1856.45,1706.07,0.08814409725275055,-0.2507859161801666
068270,Celltrion,2016-10-01,2015-01-02,87625,83655,0.04745681668758592,1710.64,1676.87,0.020138710812406573,0.027318105875179344
068270,Celltrion,2016-07-01,2015-01-02,82726,75571,0.09467917587434334,1661.76,1560.02,0.06521711260112051,0.02946206327322283
068270,Celltrion,2016-04-01,2015-01-02,74717,85288,-0.12394475189944658,1555.47,1554.44,0.0006626180489436535,-0.12460736994839024
068270,Celltrion,2016-01-01,2015-01-02,85369,66161,0.29032209307598134,1557.22,1504.23,0.03522732560845084,0.2550947674675305
