code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
18260,Samsung_SDS,IT 서비스,2022,Q1,"4,182,554,307,171","2,698,103,890,394","6,880,658,197,565","1,091,838,821,560","242,658,406,092","1,334,497,227,652","4,494,811,952,566","5,546,160,969,913",1283994438672.0,116315523061.0,161217405552.0,120546663170.0,120546663170.0,"38,688,900,000",,,,,,,,,,
35420,NAVER_Corp,IT 서비스,2022,Q1,"1,954,057,321,854","11,700,691,980,770","13,654,749,302,624","1,473,089,835,446","2,311,974,857,180","3,785,064,692,626","9,780,034,117,190","9,869,684,609,998",1308433804251.0,360568832190.0,728201598795.0,598860970437.0,598860970437.0,"16,481,339,500",,,,,,,,,,
36570,NCSOFT,IT 서비스,2022,Q1,"2,348,741,366,219","2,020,101,999,381","4,368,843,365,600","482,450,757,741","736,441,107,233","1,218,891,864,974","3,114,550,678,900",,753141255761.0,247951661649.0,242568088957.0,176971794584.0,176971794584.0,"10,977,011,000",,,,,,,,,,
