,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,부채총계 변화율,비유동자산 변화율,소비자물가지수 변화율,Label,Code
9,하이트진로,2022,Q3,생활소비재,-0.08268146388369943,-0.11299650647329962,0.0859231743901192,-0.13208341449804395,0.026469125660202097,-0.00014981265848801328,0.09093510066157107,-0.1655980592687614,000080
9,CJ,2022,Q3,생활소비재,-0.028630712774054167,-0.11299650647329962,0.0015323501314974397,-0.8548740316200487,0.13942931576511053,0.007009046459044432,0.09093510066157107,0.30441975423708406,001040
9,대상,2022,Q3,생활소비재,-0.03113067350765521,-0.11299650647329962,0.007759285947577466,-0.6721020258775063,0.057395751104707404,0.023289038692122732,0.09093510066157107,-0.08923692255085477,001680
9,오리온,2022,Q3,생활소비재,-0.0074771304231540416,-0.11299650647329962,0.008317968410022525,-0.4014496696486154,0.13400322248030672,0.0031242688693531306,0.09093510066157107,0.10855591507111939,001800
9,아모레G,2022,Q3,생활소비재,-0.1733895665421122,-0.11299650647329962,-0.0006477277815708504,-1.4114237054926442,0.1526641348106843,0.09604203388727894,0.09093510066157107,0.36847177590264235,002790
9,남양유업,2022,Q3,생활소비재,0.014653148954756496,-0.11299650647329962,-0.010844471955456347,-0.21911594237920584,0.00773214312301973,-0.008175820241458243,0.09093510066157107,0.5235422488945236,003920
9,농심,2022,Q3,생활소비재,0.055899257977107306,-0.11299650647329962,0.009231360901859276,2.136123878453952,0.021772769458083152,-0.008808670044463507,0.09093510066157107,0.2016242895254007,004370
9,빙그레,2022,Q3,생활소비재,-0.1316149739804934,-0.11299650647329962,0.8859307084649504,0.07043466246284447,-0.1369363269406383,-0.006887653551416739,0.09093510066157107,0.06132704440180467,005180
9,롯데칠성,2022,Q3,생활소비재,-0.08574179890984965,-0.11299650647329962,0.02400011918488998,0.3369625446718538,-0.05020092595656145,0.0039657756520385945,0.09093510066157107,0.11564108964957731,005300
9,현대그린푸드,2022,Q3,생활소비재,-0.11202923652357855,-0.11299650647329962,0.01657385668710165,-0.053897284012241586,-0.09667351935653123,-0.025420719725139262,0.09093510066157107,0.09549891179523978,005440
9,삼립식품,2022,Q3,생활소비재,-0.15498852896185183,-0.11299650647329962,0.038328332825550815,-0.04508219018968074,0.014325865334558596,0.01509995984068535,0.09093510066157107,-0.020178529963050418,005610
9,크라운제과,2022,Q3,생활소비재,-0.13351116239778008,-0.11299650647329962,-0.00216665090610213,0.13615413685203737,0.0048815122389240795,-0.000518599185690416,0.09093510066157107,0.02591918420730959,005740
9,GS리테일,2022,Q3,생활소비재,0.1348010876662948,-0.11299650647329962,0.022036029698694115,-0.019946426816362495,-0.03972224258820167,0.005731501211357237,0.09093510066157107,0.013185223195090315,007070
9,오뚜기,2022,Q3,생활소비재,-0.01628628201500495,-0.11299650647329962,0.018623123174466905,-0.18120084976918616,0.18237150858094897,0.00047674488380744506,0.09093510066157107,0.011826179063082597,007310
9,한국전력,2022,Q3,생활소비재,-0.11338568967637055,-0.11299650647329962,-0.34681980954124625,0.5330011319549763,0.13098143989579558,0.03120050505320182,0.09093510066157107,-0.03004031582717491,015760
9,KT&G,2022,Q3,생활소비재,0.15947363058701292,-0.11299650647329962,0.6774535459766766,0.1624786403152645,0.003212386415695212,0.036525960886180986,0.09093510066157107,0.024287988770526243,033780
9,무학,2022,Q3,생활소비재,-0.244028633674745,-0.11299650647329962,-0.057690107463005846,0.4531463019162234,-0.1849865222563699,-0.058635254388558655,0.09093510066157107,0.031195378885913425,033920
9,한국가스공사,2022,Q3,생활소비재,-0.1009164621164213,-0.11299650647329962,-0.11727406326416734,0.7628648426904521,0.3185671266792778,0.03717264432885514,0.09093510066157107,-0.2132611802953765,036460
9,팜스코,2022,Q3,생활소비재,-0.2395778161253396,-0.11299650647329962,-0.3640535021591934,3.1548884405962996,0.277236009941054,-0.01641770559926614,0.09093510066157107,-0.02478788675794809,036580
9,동원F&B,2022,Q3,생활소비재,-0.16012188083198564,-0.11299650647329962,0.6732975475801126,2.57616898223111,0.11051103932610418,0.08008923949855884,0.09093510066157107,0.21799513746955249,049770
9,LG생활건강,2022,Q3,생활소비재,-0.13602363629989975,-0.11299650647329962,0.020973534181824682,-0.13016853068101997,-0.05995855631438618,-0.0021273808256374593,0.09093510066157107,-0.04894261119604944,051900
9,에이블씨엔씨,2022,Q3,생활소비재,-0.05625954212512729,-0.11299650647329962,-0.05618497875217954,2.2265329260604187,-0.04808671600566372,-0.07887919734432625,0.09093510066157107,0.5345394540583583,078520
9,아모레퍼시픽,2022,Q3,생활소비재,-0.01069919175972248,-0.11299650647329962,0.013925418020462876,0.3099558088251253,-0.11341211081068614,-0.03249656485965191,0.09093510066157107,0.1325842662596099,090430
9,CJ제일제당,2022,Q3,생활소비재,0.022845638695863126,-0.11299650647329962,0.024883295904135627,0.8862229196715974,0.0380683618664337,0.005761502556487441,0.09093510066157107,-0.21823746968871954,097950
9,락앤락,2022,Q3,생활소비재,-0.16231964321523096,-0.11299650647329962,-0.06069443296654531,-2.229401644099815,0.0303115410766166,0.004042990374365063,0.09093510066157107,-0.0474207851944138,115390
9,이마트,2022,Q3,생활소비재,-0.09853199062615547,-0.11299650647329962,0.023790463889795443,-4.153693671487005,0.02160518213595175,0.022514810274801844,0.09093510066157107,0.1889872866589728,139480
9,삼양사,2022,Q3,생활소비재,-0.09071372994517521,-0.11299650647329962,0.02353532392478752,-0.1730430405235338,-0.006442955548126794,-0.014826008200384933,0.09093510066157107,0.082510657797629,145990
9,한국콜마,2022,Q3,생활소비재,0.035236756350138676,-0.11299650647329962,0.023288478157224013,-0.22518825362961747,0.28195582567809274,0.4128778750283286,0.09093510066157107,0.015333532148795119,161890
9,코스맥스,2022,Q3,생활소비재,-0.18200805350082053,-0.11299650647329962,0.13176021440978913,0.10122238748314016,0.05874337557078757,0.09002455303649026,0.09093510066157107,0.5162771828443886,192820
