,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,부채총계 변화율,비유동자산 변화율,소비자물가지수 변화율,Label,Code
19,하이트진로,2020,Q1,생활소비재,0.30181752030032916,-0.20454187036744997,-0.06889966315890861,2.0637137335812588,0.19048503638213998,-0.0040397637721094615,2.326416414584117,-0.0446657728861653,000080
19,CJ,2020,Q1,생활소비재,0.12774314746819232,-0.20454187036744997,-0.010545275190710912,1.4665342005717106,0.5808348739613105,-0.005106075742739247,2.326416414584117,-0.1269689384985466,001040
19,대상,2020,Q1,생활소비재,0.6107140407435353,-0.20454187036744997,0.06540657268248662,1.3379405323383664,0.15227463626557491,-0.007423344569721491,2.326416414584117,-0.27923538404857423,001680
19,오리온,2020,Q1,생활소비재,0.17173407717340772,-0.20454187036744997,0.43009542142673385,2.7376876779220987,0.5083845892012593,-8.383369734199508e-05,2.326416414584117,-0.3138914687046589,001800
19,아모레G,2020,Q1,생활소비재,-0.0450300553801985,-0.20454187036744997,0.0038030003832405512,-3.3652914837999863,0.5407198725169926,0.11128301145170716,2.326416414584117,-0.1954920218115641,002790
19,남양유업,2020,Q1,생활소비재,-0.003714744304484721,-0.20454187036744997,-0.016504462165055744,8.037374940440731,0.0004712806678908166,-0.0006557713661673459,2.326416414584117,-0.30531429207768973,003920
19,농심,2020,Q1,생활소비재,0.10675410669059096,-0.20454187036744997,0.008717470297038732,1.6171663485473506,0.09627308854702088,0.02490037701766301,2.326416414584117,-0.11604480348318336,004370
19,빙그레,2020,Q1,생활소비재,0.43685215692563384,-0.20454187036744997,-0.8119134429516685,2.8509076748213,0.27247561795046416,0.023122313240184766,2.326416414584117,-0.3558246598915814,005180
19,롯데칠성,2020,Q1,생활소비재,0.13431404844903122,-0.20454187036744997,-0.01516653216464281,-0.9926567253571675,-0.02423138123429025,0.0002501746745029454,2.326416414584117,-0.3106751524525341,005300
19,현대그린푸드,2020,Q1,생활소비재,0.10751479180874793,-0.20454187036744997,0.005001411243322984,4.7958694270816435,-0.06944700190081299,-0.07316340625510998,2.326416414584117,-0.24762132839533246,005440
19,삼립식품,2020,Q1,생활소비재,0.10903566447499505,-0.20454187036744997,-0.016222850590304372,-0.819291640790275,0.02247156033085207,0.0006954747215528467,2.326416414584117,-0.3618402881216224,005610
19,크라운제과,2020,Q1,생활소비재,0.31164518828451887,-0.20454187036744997,0.013600768601023105,-1.1666925068719451,0.01964120361802668,-0.0005719519376384818,2.326416414584117,-0.3335905535503235,005740
19,GS리테일,2020,Q1,생활소비재,0.34614867405362665,-0.20454187036744997,0.01156906500110022,-11.15507452366241,0.005654122222764846,-0.01324388461178283,2.326416414584117,-0.45561649556391937,007070
19,오뚜기,2020,Q1,생활소비재,0.03994161298657736,-0.20454187036744997,0.01609088997333541,2.890947272787413,0.2669968189485279,0.026543995268713427,2.326416414584117,-0.14873510765277545,007310
