,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,부채총계 변화율,비유동자산 변화율,소비자물가지수 변화율,Label,Code
12,하이트진로,2021,Q4,생활소비재,0.20334813704858318,0.08325393584683072,-0.01539016242601654,-1.5398348119642886,0.1067402427462012,-0.017496724090179328,0.4025512712822732,-0.012106847679306795,000080
12,CJ,2021,Q4,생활소비재,-0.049183820687011576,0.08325393584683072,0.005618432515553717,-0.3775108302736526,0.036431988970620166,-0.0007903595871687763,0.4025512712822732,0.08096572305841608,001040
12,대상,2021,Q4,생활소비재,0.017341955966959574,0.08325393584683072,0.057306155020289795,1.2695208083588185,0.026402407531008754,0.04067889098868993,0.4025512712822732,0.13444508417465725,001680
12,오리온,2021,Q4,생활소비재,-0.041456974598205895,0.08325393584683072,0.10134816901972954,-0.05816784435636202,-0.03148176342447084,7.716800276091895e-05,0.4025512712822732,0.05552237888351503,001800
12,아모레G,2021,Q4,생활소비재,-0.00833068060234668,0.08325393584683072,-0.028702787116539508,-2.7360767893493705,0.4379350176402588,-0.0016863648177930513,0.4025512712822732,0.058838877200013344,002790
12,남양유업,2021,Q4,생활소비재,0.0018168583606366084,0.08325393584683072,-0.010582437376386533,0.13076263206358352,-0.03417938918343766,-0.006942762646226841,0.4025512712822732,0.0018108270868471901,003920
12,농심,2021,Q4,생활소비재,0.10709349271989102,0.08325393584683072,0.01368804531618606,0.070282238599501,0.03423190529918885,0.004937094539328557,0.4025512712822732,0.08963650623354918,004370
12,빙그레,2021,Q4,생활소비재,0.06609510289579595,0.08325393584683072,-1.2482416508711893,-3.0549281273143816,0.05705798250633043,0.0015386895494984287,0.4025512712822732,0.01513203476435735,005180
12,롯데칠성,2021,Q4,생활소비재,0.2759766312462517,0.08325393584683072,-0.006593710958020416,-1.0137390194262494,-0.055387907707657,0.015682285433983756,0.4025512712822732,0.24279269149990607,005300
12,현대그린푸드,2021,Q4,생활소비재,0.011690806518644348,0.08325393584683072,-0.027664523498862947,-2.909564202836392,-0.17125150077835571,-0.015216605494624669,0.4025512712822732,0.04004255462786395,005440
12,삼립식품,2021,Q4,생활소비재,0.39023344982245645,0.08325393584683072,0.06060129422220317,1.203301991914596,-0.058099014056162024,-0.005732527710611057,0.4025512712822732,-0.09474296463364472,005610
12,크라운제과,2021,Q4,생활소비재,0.1232020655509444,0.08325393584683072,-0.002066922410844496,1.832445014698128,0.007139950768639158,-1.5862535378663445e-05,0.4025512712822732,0.09190569715711869,005740
