video_id,published_at,view_count
UvWu4VfDMgw,2018-11-13T23:24:50Z,1175
PjjghjX3Dlc,2018-11-13T05:48:03Z,1216
tEpbQnKRx90,2018-11-12T23:40:15Z,1914
427HZvIa82c,2018-11-12T23:33:36Z,19267
Nr9zj6CLy5o,2018-11-12T05:10:33Z,11013
C52ws1-U7Lg,2018-11-12T04:38:32Z,3887
GwGH9DYLWrY,2018-11-11T23:27:44Z,12777
1R7T6IRA-Cg,2018-11-09T12:51:16Z,3976
sLXNYJPYUII,2018-11-09T09:35:13Z,3476
StdStCGfvtU,2018-11-09T08:25:51Z,1395
6CnG1p6XSE8,2018-11-09T02:40:22Z,109949
IKdWR4YmAvU,2018-11-09T01:52:47Z,1073
pmp4IhPgZjs,2018-11-08T23:21:42Z,1299
MtwIw-f5AIw,2018-11-08T23:12:28Z,4637
e_S0IWvVUzU,2018-11-08T08:37:39Z,1659
cR52ev2Ug2E,2018-11-08T08:30:27Z,4416
axTbg1jsYK0,2018-11-08T08:29:42Z,1205
f96InBnJYb8,2018-11-07T08:51:25Z,1771
0kuGq3-H_3M,2018-11-07T08:31:00Z,4184
J9K6O1HukiQ,2018-11-07T05:38:55Z,10554
LLl1r2BI8k4,2018-11-07T01:43:21Z,1596
Te5OL1ImUK0,2018-11-06T08:03:51Z,1398
G-2g3tmoqPc,2018-11-06T05:17:29Z,5320
byX4u3yr1Ds,2018-11-05T23:43:27Z,6542
Ht9Bb3QBa6s,2018-11-05T08:09:03Z,11980
QUAxIj7f0as,2018-11-05T07:41:45Z,1957
16luD129j1o,2018-11-02T08:35:15Z,3127
qny7wXkxZ_U,2018-11-02T06:30:02Z,1699
KhPE9S1gAc4,2018-11-02T06:26:07Z,12270
Jsxiom48jDA,2018-11-02T02:14:39Z,1052
o2cWaK3iX44,2018-11-01T23:53:07Z,1734
u4ZJJM7B7YM,2018-11-01T23:45:47Z,21385
seA6Ws5oIj4,2018-11-01T01:49:44Z,1432
VCtpe2WVkFs,2018-10-31T08:45:06Z,1512
L-WzYoNWeJ4,2018-10-31T08:17:49Z,1406
R9fAdZnOLpk,2018-10-31T06:07:32Z,5846
EBmTCJPUBHg,2018-10-31T05:57:46Z,4291
_XKCu_-d-W8,2018-10-31T05:42:57Z,4491
TBnPC0MlAEM,2018-10-31T05:34:42Z,4809
dWqyoQAQ5wU,2018-10-31T00:33:14Z,7191
G6_0xoOqc4o,2018-10-30T23:32:50Z,16907
iazBKObCu3I,2018-10-30T23:26:07Z,7147
8avZ-_VuZgI,2018-10-30T08:42:53Z,2441
j7N8FmzpVtQ,2018-10-30T04:36:50Z,22454
5rWLTbys21c,2018-10-29T07:35:42Z,2296
vC9SWPSnVeM,2018-10-29T01:45:27Z,30739
o5VlW8odgLg,2018-10-26T04:35:15Z,20436
cMiY5YPwQlk,2018-10-26T02:15:50Z,38590
oX2nwChOtmA,2018-10-25T05:06:53Z,8012
piLIBwMqZlM,2018-10-23T04:40:55Z,59352
rIjJ4rmCoEQ,2018-10-23T01:48:28Z,1030
