종목코드,종목명,작성기준일,작성시간,보고자,특별관계자수,주식수,주식비율,증감주식수,증감주식비율,변동방법,변동사유,변경사유
00102858,고려아연,2023.02.27,17:49,최창걸,61,9565741,48.16,143068,0.72,장내매수,단순추가 취득,담보계약 등 주요계약 체결
01344336,신테카바이오,2023.02.27,17:41,정종선,12,2891947,21.39,-20000,-0.15,"주식매수선택권 행사, 임원 사임","1) 특별관계자의 주식매수선택권 행사
2) 임원 사임에 따른 특별관계자 감소",
00193328,수산인더스트리,2023.02.27,17:31,정석현,7,9822414,68.76,33995,0.24,장내매수,단순 추가취득,특별관계인의 주식 담보(공탁) 계약
00480950,이아이디,2023.02.27,17:17,이화전기,3,78896720,48.81,4438313,1.44,"전환가액 조정, 전환사채의 권리행사에 따른 보유형태 변경","전환가액 조정, 전환사채의 권리행사에 따른 보유형태 변경",
00915508,알엔투테크놀로지,2023.02.27,17:11,에이엔피,2,0,0,-871530,-11.40,주식 및 경영권 양수도 계약 해제,주식 및 경영권 양수도 계약 해제,주식 및 경영권 양수도 계약 해제
00122737,팬오션,2023.02.27,17:04,하림지주,10,292766068,54.76,0,0.00,,,"보고자의 주식담보설정계약 변경
  산업은행 신규차입에 대한 담보 신규설정(8,000,000주)
  하이투자증권 기존 차입금 상환 따른 담보 해지(7,473,842주)
  한국투자증권 기존 차입금 상환 따른 담보 해지(4,395,605주)"
00578130,아퓨어스,2023.02.27,17:00,메디제네틱스,2,7902795,21.74,0,0,,,보고자 및 특별관계자의 보유주식 주식담보제공계약의 기간 연장
00445841,MDS테크,2023.02.27,16:54,플레이그램,2,19211036,23.04,-87688,-0.10,특별관계자의 보유 주식 매도 ,특별관계자의 보유 주식 매도 ,주식 담보 대출 계약 신규 체결 및 기존 계약 연장
00532855,한국유니온제약,2023.02.27,16:48,신성희,2,647555,8.19,0,0,,,주식담보대출 만기 연장
00108065,에코바이브,2023.02.27,16:44,에어큐홀딩스,0,17142858,32.27,0,0,,,콜옵션 계약에 따른 변경 보고
00897752,천보,2023.02.27,16:40,이상율,11,5542602,55.42,0,0, 해당사항없음, 해당사항없음, 주식담보 대출연장
00870481,에코캡,2023.02.27,16:38,김창규,2,12789519,47.92,0,0,,, 보유 주식등에 대한 담보계약 연장
00606886,엔지켐생명과학,2023.02.27,16:36,브리짓라이프사이언스,2,10013442,11.88,-135762,-0.16,,,"1. 주식담보대출계약 연장 및 담보주식수 변경
2. 특별관계 해소 "
01567520,대신밸런스제10호기업인수목적,2023.02.27,16:34,대신증권,0,0,0,-1000000,-15.50,SPAC 합병에 따른 소멸,SPAC 합병에 따른 소멸,
00111111,대양금속,2023.02.27,16:12,대양홀딩스컴퍼니,2,15802386,34.71,0,0,,,대출연장계약
00838005,서진시스템,2023.02.27,16:11,전동규,11,17653823,46.98,0,0,,,보고자의 계약변경
00125974,삼부토건,2023.02.27,16:09,디와이디,0,17500000,8.85,6500000,3.29,주식 및 경영권 양수도계약 종료,주식 및 경영권 양수도계약 종료,
01113754,티이엠씨씨엔에스,2023.02.27,16:06,팬아시아반도체소재,4,3340655,33.40,0,0,,,주식담보대출 계약 연장
01297898,마음AI,2023.02.27,12:37,유태준,8,1303297,21.21,850,-0.03,보유형태 변경,주식등의 보유비율 변동,보유형태 변경
00142883,우신시스템,2023.02.27,11:47,허우영,6,6779332,37.02,0,0,,,최대주주 주식담보대출 연장
00392691,포니링크,2023.02.27,11:07,박강규,62,7280287,8.70,980003,1.18,공동보유계약 체결,공동보유계약 체결 추가에 따른 지분 변동,
00124151,부산주공,2023.02.27,16:00,올라이츠투자조합,3,11364087,15.58,-1350000,-1.85,장내매도,단순처분,
01301252,티이엠씨,2023.02.27,13:31,지유투자,1,531030,4.99,-278997,-2.64,장내매도로 인한 1%이상 보유주식 변동,단순처분,
00405320,웹젠,2023.02.27,13:18,펀게임인터내셔널리미티드,1,7148252,20.24,0,0," 특별관계자 간 시간외 대량매매 방식으로 지분 이전
 매수인 : FunGame International Limited
 매도인 : FingerFun(HK) Limited
 계약 체결일 : 2023년 02월 23일(목)
 거래 주식 수 : 353,109주",단순 취득,
00544452,이리츠코크렙,2023.02.28,17:32,이랜드리테일,4,28521128,45.03,-1880724,-2.97,시간외 대량매매계약,시간외 대량매매 계약에 따른 지분 감소,PRS 계약에 따른 신규 담보 제공
00620558,에이비프로바이오,2023.02.28,17:28,IAN YAN PUI CHAN,1,13204697,4.82,-300000,-0.11,장내 매도,특별관계자의 주식 장내 매도,
00303192,디에이피,2023.02.28,17:20,대명화학,1,10908796,47.96,0,0,,,"주식담보계약 등의 주요 계약 일부 변경
(대출상환 후 신규대출)"
00134316,세원정공,2023.02.28,17:13,김문기,8,4756277,47.56,150509,1.50, 시간외매매 및 실명전환, 실명전환에 따른 보유주식 증가,
01353024,TS트릴리온,2023.02.28,17:03,장기영,9,66485333,70.39,0,0,,,"최대주주 주식담보대출 상환(하이투자증권 10억)
최대주주 주식담보대출 신규실행(한국투자증권 10억)"
00131780,SK네트웍스,2023.02.28,16:49,SK,11,109629783,44.17,0,0,,,보유주식 일부 담보계약의 변경
00276834,KX하이텍,2023.02.28,16:33,KX,5,25611812,41.11,-465764,-0.44,전환사채권 변동,전환사채 인수 등,
00219097,BGF,2023.02.28,16:22,홍석조,21,66694464,69.68,0,0,,,보유주식에 대한 담보(공탁) 계약 체결
00233653,한국토지신탁,2023.02.28,16:20,엠케이인베스트먼트,1,89544000,35.46,0,0,,,보고자 및 특별관계자의 보유주식등에 관한 계약 변경
01263022,BGF리테일,2023.02.28,16:18,BGF,18,9288193,53.74,-50000,-0.29,장내매도,단순처분,
00488989,한양디지텍,2023.02.28,15:52,김형육,9,8198335,53.78,2000,0.01,장내매수,단순 추가취득,
00226316,호전실업,2023.02.28,15:51,박진호,2,4084615,41.89,0,0,,,주식담보계약 변경
00156600,한주라이트메탈,2023.02.28,15:45,유암코삼호그린중소기업성장사모투자,2,963000,4.95,-282000,-1.46,장내매도,장내매도에 따른 1%이상의 지분 변동 ,
01228515,앱트뉴로사이언스,2023.02.28,15:44,엔투텍,1,9995864,23.13,1472151,1.98,"제3자배정 유상증자 신주취득, 전환가액 조정","제3자배정 유상증자 신주취득, 전환가액 조정",
00105952,LS,2023.02.28,15:35,구자열,46,10381086,32.24,0,0,장내매수 및 매도,특별관계자 소유주식수 변동,담보설정 및 해지
00149354,종근당홀딩스,2023.02.28,14:55,이장한,6,2375683,47.42 ,5724,0.11, 장내매수, 단순취득, 해당사항 없음
00166227,화승인더스트리,2023.02.28,14:41,현석호,4,18579950,33.59,0,0,,,최대주주 현석호 주식담보계약 연장
01109955,링크제니시스,2023.02.28,13:56,아이디스파워텔,1,2514220,21.92,2514220,21.92,"양수도 계약 체결 및 이행 완료, 장내매수",,"양수도 계약 체결 및 이행 완료, 특수관계인 신규 보고"
00171265,파라다이스,2023.02.28,13:56,파라다이스글로벌,8,42109699,45.94,0,-0.36,,,주식 담보 계약 연장
01109955,링크제니시스,2023.02.28,13:55,정성우,8,3056286,26.65,0,0,,,주식양수도 계약 체결
00532059,그린생명과학,2023.02.28,11:18,관악상사,1,3800000,25.33,177861,1.18,장내에서 발행회사의 주식 매수,단순 추가취득,
00105271,케이씨씨,2023.02.28,11:07,정몽진,14,3281350,36.93,0,0, ,," 특별관계자(정몽익)의 기존 주식담보대출 연장
 특별관계자(서전문화재단)의 주식담보대출계약 신규 체결"
00560122,한울소재과학,2023.02.28,10:50,박노택,5,2036770,19.89,12238,-0.4,장내매수,최대주주의 장내매수,
00449379,도이치모터스,2023.02.28,07:31,권오수,3,10809348,33.59 ,11467,0.03,전환사채의 매도청구권 행사 및 장외매수/매도,단순 추가취득,"전환권의 행사, 주식담보대출의 계약변경 및 추가체결"
01011526,엔켐,2023.02.28,07:30,오정강,3,5664357,30.47,0,0,주식양도,주식양도 ,"주식양도 담보
주식담보 대출"
01587056,엔젯,2023.02.28,17:24,"AppliedVenturesInnovationFundI,L.P.",1,523521,4.98,-104464,-0.99,장내매도,단순처분,
01065013,우정바이오,2023.02.28,16:58,수성자산운용,0,1916230,12.88,88046,0.52,2회차 전환우선주 행사가액 조정으로 보유비율 변동,2회차 전환우선주 행사가액 조정으로 보유비율 변동,
00276834,KX하이텍,2023.02.28,16:29,키움 소부장 제3호 신기술사업투자조합,0,7907979,12.55,7907979,12.55,전환사채 인수로 인한 신규보고,전환사채 인수로 인한 신규보고,
00580056,스맥,2023.02.28,16:28,수성자산운용,0,2296400,6.11,-1059294,-3.07," 1. 사모7CB 행사가액 조정
2. 사모7CB 고객계정 보유수량 감소
3. 사모7CB 주식전환행사 후 장내매도"," 1. 사모7CB 행사가액 조정
2. 사모7CB 고객계정 보유수량 감소
3. 사모7CB 주식전환행사 후 장내매도",
00351375,뉴보텍,2023.02.28,07:30,에이원자산운용,0,0,0,-1880878,-5.33,조기상환청구로 인한 변동,단순처분,
00269852,폴라리스오피스,2023.03.02,17:31,조성우,7,14007322,28.17,700629,1.41,장내매수,특별관계자의 주식 추가취득으로 인한 보유비율 변동 , 
00318316,대아티아이,2023.03.02,17:30,최진우,4,12078207,17.14,0,0.16,,,주식담보대출 연장 및 일부 상환
00126937,삼양홀딩스,2023.03.02,17:26,김윤,30,3572591,41.71,-461,-0.01,장내 매매,단순 취득 및 처분,신규 주식담보대출 계약
01175499,위니아에이드,2023.03.02,17:24,위니아,3,9647486,62.67,-112721,-0.74,교환청구 행사,교환사채 교환청구권 행사,주식 등에 관한 주요계약(담보계약) 체결
00428321,해태제과식품,2023.03.02,17:12,크라운해태홀딩스,12,18057208,62.02,-9000,-0.03,임원 퇴임,특별관계자 수의 변동,임원퇴임에 따른 보유주식수 변경
00106395,금호전기,2023.03.02,17:09,신주홀딩스,8,20020194,52.75,0,0,"전환사채 매수 및 매도, 전환사채 전환 청구와 권리행사로 인한 비율 증감","전환사채 매수 및 매도, 전환사채 전환 청구와 권리행사로 인한 비율 증감",담보 해지로 인한 주요계약체결 주식 및 비율 증감
01275665,리메드,2023.03.02,17:05,이근용,7,2240000,36.56,0,0,,,특별관계자의 주식담보대출 계약내용의 변경
00592653,유비벨록스,2023.03.02,16:52,이흥복,5,2179584,29.23,31873,-0.95,합병으로 인한 주식수 변동,합병,주식담보계약 변경
01573284,코닉오토메이션,2023.03.02,16:41,APS,3,31072542,74.9,-553560,-3.7,보고자와의 특별관계 해소,임원 퇴임,
00104537,국영지앤엠,2023.03.02,16:30,최재원,7,5013989,14.79,48700,0.15,장내매수,장내매수,
00114792,동국홀딩스,2023.03.02,16:18,장세주,12,25041854,26.24,0,0,증여/수증,특별관계자간 증여/수증에 의한 주식보유수량 변동, 
00147860,에스엠벡셀,2023.03.02,16:17,에스엠하이플러스,1,95487208,85.83,-50000,-0.04, 장내매도, 특별관계자 (주)삼라마이다스의 장내매도, 
00480048,모다이노칩,2023.03.02,16:03,대명화학,2,63199716,79.27,0,0,,,주식담보계약중  일부 만기연장
00115931,디오,2023.03.02,15:57,디오홀딩스,6,4708680,29.65,-185520,-1.17,특별관계 해소 ,"공동보유관계(김설린, 오재덕, (주)길민) 해소로 인한 특별관계 해소 ",주식등에 관한 주요계약(담보)의 변경
01692321,미래에셋비전스팩2호,2023.03.02,15:51,지니자산운용,0,300000,5.73,300000,5.73,,,
01033591,큐알티,2023.03.02,15:50,김영부,2,9211130,75.19,-80331,-0.58,특수관계 해지 및 장내 매도에 따른 지분율 감소,"인사변동에 따른 특수관계 해지 및
주관사(미래에셋증권) 의무인수분 장내매도에 따른 지분율 감소",
00447502,바이오톡스텍,2023.03.02,15:45,강종구,8,2467616,16.66,0,0,,,최대주주 주식담보제공 대출(차입)금액 일부상환
01701753,유안타제13호스팩,2023.03.02,15:12,우신벤처투자,1,1200000,12.33,1200000,12.33,,,
00130684,서울도시가스,2023.03.02,15:07,김영민,12,2689502,53.77,-120000,-2.40,시간외매매(매도),단순처분,
01199727,샘씨엔에스,2023.03.02,14:45,와이씨,9,35681470,71.14,50370,0.10,장내매수,"장내매수에 따른 특별관계자 1인 추가,
특별관계자 장내매수",
01182444,셀리버리,2023.03.02,14:35,조대웅,4,7707054,21.08,0,-0.05, 전환사채권 보통주 전환, 1CB 콜옵션 추가 행사에 따른 전환사채권의 보통주 전환,
00115612,동부건설,2023.03.02,14:14,키스톤에코프라임,1,12917647,56.39,0,0,변동 없음 ,변동 없음 ,예탁증권 담보융자 변경계약
00177199,디씨엠,2023.03.02,11:56,정연택,22,5198598,45.60,0,1.17,"증여(), 수증(+)","특별관계자에 증여, 특별관계자수 변동",
01089378,디와이디,2023.03.02,17:51,휴스토리,0,3348554,6.48,3348554,6.48,전환사채권 취득,전환사채권 취득,
00230036,드래곤플라이,2023.03.02,17:31,시스웍,1,3189794,5.53,-154687,-2.56,  장내 매도,  드래곤플라이 유상증자에 따른 보유비율 변동 및 장내매도, 
00133663,세동,2023.03.02,16:49,케이비증권,0,749994,4.30,749994,4.30,장내 매매,단순 투자목적,
01065013,우정바이오,2023.03.02,13:15,에스티 24호 신기술투자조합,0,0,0.00,-698226,-5.19,6CB 조기상환청구권(풋옵션) 행사에 따른 지분변동,6CB 조기상환청구권(풋옵션) 행사에 따른 지분변동,
00256955,테이팩스,2023.03.02,10:43,한국투자밸류자산운용,0,245817,5.21,-73818,-1.57,장내매도 및 장내매수,단순투자목적의 주식매매,변동
01576102,미래에셋글로벌리츠,2023.03.02,09:37,미래에셋자산운용,1 ,3110571,10.70 ,425692,1.46,장내(외) 매수/매도,"보고자는 자산운용회사로 내부투자의사 결정에 의해 해당주식의 매수, 매도가 이루어지며 이에 따라 해당보유주식수의 변동이 발생함.",
00642541,디엔에이링크,2023.03.03,17:57,천무진,67,3979155,23.28,198313,1.16,(의결권공동행사) 특별관계자 추가,공동보유자 장내 매수 및 의결권공동행사 확인(합의) 약정 추가 ,
01526806,삼기이브이,2023.03.03,17:53,파라투스혁신성장엠앤에이사모투자,1,411539,2.88,-450000,-3.15,시간외대량 매도,단순 추가취득/처분,
00181712,SK,2023.03.03,17:52,최태원,39,19534377,26.34,-29312,-0.04,"보유주식수 변동, 특별관계자 추가","장내매매, 자사주 상여금 지급",보유주식 등에 대한 계약의 변경
01526806,삼기이브이,2023.03.03,17:27,파라투스혁신성장엠앤에이사모투자,1,411539,2.88,-450000,-3.15,장내 매도,단순 추가취득/처분,
01357446,퓨런티어,2023.03.03,17:27,하이비젼시스템,4,4731200,56.96,-250000,-3.01,특별관계자의 보유주식수 감소(블록딜)에 따른 변동,특별관계자의 보유주식수 감소(블록딜)에 따른 변동,
01359815,한울반도체,2023.03.03,17:22,윤한종,3,4349742,23.52,4349742,23.52,신규보고,특별관계 해소에 따른 대표보고자 변경(신규보고),
00238782,다우데이타,2023.03.03,17:22,김익래,7,25641287,66.95,-20461,-0.05,. 장내 매도,. 단순 처분,. 주식 담보 계약 갱신
00544452,이리츠코크렙,2023.03.03,17:20,이랜드리테일,4,28521128,45.03,0,0,,,주식담보대출 계약의 만기 연장 및 추가 담보 제공
01359815,한울반도체,2023.03.03,17:18,허민석,0,870914,4.71,-4349742,-23.51,임원퇴임,"임원퇴임에 따른 특별관계 해소
(기존 대표보고자가 연명보고 했던 특별관계자가 신규보고 예정)",
00138303,아이티센엔텍,2023.03.03,17:12,콤텍시스템,2,24160371,37.77,24160371,37.77,최대주주 변경,최대주주 변경에 따른 신규보고,
00160588,한화,2023.03.03,17:09,김승연,10,32691768,43.61,0,0,상속,상속에 따른 특별관계자 제외 및 주식수 변동 ,보유주식에 대한 계약의 체결 
00145738,이화전기,2023.03.03,17:08,이트론,2,50947517,33.79,-2513285,-1.08,"전환가액 조정, 전환사채권 조기상환","전환가액 조정, 전환사채권 조기상환",
00664181,인텔리안테크,2023.03.03,17:08,성상엽,6,2782737,30.30,0,0,,,보고자 및 특수관계자 담보계약 추가 및 연장
01181807,까스텔바작,2023.03.03,16:51,패션그룹형지,3,4102922,61.93,520000,7.85,장외거래,특관자 추가에 따른 소유주식 변동 보고, 추가 주식 근질권 설정 
00403632,현대퓨처넷,2023.03.03,16:48,현대홈쇼핑,3,75505790,68.52,136470,0.13,장내매수,보고자의 발행회사 주식 장내매수에 따른 보유주식수 증가 ,
01686755,파인엠텍,2023.03.03,16:47,홍성천,16,13265346,37.81,0,0.00,,,주식담보대출 계약사항 일부 변경 (기간연장)
00755739,파인테크닉스,2023.03.03,16:42,홍성천,9,5070751,31.84,0,0.00,,,"보고자 주식담보대출 계약사항 일부 변경 (일부상환 및 담보주식수 변경,기간연장)"
00415628,세진중공업,2023.03.03,16:39,윤지원,4,33828127,59.50,0,0.00,,,특별관계자의 주식담보계약 변경
00164636,HDC,2023.03.03,16:36,정몽규,10,24989789,41.83,0,0, 특별관계자 추가/해소, 출자에 따른 특별관계자 추가/제외, 
00390408,인크레더블버즈,2023.03.03,16:33,베노티앤알,2,5126880,25.17,5126880,25.17,,,
00799177,삼기,2023.03.03,16:29,김치환,8,12416187,32.38,-4355,-0.01,,,"담보제공(연장)
임원퇴임에 따른 특수관계 변경"
00271501,코아시아,2023.03.03,16:28,이희준,7,6153032,23.38,0,0,,,주식담보계약 연장
00862880,새빗켐,2023.03.03,16:24,박용진,10,2901375,58.01,0,0,,,특별관계자의 주식 담보 대출 계약 체결
00554024,셀트리온헬스케어,2023.03.03,16:23,셀트리온홀딩스,23,60502873,38.16,0,0.00,,,주식담보대출 만기연장
00143226,엠투엔,2023.03.03,16:15,디케이마린,4,15020291,37.23,-196675,-0.49,증여(장외거래),주식 증여에 따른 지분변동,주식담보계약 만기연장
00117708,리드코프,2023.03.03,16:10,디케이마린,3,10667623,40.34,0,0,,,"주식담보계약  만기연장, 주식담보계약  신규차입"
00977650,엔케이맥스,2023.03.03,16:02,박상우,9,6512398,16.35,0,0,,,보유 주식등에 관한 계약 변경
00288495,홈센타홀딩스,2023.03.03,16:01,박병준,10,69978807,54.81,0,0,장외매매,장외매매에 따른 특별관계자간의 주식 거래,주식담보대출 연장에 따른 변경
00155948,코웰패션,2023.03.03,16:00,대명화학,3,63061319,71.26,0,0,,,주식담보계약 등의 주요 계약 일부 변경(만기연장)
01153105,비비씨,2023.03.03,16:00,강기태,10,2188180,39.39,0,0,,,"강태진,강진아 주식담보대출 계약연장"
01097906,KH 건설,2023.03.03,15:58,장원테크,2,10434477,8.44,-1566601,-1.27,주식 매도,주식 매도,
00193009,KH 필룩스,2023.03.03,15:50,KH 미래물산,2,62592447,27.82,-4686000,-4.29,주식 매도,주식 매도,
01061497,FSN,2023.03.03,15:41,제이투비,20,12295051,36.98,0,0.00, , ," 특별관계자 신창균의 주식담보대출 만기연장
 특별관계자 이상석의 주식담보대출 일부 상환, 만기연장
 특별관계자 최복규의 주식담보대출 상환"
00255105,케이바이오,2023.03.03,15:38,미래아이앤지,1,32786476,29.75,68867,0.07,장내매수,장내매수,
01259232,노바텍,2023.03.03,15:36,오춘택,14,5873955,55.54,-10500,-0.10, 담보계약 / 장내매매, 장내매매, 담보계약 연장
00296324,큐로홀딩스,2023.03.03,15:36,케이파트너스,15,64460863,51.81,0,0,,,주식근질권설정변경계약 체결
00108746,KIB플러그에너지,2023.03.03,15:35,크레오에스지,8,102912957,44.51,0,0,,,주식근질권설정변경계약
00833064,엠플러스,2023.03.03,15:32,김종성,10,2832214,23.06,0,0,,,최대주주의 보유주식에 대한 주식담보 대출 일부 대환
00195229,휠라홀딩스,2023.03.03,15:31,피에몬테,4,16291058,26.82,0,0,,,주식담보대출 일부 만기도래에 앞서 상환
00161976,한세예스24홀딩스,2023.03.03,15:05,김동녕,19,31887833,79.72,0,0,,,주식담보대출 연장에 따른 변경
00480367,SK오션플랜트,2023.03.03,14:52,송무석,4,12270459,23.05,0,0,,,담보계약 변경
00936787,애경케미칼,2023.03.03,13:27,AK홀딩스,10,32358079,66.51,0,0.00, , , 특별관계자 담보계약 체결(신규)
01062177,제놀루션,2023.03.03,12:54,호일바이오메드,8,2458664,25.00,10500,0.11,특별관계자 장내매수,특별관계자(진엑스) 장내 매수에 따른 보유주식 증가,
01251577,휴네시온,2023.03.03,12:29,정동섭,8,4499990,46.84,0,0,,,보유주식등에 관한 계약 기간 변경
00108241,농심,2023.03.03,11:00,신동원,7,2738622,45.02,-2200,-0.04, 장내매도, 특별관계자의 보통주 주식 매매, 
01692321,미래에셋비전스팩2호,2023.03.03,09:39,SV인베스트먼트,2,500000,9.64,500000,9.64,코스닥 신규 상장,코스닥 신규 상장,
00547583,하나금융지주,2023.03.03,17:21,"TheCapitalGroupCompanies,Inc.",31,15041797,5.08,15041797,5.08,,,
00390408,인크레더블버즈,2023.03.03,16:41,더루트컴퍼니,1,4033660,19.80,4033660,19.80,,,
01042711,글로벌텍스프리,2023.03.03,16:16,한성크린텍,2,5740252,10.46,-371797,-0.68,장내매도 ,보유주식 장내매각에 따른 지분변동,
00261009,감성코퍼레이션,2023.03.03,15:54,트러스톤자산운용,0,3520973,3.81,-1247316,-1.3,"전환사채의 전환가액 조정, 장내(외) 매수/ 매도","전환사채의 전환가액 조정, 장내(외) 매매로인한 1% 변동보고",
01447217,에이치엠씨아이비제4호기업인수목적,2023.03.03,15:49,엣데이터,0,420000,9.74,420000,9.74, 장내매매, 단순 투자목적의 주식 매매, 
01112700,에스엘에스바이오,2023.03.03,15:38,타임폴리오자산운용,0,339183,4.94,-230455,-3.36,"장내매도, 시간외대량매매","장내매도, 시간외대량매매",
00374738,위세아이텍,2023.03.03,14:36,대신신기술투자조합제5호,0,423280,6.08,-312916,-3.99,"전환사채의 전환가액 조정, 전환권 행사 및 장내매도에 따른 보유주식등의 수 변동","전환사채의 전환가액 조정, 전환권 행사 및 장내매도에 따른 보유주식등의 수 변동",
00140955,한솔케미칼,2023.03.03,14:26,KB자산운용,0,457819,4.04,-112561,-0.99,장내(외) 매수 / 매도,단순 추가취득 / 처분,
01364297,코퍼스코리아,2023.03.03,11:32,에이스투자금융,1,2826725,6.96,2826725,6.96,전환사채권 양수,전환사채권 양수,
01350869,우리금융지주,2023.03.03,10:46,국민연금공단,1,49834170,6.84,-7369911,-1.02,장내매수/매도,단순추가취득/처분,
00260930,에스엠,2023.03.03,10:41,국민연금공단,1,1028309,4.32,-1104513,-4.64,장내매수/매도,단순추가취득/처분,
00105873,LG디스플레이,2023.03.03,10:33,국민연금공단,1,17952226,5.02,105749,0.03,장내매수/매도,단순추가취득/처분,
00190321,케이티,2023.03.03,10:28,국민연금공단,1,22262450,8.53,-5482260,-2.10,장내매수/매도,단순추가취득/처분,
00122737,팬오션,2023.03.03,10:24,국민연금공단,1,43600607,8.16,5357277,1.01,장내매수/매도,단순추가취득/처분,
00165413,롯데케미칼,2023.03.03,10:22,국민연금공단,1,3171977,7.42,137576,-1.31,장내매수/매도,유상증자 및 단순추가취득/처분,
00162461,한화솔루션,2023.03.03,10:18,국민연금공단,1,17171564,8.84,-1936428,-1.09,장내매수/매도,단순추가취득/처분,
