접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330001687,Y,00145109,유한양행,소액주주,"8,951",-,99.8%,"5,656,361",-,50.7%,2015-12-31,2015,Q4
20170331002054,Y,00145109,유한양행,소액주주,"16,010",-,99.9%,"5,542,490",-,49.7%,2016-12-31,2016,Q4
20180402002650,Y,00145109,유한양행,소액주주,"18,726",-,99.9%,"6,319,089",-,54.2%,2017-12-31,2017,Q4
20190401002104,Y,00145109,유한양행,소액주주,"25,782",-,99.9%,"6,068,541",-,49.7%,2018-12-31,2018,Q4
20200330002408,Y,00145109,유한양행,소액주주,"20,008",-,99.7%,"5,524,694",-,43.2%,2019-12-31,2019,Q4
20210311000883,Y,00145109,유한양행,소액주주,"69,674","69,685",99.98%,"35,132,249","66,856,810",52.55%,2020-12-31,2020,Q4
20220310001178,Y,00145109,유한양행,소액주주,"87,266","87,327",99.93%,"31,459,743","69,972,959",44.96%,2021-12-31,2021,Q4
20230315001431,Y,00145109,유한양행,소액주주,"81,590","81,654",99.92%,"34,728,777","73,231,476",47.42%,2022-12-31,2022,Q4
20240307000960,Y,00145109,유한양행,소액주주,"85,928","85,991",99.93%,"35,956,079","76,638,657",46.92%,2023-12-31,2023,Q4
20250312001137,Y,00145109,유한양행,소액주주,"141,174","141,237",99.96%,"38,693,228","80,209,064",48.24%,2024-12-31,2024,Q4
