접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330004455,Y,00633835,HJ중공업,소액주주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004688,Y,00633835,HJ중공업,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180615000415,Y,00633835,HJ중공업,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401005097,Y,00633835,HJ중공업,소액주주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003637,Y,00633835,HJ중공업,소액주주,"24,600",-,99.95%,"13,780,332",-,16.55%,2019-12-31,2019,Q4
20210318001041,Y,00633835,HJ중공업,소액주주,"24,388","24,401",99.95%,"13,798,711","83,268,340",16.57%,2020-12-31,2020,Q4
20220317000382,Y,00633835,HJ중공업,소액주주,"22,161","22,166",99.97%,"13,774,391","83,268,340",16.54%,2021-12-31,2021,Q4
20230316000797,Y,00633835,HJ중공업,소액주주,"21,195","21,201",99.97%,"13,844,592","83,268,340",16.63%,2022-12-31,2022,Q4
20240523000216,Y,00633835,HJ중공업,소액주주,"22,331","22,336",99.98%,"13,844,592","83,268,340",16.63%,2023-12-31,2023,Q4
20250320001670,Y,00633835,HJ중공업,소액주주,"26,428","26,433",99.98%,"18,715,771","83,268,340",22.47%,2024-12-31,2024,Q4
