접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330000226,Y,00140177,GS리테일,소액주주,"14,217",-,99.97%,"18,809,536",-,24.43%,2015-12-31,2015,Q4
20170330001704,Y,00140177,GS리테일,소액주주,"18,686",-,99.98%,"19,261,918",-,25.02%,2016-12-31,2016,Q4
20180330002366,Y,00140177,GS리테일,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003762,Y,00140177,GS리테일,소액주주,"13,915",-,99.96%,"18,504,641",-,24.03%,2018-12-31,2018,Q4
20210302003597,Y,00140177,GS리테일,소액주주,"13,309",-,99.95%,"20,681,292",-,26.86%,2019-12-31,2019,Q4
20210701000250,Y,00140177,GS리테일,소액주주,"61,100","61,105",99.99%,"23,716,635","77,000,000",30.8%,2020-12-31,2020,Q4
20220317001215,Y,00140177,GS리테일,소액주주,"119,222","119,228",99.99%,"36,499,795","104,717,922",34.86%,2021-12-31,2021,Q4
20230315001215,Y,00140177,GS리테일,소액주주,"103,583","103,590",99.99%,"36,062,444","104,717,922",34.45%,2022-12-31,2022,Q4
20240401004251,Y,00140177,GS리테일,소액주주,"97,349","97,355",99.99%,"35,729,075","104,717,922",34.13%,2023-12-31,2023,Q4
20250312000991,Y,00140177,GS리테일,소액주주,"82,529","82,535",99.99%,"28,480,003","83,607,415",34.06%,2024-12-31,2024,Q4
