접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160511001331,Y,00148896,OCI홀딩스,소액주주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170330001496,Y,00148896,OCI홀딩스,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180612000223,Y,00148896,OCI홀딩스,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329003340,Y,00148896,OCI홀딩스,소액주주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330001981,Y,00148896,OCI홀딩스,소액주주,-,-,-,-,-,-,2019-12-31,2019,Q4
20210401002874,Y,00148896,OCI홀딩스,소액주주,"71,043","71,083",99.94%,"14,217,664","23,849,371",59.61%,2020-12-31,2020,Q4
20220311000911,Y,00148896,OCI홀딩스,소액주주,"112,810","112,845",99.97%,"14,814,122","23,849,371",62.12%,2021-12-31,2021,Q4
20230306000254,Y,00148896,OCI홀딩스,소액주주,"115,801","115,838",99.97%,"14,525,064","23,849,371",60.9%,2022-12-31,2022,Q4
20240329003297,Y,00148896,OCI홀딩스,소액주주,"61,306","61,342",99.94%,"10,097,198","19,812,715",50.96%,2023-12-31,2023,Q4
20250318000381,Y,00148896,OCI홀딩스,소액주주,"61,783","61,822",99.94%,"9,464,350","19,127,353",49.48%,2024-12-31,2024,Q4
