접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330004270,Y,00171636,한솔홀딩스,소액주주,"20,529",-,99.94%,"25,261,245",-,65.44%,2015-12-31,2015,Q4
20170331004306,Y,00171636,한솔홀딩스,소액주주,"20,149",-,99.94%,"28,253,020",-,60.94%,2016-12-31,2016,Q4
20180402003538,Y,00171636,한솔홀딩스,소액주주,"18,682",-,99.94%,"29,439,252",-,63.50%,2017-12-31,2017,Q4
20190814001609,Y,00171636,한솔홀딩스,소액주주,"17,029",-,99.91%,"26,448,552",-,57.05% %,2018-12-31,2018,Q4
20200330002719,Y,00171636,한솔홀딩스,소액주주,"16,199",-,99.91%,"25,258,478",-,53.53%,2019-12-31,2019,Q4
20210323000624,Y,00171636,한솔홀딩스,소액주주,"18,567","18,577",99.95%,"26,142,000","42,009,000",62.23%,2020-12-31,2020,Q4
20220317001261,Y,00171636,한솔홀딩스,소액주주,"17,544","17,549",99.97%,"28,186,069","42,008,577",67.10%,2021-12-31,2021,Q4
20230321001029,Y,00171636,한솔홀딩스,소액주주,"17,224","17,230",99.97%,"27,230,242","42,008,577",64.82%,2022-12-31,2022,Q4
20240319000658,Y,00171636,한솔홀딩스,소액주주,"16,337","16,344",99.96%,"26,424,334","42,008,577",62.90%,2023-12-31,2023,Q4
20250318001012,Y,00171636,한솔홀딩스,소액주주,"15,228","15,236",99.94%,"25,022,373","41,026,620",60.98%,2024-12-31,2024,Q4
