접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003667,Y,00361008,한화엔진,소액주주,"20,342",-,99.97%,"26,396,459",-,37.98%,2015-12-31,2015,Q4
20170331002924,Y,00361008,한화엔진,소액주주,"22,274",-,99.99%,"39,068,104",-,56.21%,2016-12-31,2016,Q4
20180329001197,Y,00361008,한화엔진,소액주주,"18,619",-,99.98%,"36,597,000",-,52.66%,2017-12-31,2017,Q4
20190829000744,Y,00361008,한화엔진,소액주주,"14,545",-,99.95%,"17,245,023",-,52.34%,2018-12-31,2018,Q4
20200330004113,Y,00361008,한화엔진,소액주주,"15,697",-,99.97%,"18,034,003",-,54.74%,2019-12-31,2019,Q4
20210317000571,Y,00361008,한화엔진,소액주주,"35,304","35,309",99.99%,"21,848,473","32,947,142",66.31%,2020-12-31,2020,Q4
20220316000731,Y,00361008,한화엔진,소액주주,"45,751","45,757",99.99%,"29,621,128","46,721,246",63.40%,2021-12-31,2021,Q4
20230315001359,Y,00361008,한화엔진,소액주주,"41,335","41,340",99.99%,"46,711,278","71,522,387",65.31%,2022-12-31,2022,Q4
20240320000730,Y,00361008,한화엔진,소액주주,"38,701","38,708",99.98%,"44,530,170","71,522,387",62.24%,2023-12-31,2023,Q4
20250318000388,Y,00361008,한화엔진,소액주주,"42,040","42,048",99.98%,"40,185,126","83,425,535",48.17%,2024-12-31,2024,Q4
