접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330004075,Y,00138279,S-Oil,소액주주,"43,938",-,99.99%,"40,858,722",-,35.04%,2015-12-31,2015,Q4
20170331004792,Y,00138279,S-Oil,소액주주,"48,383",-,99.996%,"41,397,108",-,35.50%,2016-12-31,2016,Q4
20180402004868,Y,00138279,S-Oil,소액주주,"52,287",-,100.00%,"41,404,519",-,35.51%,2017-12-31,2017,Q4
20190401004049,Y,00138279,S-Oil,소액주주,"49,460",-,99.99%,"40,128,234",-,34.41%,2018-12-31,2018,Q4
20200330003105,Y,00138279,S-Oil,소액주주,-,-,-,-,-,-,2019-12-31,2019,Q4
20210322000581,Y,00138279,S-Oil,소액주주,-,-,-,-,-,-,2020-12-31,2020,Q4
20220314000379,Y,00138279,S-Oil,소액주주,-,-,-,-,-,-,2021-12-31,2021,Q4
20230320000502,Y,00138279,S-Oil,소액주주,-,-,-,-,-,-,2022-12-31,2022,Q4
20240320001242,Y,00138279,S-Oil,소액주주,"95,335","95,337",99.99%,"33,520,002","112,582,792",29.8%,2023-12-31,2023,Q4
20250319000503,Y,00138279,S-Oil,소액주주,"106,717","106,719",99.99%,"37,507,348","112,582,792",33.32%,2024-12-31,2024,Q4
