접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516003529,Y,00120021,LG,소액주주,"32,272",-,99.96%,"90,059,435",-,51.21%,2015-12-31,2015,Q4
20170331004986,Y,00120021,LG,소액주주,"33,438",-,99.96%,"87,490,215",-,49.75%,2016-12-31,2016,Q4
20180402005213,Y,00120021,LG,소액주주,"29,887",-,99.96%,"91,137,909",-,51.82%,2017-12-31,2017,Q4
20190401004643,Y,00120021,LG,소액주주,"32,710",-,99.96%,"95,797,269",-,54.46%,2018-12-31,2018,Q4
20200330004561,Y,00120021,LG,소액주주,"30,201",-,99.96%,"92,125,888",-,52.38%,2019-12-31,2019,Q4
20210311000968,Y,00120021,LG,소액주주,"51,626","51,638",99.97%,"87,543,510","172,557,131",50.73%,2020-12-31,2020,Q4
20220321001237,Y,00120021,LG,소액주주,"122,684","122,719",99.97%,"79,115,224","157,300,993",50.30%,2021-12-31,2021,Q4
20230321001235,Y,00120021,LG,소액주주,"100,861","100,897",99.96%,"75,172,776","157,300,993",47.79%,2022-12-31,2022,Q4
20240319000703,Y,00120021,LG,소액주주,"80,388","80,425",99.95%,"71,291,592","157,300,993",45.32%,2023-12-31,2023,Q4
20250318001070,Y,00120021,LG,소액주주,"71,514","71,552",99.95%,"66,786,557","157,300,993",42.46%,2024-12-31,2024,Q4
