접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160316000346,Y,00398792,SNT모티브,소액주주,"7,424",-,99.8%,"6,772,241",-,46.3%,2015-12-31,2015,Q4
20170308000011,Y,00398792,SNT모티브,소액주주,"7,916",-,99.9%,"6,519,425",-,44.6%,2016-12-31,2016,Q4
20180314000024,Y,00398792,SNT모티브,소액주주,"7,839",-,99.8%,"6,041,374",-,41.3%,2017-12-31,2017,Q4
20190228005479,Y,00398792,SNT모티브,소액주주,"7,806",-,99.88%,"6,340,404",-,43.36%,2018-12-31,2018,Q4
20200302000174,Y,00398792,SNT모티브,소액주주,"6,904",-,99.91%,"7,013,036",-,47.96%,2019-12-31,2019,Q4
20210218000909,Y,00398792,SNT모티브,소액주주,"10,425","10,432",99.93%,"6,178,166","13,753,837",44.92%,2020-12-31,2020,Q4
20220218001046,Y,00398792,SNT모티브,소액주주,"27,124","27,132",99.97%,"6,483,472","13,909,358",46.61%,2021-12-31,2021,Q4
20230220001611,Y,00398792,SNT모티브,소액주주,"24,427","24,436",99.96%,"5,884,598","13,230,060",44.48%,2022-12-31,2022,Q4
20240221001626,Y,00398792,SNT모티브,소액주주,"21,685","21,694",99.96%,"5,840,537","13,100,582",44.58%,2023-12-31,2023,Q4
20250220001279,Y,00398792,SNT모티브,소액주주,"17,833","17,840",99.96%,"4,819,348","11,917,136",40.44%,2024-12-31,2024,Q4
