접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20180907000529,Y,00164645,HMM,소액주주,"68,939",-,99.95%,"124,234,082",-,55.59%,2015-12-31,2015,Q4
20180907000531,Y,00164645,HMM,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180907000532,Y,00164645,HMM,소액주주,"72,717",-,99.96%,"146,571,866",-,46.73%,2017-12-31,2017,Q4
20190401004468,Y,00164645,HMM,소액주주,"101,046",-,99.98%,"212,838,778",-,67.42%,2018-12-31,2018,Q4
20200330004588,Y,00164645,HMM,소액주주,"88,892",-,99.98%,"200,933,878",-,63.47%,2019-12-31,2019,Q4
20210318001102,Y,00164645,HMM,소액주주,"183,136","183,145",99.99%,"220,357,468","326,726,323",67.44%,2020-12-31,2020,Q4
20220321001124,Y,00164645,HMM,소액주주,"568,237","568,241",99.99%,"245,333,675","489,039,496",50.17%,2021-12-31,2021,Q4
20230714000061,Y,00164645,HMM,소액주주,"484,960","484,967",99.99%,"229,575,742","489,039,496",46.94%,2022-12-31,2022,Q4
20240328001188,Y,00164645,HMM,소액주주,"444,680","444,686",99.99%,"227,703,683","689,039,496",33.04%,2023-12-31,2023,Q4
20250318000828,Y,00164645,HMM,소액주주,"368,862","368,907",99.98%,"213,719,453","881,039,496",24.26%,2024-12-31,2024,Q4
