접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330004211,Y,00124726,빙그레,소액주주,"9,706",-,99.8%,"2,837,652",-,28.8%,2015-12-31,2015,Q4
20170331004876,Y,00124726,빙그레,소액주주,"10,115",-,99.9%,"3,082,716",-,31.3%,2016-12-31,2016,Q4
20180402002715,Y,00124726,빙그레,소액주주,"8,636",-,99.9%,"3,295,576",-,33.5%,2017-12-31,2017,Q4
20190401002912,Y,00124726,빙그레,소액주주,"7,415",-,99.82%,"3,422,013",-,34.74%,2018-12-31,2018,Q4
20200330001985,Y,00124726,빙그레,소액주주,"8,579",-,99.87%,"3,623,203",-,36.78%,2019-12-31,2019,Q4
20210317000510,Y,00124726,빙그레,소액주주,"17,485","17,495",99.94%,"3,760,435","9,851,241",38.17%,2020-12-31,2020,Q4
20220812000681,Y,00124726,빙그레,소액주주,"35,165","35,175",99.97%,"3,994,177","9,851,241",40.54%,2021-12-31,2021,Q4
20230315000500,Y,00124726,빙그레,소액주주,"34,898","34,908",99.97%,"3,992,518","9,851,241",40.53%,2022-12-31,2022,Q4
20240313000739,Y,00124726,빙그레,소액주주,"25,057","25,066",99.96%,"4,134,493","9,851,241",41.97%,2023-12-31,2023,Q4
20250312000859,Y,00124726,빙그레,소액주주,"21,385","21,392",99.97%,"4,349,990","8,841,801",49.20%,2024-12-31,2024,Q4
