접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003341,Y,00593032,LF,소액주주,"11,765",-,99.77%,"11,419,911",-,39.05%,2015-12-31,2015,Q4
20170329000949,Y,00593032,LF,소액주주,"12,672",-,99.77%,"12,085,145",-,41.32%,2016-12-31,2016,Q4
20180330003623,Y,00593032,LF,소액주주,"9,232",-,99.72%,"14,132,559",-,48.33%,2017-12-31,2017,Q4
20190401001974,Y,00593032,LF,소액주주,"9,880",-,99.76%,"14,931,888",-,51.07%,2018-12-31,2018,Q4
20200330003111,Y,00593032,LF,소액주주,"12,074",-,99.79%,"14,071,179",-,48.12%,2019-12-31,2019,Q4
20210318001018,Y,00593032,LF,소액주주,"14,067","14,094",99.82%,"12,196,215","28,460,000",42.85%,2020-12-31,2020,Q4
20220318000553,Y,00593032,LF,소액주주,"19,565","19,590",99.88%,"13,312,523","29,240,000",45.53%,2021-12-31,2021,Q4
20230320000688,Y,00593032,LF,소액주주,"15,464","15,491",99.84%,"11,905,477","29,240,000",40.72%,2022-12-31,2022,Q4
20240320001217,Y,00593032,LF,소액주주,"14,325","14,351",99.84%,"10,135,250","29,240,000",34.68%,2023-12-31,2023,Q4
20250318000532,Y,00593032,LF,소액주주,"12,322","12,349",99.78%,"8,780,614","29,240,000",30.05%,2024-12-31,2024,Q4
