접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160415000482,Y,00116824,동아쏘시오홀딩스,소액주주,"6,253",-,99.59%,"2,288,095",-,49.03%,2015-12-31,2015,Q4
20170331004143,Y,00116824,동아쏘시오홀딩스,소액주주,"7,765",-,99.64%,"2,650,593",-,43.81%,2016-12-31,2016,Q4
20180402004393,Y,00116824,동아쏘시오홀딩스,소액주주,"8,730",-,99.70%,"2,294,867",-,37.39%,2017-12-31,2017,Q4
20190401004255,Y,00116824,동아쏘시오홀딩스,소액주주,"7,828",-,99.71%,"2,279,588",-,37.14%,2018-12-31,2018,Q4
20200330003904,Y,00116824,동아쏘시오홀딩스,소액주주,"6,462",-,99.66%,"2,202,631",-,35.88%,2019-12-31,2019,Q4
20210319001153,Y,00116824,동아쏘시오홀딩스,소액주주,"15,618","15,645",99.83%,"2,819,931","6,155,346",45.81%,2020-12-31,2020,Q4
20220318000656,Y,00116824,동아쏘시오홀딩스,소액주주,"11,587","11,607",99.83%,"2,588,015","6,348,802",40.76%,2021-12-31,2021,Q4
20230321001017,Y,00116824,동아쏘시오홀딩스,소액주주,"10,336","10,360",99.77%,"2,539,586","6,348,913",40.00%,2022-12-31,2022,Q4
20240320001846,Y,00116824,동아쏘시오홀딩스,소액주주,"9,651","9,672",99.78%,"2,649,672","6,348,913",41.73%,2023-12-31,2023,Q4
20250321001899,Y,00116824,동아쏘시오홀딩스,소액주주,"8,013","8,036",99.71%,"2,517,598","6,348,913",39.65%,2024-12-31,2024,Q4
