,name,sector,year,quarter,Relative Return,이익잉여금 변화율,비유동부채 변화율,금리 변화율,GDP 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,전체 주주 수 변화율,Label,Code
34,Kyungbang,유통,2016,Q1,0.0,-0.0024326694381291425,0.0009284350744290792,0.1254024221983725,-0.0038272110826311767,0.0,0.02437423579854947,0.0,0.024374235798549693,0.02437423579854947,0.020586711241119927,000050
34,LG_International,유통,2016,Q1,0.0,0.04352084646316767,0.11993662327945831,0.1254024221983725,-0.0038272110826311767,0.024479203810975236,0.024479203810975125,0.024479203810975236,-6.370316399649125,0.024479203810975236,0.047661786316195,001120
34,SK_Networks,유통,2016,Q1,0.0,0.01804475563673391,-0.01984909315088501,0.1254024221983725,-0.0038272110826311767,0.028582971717038053,0.0,-0.0010928223454047536,-724788.0730160828,0.0,0.13411121214856095,001740
34,Shinsegae,유통,2016,Q1,0.0,-0.015745885331666543,-0.16808417157541,0.1254024221983725,-0.0038272110826311767,0.024139335049662702,0.024139335049662702,0.024139335049662702,-3.162469481600543,0.02413933504966259,-0.1370624115658976,004170
34,GS_Retail,유통,2016,Q1,0.0,0.02467984683324076,-0.00876846528346964,0.1254024221983725,-0.0038272110826311767,0.02467984683324065,0.02467984683324087,0.02467984683324087,0.02467984683324076,0.02467984683324065,-0.1574935372703996,007070
34,Hotel_Shilla,유통,2016,Q1,0.0,0.024435323172939283,0.024435323172939283,0.1254024221983725,-0.0038272110826311767,0.024435323172939283,0.024435323172939172,0.024435323172939283,-0.998773247623558,0.024435323172939172,-0.1726575046971834,008770
34,Hanssem,유통,2016,Q1,0.0,-0.013263236301712666,-0.20300271845748896,0.1254024221983725,-0.0038272110826311767,0.024393609862915278,0.024393609862915278,0.024393609862915278,0.4095280826808646,0.02439360986291539,-0.05355707960855328,009240
34,Lotte_Shopping,유통,2016,Q1,0.0,-0.004020232966379211,-0.042416235964289006,0.1254024221983725,-0.0038272110826311767,-0.005692482370384777,0.012698097105273698,-0.004873173322008206,0.7849200011349041,0.011288949374556823,0.06389328584561933,023530
35,Samsung_C&T,유통,2016,Q1,0.0,0.06820650878901902,0.09113964567404698,0.1254024221983725,-0.0038272110826311767,0.007967667683040025,0.027196534353198465,0.007960428093635508,0.2196494603919692,0.026539595127351046,-0.00961969445283025,028260
34,Daewoo_International,유통,2016,Q1,0.0,-0.02881483375599303,0.04159806576427383,0.1254024221983725,-0.0038272110826311767,0.02730003957868854,0.02730003957868854,0.02730003957868865,0.02730003957868865,0.02730003957868865,0.29368762867231263,047050
34,Hyundai_Department_Store,유통,2016,Q1,0.0,-0.02129550375449929,-0.010328842240343139,0.1254024221983725,-0.0038272110826311767,0.024282031468541132,0.024282031468541132,0.02428203146854102,-0.40322360420486425,0.02428203146854102,0.05526387659545064,069960
34,Youngone_Corporation,유통,2016,Q1,0.0,-0.015385468802624258,0.024946944794226544,0.1254024221983725,-0.0038272110826311767,0.024393634040133172,0.024393634040133283,0.024393634040133394,-1008.2342025718469,0.024393634040133394,0.11646304893434228,111770
34,Emart,유통,2016,Q1,0.0,-0.06577428145888886,0.05326128740583613,0.1254024221983725,-0.0038272110826311767,0.02471218231823369,0.02471218231823369,0.024712182318233578,-30.159445606900015,0.024712182318233578,-0.0988418601874515,139480
