,name,sector,year,quarter,Relative Return,이익잉여금 변화율,비유동부채 변화율,금리 변화율,GDP 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,전체 주주 수 변화율,Label,Code
30,Kyungbang,유통,2017,Q1,-0.20297109444964215,-0.0018528525817571584,0.0008898817509203072,-0.13548951048950886,-0.011192800453106333,0.0,-0.05747849139201455,0.0,-0.05747849139201455,-0.05747849139201455,-0.10802736495410303,000050
30,LG_International,유통,2017,Q1,-0.1674045967570508,-0.03910968848309948,0.061546691700547385,-0.13548951048950886,-0.011192800453106333,-0.05743274829070022,-0.05743274829070022,-0.05743274829070022,-7.123158948667761,-0.05743274829070022,0.011580751052465477,001120
30,SK_Networks,유통,2017,Q1,0.032452963124305956,0.016982864099578276,0.007434400584408252,-0.13548951048950886,-0.011192800453106333,-0.057131243607083215,0.0,-0.058767460379879344,-801731.0626350506,0.0,-0.011597283691479152,001740
30,Shinsegae,유통,2017,Q1,-0.04540496889623086,-0.008006385156531293,0.3019500171029247,-0.13548951048950886,-0.011192800453106333,-0.05723519440784175,-0.05723519440784197,-0.05723519440784175,-3.5862157111868047,-0.05723519440784175,0.006521231561706586,004170
30,GS_Retail,유통,2017,Q1,-0.025526660059283456,-0.05740715861964785,-0.0430363799243203,-0.13548951048950886,-0.011192800453106333,-0.057407158619647625,-0.057407158619647625,-0.057407158619647625,-0.057407158619647625,-0.057407158619647625,0.025347632176812962,007070
30,Hotel_Shilla,유통,2017,Q1,-0.2086812385044251,-0.057450087092151936,0.30777179282067646,-0.13548951048950886,-0.011192800453106333,-0.057450087092151936,-0.057450087092151714,-0.057450087092151936,0.33656559105240325,-0.057450087092151714,-0.13332256758808625,008770
30,Hanssem,유통,2017,Q1,0.12875511015515254,-0.023644701203793472,-0.36062748369280606,-0.13548951048950886,-0.011192800453106333,-0.05748117455127155,-0.057481174551271774,-0.057481174551271774,0.34916449078196155,-0.057481174551271774,0.023729781433573044,009240
30,Lotte_Shopping,유통,2017,Q1,0.05788500068545952,-0.004846572519447978,-0.10515446162303843,-0.13548951048950886,-0.011192800453106333,-0.10568964106215728,-0.073591562697364,-0.10445404042715589,0.7944747342235006,-0.07608961625638999,-0.09315614096733399,023530
31,Samsung_C&T,유통,2017,Q1,-0.17354386974283725,0.21442391716072184,-0.006429646787819321,-0.13548951048950886,-0.011192800453106333,-0.13721054811689948,-0.04606086187467606,-0.13724578677297083,0.23247988103215222,-0.049096255726058136,-0.06586160177730205,028260
30,Daewoo_International,유통,2017,Q1,0.08241064137092471,-0.011978006012714149,0.19781456935757913,-0.13548951048950886,-0.011192800453106333,-0.057966925744425746,-0.05796692574442597,-0.05796692574442597,-0.057966925744425746,-0.057966925744425746,-0.20495962146326407,047050
30,Hyundai_Department_Store,유통,2017,Q1,-0.08979281681327651,-0.02631702792972135,-0.015704014306955782,-0.13548951048950886,-0.011192800453106333,-0.0572922455563496,-0.0572922455563496,-0.0572922455563496,-0.3875373573063079,-0.0572922455563496,-0.1509222807205154,069960
30,Youngone_Corporation,유통,2017,Q1,-0.16791310258448877,-0.016540760485444617,0.02126960876973527,-0.13548951048950886,-0.011192800453106333,-0.0574672097967186,-0.0574672097967186,-0.0574672097967186,0.07816733724219005,-0.0574672097967186,-0.004127953844760376,111770
30,Emart,유통,2017,Q1,0.15997805387809627,-0.03701922561189064,-0.054565202890893394,-0.13548951048950886,-0.011192800453106333,-0.0563378303292601,-0.0563378303292601,-0.0563378303292601,-33.29680750107905,-0.056337830329259875,0.0350499693295748,139480
