,code,name,sector,year,quarter,유동자산변화율,비유동자산변화율,자산총계변화율,유동부채변화율,비유동부채변화율,부채총계변화율,이익잉여금변화율,자본총계변화율,매출액변화율,영업이익변화율,법인세차감전 순이익변화율,당기순이익변화율,당기순이익(손실)변화율,자본금변화율,소비자물가지수변화율,환율변화율,GDP변화율,금리변화율,수출액변화율,실업률변화율,전체 주주 수변화율,주주 비율변화율,보유 주식 수변화율,전체 주식 수변화율,보유 주식 비율변화율,접수일자변화율,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,특정 증권 등 소유 비율변화율,특정 증권 등 소유 증감 비율변화율,1인평균급여변화율,기초 소유 주식 수변화율,기초 소유주식 지분율변화율,기말 소유주식 수변화율,기말 소유주식 지분율변화율,발행할 주식 총수변화율,현재까지 발행한 주식 총수변화율,현재까지 감소한 주식의 총수변화율,주식 수 감소변화율,이익 소각변화율,상환주식의 상환변화율,기타변화율,발행주식의 총수변화율,자기주식수변화율,유통주식수변화율,증자주식수변화율,주식액면가액변화율,발행금액변화율,보유 지분율변화율,Relative Return,Label,Code
0,50,Kyungbang,유통,2024,Q3,0.3927304872506714,-0.009521945177570768,0.02178229698779266,0.27269651256453153,-0.14084300395149607,0.0811291404690424,-0.008055697163001474,-0.00823699931700217,0.09365660300949774,7.881328573634173,0.163635658187813,0.1713467741489284,0.1713467741489284,-0.0,0.2377021247854798,0.011538677997511404,-0.0009958598205548341,0.11983510689291532,0.0051857654838392,0.09523809523809512,0.005185956084055365,0.0,0.005185956084055365,0.005185956084055365,0.0,0.0,0.0,0.0,0.0,0.0,0.005185956084055254,0.005185956084055476,0.005185956084055365,0.005185956084055254,0.005185956084055254,0.005185956084055365,0.005185956084055254,0.0,0.0,0.0,0.0,0.0,0.005185956084055254,0.005185956084055365,0.005185956084055254,0.005185956084055254,0.005185956084055254,0.005185956084055476,0.0,-0.08954614631205246,-0.08954614631205246,000050
1,50,Kyungbang,유통,2024,Q2,0.02474484416675793,-0.0059666249228822466,-0.0035073481440521803,0.010680311129084075,0.007398367104436199,0.009162691058533068,-0.009816867442777433,-0.010040417110154465,0.06174044028547543,1.072073544036643,0.14024342195169837,0.13359580281931638,0.13359580281931638,-0.0,0.110334699467731,-0.030762850791552276,0.0022763832415567675,-0.02546205269366908,-0.05808429975732232,3.3306690738754696e-16,-0.058079130241258436,0.0,-0.058079130241258436,-0.058079130241258436,0.0,0.0,0.0,0.0,0.0,0.0,-0.058079130241258436,-0.058079130241258436,-0.058079130241258436,-0.058079130241258436,-0.058079130241258436,-0.058079130241258214,-0.058079130241258436,0.0,0.0,0.0,0.0,0.0,-0.058079130241258436,-0.058079130241258436,-0.058079130241258436,-0.058079130241258436,-0.058079130241258436,-0.058079130241258436,0.0,-0.10196689696707023,-0.08954614631205246,000050
2,50,Kyungbang,유통,2024,Q1,-0.20852473306575026,-0.007931430690674146,-0.02150861572897811,-0.10014727895102804,0.0033431624109874214,-0.049742771731090096,-0.007366186108826556,-0.007535553868122324,0.034425288936141385,0.2647598122643867,1.6304068719715215,1.3804650283123965,1.3804650283123965,-0.0,0.11265192787422551,-0.006272868624748851,-0.013001130867663191,0.12136131985833976,-0.023680694141577696,0.011764705882352788,0.34959843514452194,0.0,-0.39978168354922006,0.3873147276625277,0.0,0.0,0.0,0.0,0.0,0.0,0.30777679283099335,0.2827479630161994,0.11099022685091431,0.19440928452421502,0.10967381139254628,0.12913582178620775,0.12913582178620753,0.0,0.0,0.0,0.0,0.0,0.12913582178620753,0.4445487867014013,0.09063344277839347,0.048996951961758906,0.048996951961758906,0.048996951961758906,0.0,-0.06844304965656839,-0.10196689696707023,000050
3,50,Kyungbang,유통,2023,Q4,-0.26348788758517827,0.035352978803589785,0.01965876800856914,0.011234575456024687,-0.015439718535513958,-0.0015796814457005315,0.02913300337571556,0.0298399328240454,-0.22574985507454515,-0.8546453076051466,3.8655595460098775,5.73043317612189,5.73043317612189,-0.0,-0.10965773361610065,-0.0065457565880464585,-0.004550077278224318,-0.00757180156657955,-0.05902989272759007,-0.0625,-0.6668139165198552,0.0,0.2255232423969048,-0.7694213139666775,0.0,0.0,0.0,0.0,0.0,0.0,-0.5661110006135905,-0.511460858565518,-0.21944483893272126,-0.3457185625421828,-0.21764179634323066,-0.24485356815453008,-0.24485356815452985,0.0,0.0,0.0,0.0,0.0,-0.24485356815452985,-0.951743652137121,-0.19214674326671366,-0.13995258150193535,-0.13995258150193535,-0.13995258150193535,0.0,-0.10705879904123497,-0.06844304965656839,000050
4,50,Kyungbang,유통,2023,Q3,-0.08727987210271482,0.005247776811109217,0.0007820732532201058,-1.1924393166919622,0.38296014435555825,0.015310869194764765,-0.006195354171149248,-0.006335763904617986,0.019108901219487606,-3.2853386861301273,-8.878823119932262,-7.218992879623158,-7.218992879623158,-0.0,0.028955398190522508,0.0021566395604083466,-0.007533279773421997,-0.11207897793263655,-0.001535787938867772,-0.03896103896103886,-0.0015350892365368907,0.0,-0.0015350892365368907,-0.0015350892365371127,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015350892365371127,-0.0015350892365371127,-0.0015350892365371127,-0.0015350892365371127,-0.0015350892365371127,-0.0015350892365371127,-0.0015350892365368907,0.0,0.0,0.0,0.0,0.0,-0.0015350892365368907,-0.0015350892365368907,-0.0015350892365371127,-0.0015350892365371127,-0.0015350892365368907,-0.0015350892365371127,0.0,-0.11759751036169562,-0.10705879904123497,000050
5,50,Kyungbang,유통,2023,Q2,-0.019677366229525317,0.004746244823818135,0.003594379703313999,0.016889450801175654,0.011032105989292051,0.01240526307732226,-0.0007611477217361884,-0.0007798103137797163,-0.008348423511236103,0.8279178342813958,0.9633614927655404,0.9565712867084321,0.9565712867084321,-0.0,0.3075171004307199,-0.031973087460080984,-0.005514657406169521,-0.0022310602386272915,-0.03581912791841346,0.04938271604938271,-0.03581475544947543,0.0,-0.03581475544947521,-0.03581475544947543,0.0,0.0,0.0,0.0,0.0,0.0,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,0.0,0.0,0.0,0.0,0.0,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,-0.03581475544947521,0.0,-0.11688493113784645,-0.11759751036169562,000050
6,50,Kyungbang,유통,2023,Q1,-0.04586112006796106,-0.008526930984477543,-0.01022769369987131,0.0005266710578009093,-0.0039567160700244575,-0.0029020548327598483,-0.013595101325913683,-0.013904427573035782,0.07243933081203058,0.28484066432155053,1.901101217018105,2.006824047566152,2.006824047566152,-0.0,0.11353477832962133,0.06294645789640896,-0.004395562960080701,0.12061758935426237,0.06497623491867566,0.05813953488372092,0.44465468901957594,0.0,-0.17753888624510994,0.4552208438016876,0.0,0.0,0.0,0.0,0.0,0.0,0.374231210858746,0.32497032483196675,0.16327954017261948,0.246715632836352,0.1675255916685775,0.22565683624050425,0.22565683624050403,0.0,0.0,0.0,0.0,0.0,0.22565683624050403,0.5061114458722198,0.19142181461597385,0.15440004608609292,0.15440004608609292,0.15440004608609292,0.0,-0.0654013812207838,-0.11688493113784645,000050
7,50,Kyungbang,유통,2022,Q4,-0.1757373120978476,0.030496512379170615,0.022687066041512494,0.01733770261023071,0.03711337752440713,0.03253333220088139,0.017186328981429022,0.01766930511252862,-0.12059614568057797,-0.9585461338433703,3.1744839041975954,3.068304614311116,3.068304614311116,-0.0,0.11456608043309557,-0.01431559495807777,0.004520310424048435,-0.11445954938682568,0.08414558489005308,-0.023809523809523725,-0.5420283447359613,0.0,0.27275589736255523,-0.5719364459977365,0.0,0.0,0.0,0.0,0.0,0.0,-0.36848980886887306,-0.26862305784534635,-0.023469906334897095,-0.13683258006863785,-0.02869013398798681,-0.10591563369699797,-0.10591563369699775,0.0,0.0,0.0,0.0,0.0,-0.10591563369699775,-0.7339098132378699,-0.05909141024043607,-0.012722631646700844,-0.012722631646700844,-0.012722631646700844,0.0,0.019518304796937613,-0.0654013812207838,000050
8,50,Kyungbang,유통,2022,Q3,0.41479179846762004,0.0034739046051193156,0.029308912054198055,0.43849069377275984,-0.10776939830841803,0.09592743097291567,-0.008379004323812778,-0.008564438366016836,0.07761980448442674,-0.8787836788425833,97.29887068882375,-112.91561869372485,-112.91561869372485,-0.0,-0.09093510066157107,-0.06411636151380273,-0.003895125891120621,-0.0359464250541639,-0.02779144307122383,0.023255813953488302,-0.027787134958475512,0.0,-0.027787134958475512,-0.027787134958475512,0.0,0.0,0.0,0.0,0.0,0.0,-0.027787134958475512,-0.02778713495847529,-0.027787134958475512,-0.027787134958475512,-0.027787134958475512,-0.027787134958475512,-0.027787134958475512,0.0,0.0,0.0,0.0,0.0,-0.027787134958475512,-0.027787134958475512,-0.027787134958475512,-0.027787134958475734,-0.027787134958475512,-0.027787134958475512,0.0,-0.06870915080982809,0.019518304796937613,000050
9,50,Kyungbang,유통,2022,Q2,-0.13124569751590376,0.008333519006654466,0.0005882006002541074,-0.045047165824247504,0.02764048822019749,0.0017494715251831217,-7.355989265178664e-05,-7.319994111187889e-05,0.05819065838904869,0.5707094221004252,1.0162942368109247,0.9868599458197971,0.9868599458197971,-0.0,-0.38636857995042173,-0.045732630383092276,-0.007975770342554478,-0.2746673361787626,-0.056550678111290775,0.033707865168539186,-0.05654429121719562,0.0,-0.0565442912171954,-0.05654429121719562,0.0,0.0,0.0,0.0,0.0,0.0,-0.0565442912171954,-0.05654429121719562,-0.0565442912171954,-0.05654429121719562,-0.0565442912171954,-0.05654429121719562,-0.0565442912171954,0.0,0.0,0.0,0.0,0.0,-0.0565442912171954,-0.05654429121719562,-0.05654429121719562,-0.0565442912171954,-0.05654429121719562,-0.0565442912171954,0.0,0.23943901702084805,-0.06870915080982809,000050
10,50,Kyungbang,유통,2022,Q1,0.0005819419930100933,0.010045162241098082,0.009524742326761482,0.04830104850567951,0.011204484518551161,0.024745170195698885,-0.0016045569085549882,0.000641715741516502,0.1409048079594989,0.3383381353604703,0.44000493952943676,0.3237428870330856,0.3237428870330856,-0.0,-0.09364288108448604,-0.018637728474920623,-0.004832000385876389,-0.14767324592997877,-0.03864674909181387,0.09183673469387776,0.4374815691367152,0.0,-0.08213078160750609,0.4171974168843655,0.0,0.0,0.0,0.0,0.0,0.0,0.1992204754196949,0.20854992980867137,0.019333886024386238,0.10985790879967783,0.01622891737891008,0.16730277463807086,0.16730277463807053,0.0,0.0,0.0,0.0,0.0,0.16730277463807053,0.4398614223725015,0.13498626052201634,0.0906761131954903,0.0906761131954903,0.09067611319549018,0.0,0.009742516297228892,0.23943901702084805,000050
11,50,Kyungbang,유통,2021,Q4,-0.2053622240695061,0.010648589230879746,0.0008011158690492959,0.020572996834342883,0.004303690272457028,0.010304440661770387,-0.008360731976974733,-0.004830080587084451,-0.2798948555327285,-2.2265154741641244,-1.2285186298222444,-0.8452698844508264,-0.8452698844508264,-0.0,-0.4025512712822732,-0.020007078311950588,-0.015938933266124167,-0.16812521036687933,-0.08222487497304898,-0.02083333333333348,-0.998215449446135,0.0,-0.0387219717375209,-0.928668560698868,0.0,0.0,0.0,0.0,0.0,0.0,-0.40367352641581067,-0.42021974788312866,-0.14619339154321453,-0.2627568455205822,-0.14257578719880581,-0.3498700186741417,-0.349870018674141,0.0,0.0,0.0,0.0,0.0,-0.349870018674141,-1.0067052405319488,-0.29943949772120604,-0.23611953393110707,-0.23611953393110685,-0.23611953393110685,0.0,0.06116283320735383,0.009742516297228892,000050
