,name,sector,year,quarter,Relative Return,이익잉여금 변화율,비유동부채 변화율,금리 변화율,GDP 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,전체 주주 수 변화율,Label,Code
14,Kyungbang,유통,2021,Q1,-0.09287435685754566,-0.007986112516090271,0.000498158475641941,-0.17195325542571194,-0.015428372481669506,0.0,0.5617231477597507,0.0,0.2591475432776754,0.5853121195489372,0.007599486521180948,000050
14,LG_International,유통,2021,Q1,0.3261397276494966,-0.038799655451517534,0.07551590209028214,-0.17195325542571194,-0.015428372481669506,-0.07232049147043718,0.6516504414418844,-0.07232049147043718,0.6911843897620992,0.6047483301992231,0.20030177068687977,001120
14,SK_Networks,유통,2021,Q1,-0.24573527235050344,-0.031880205436407794,0.06165499082829773,-0.17195325542571194,-0.015428372481669506,-0.07187391374939844,0.0,-0.07397261445130443,0.4691936294577447,0.0,0.09286496880563343,001740
14,Shinsegae,유통,2021,Q1,-0.130134782154425,-0.04458610215841685,-0.13445029482556148,-0.17195325542571194,-0.015428372481669506,-0.07204675379717607,0.5992123560639901,-0.07204675379717607,-3.8368722432981377,0.41412702851540995,0.09798983141841876,004170
14,GS_Retail,유통,2021,Q1,-0.219546132537156,0.013461792152022367,0.01899418532654107,-0.17195325542571194,-0.015428372481669506,-0.07208066611852892,0.47769518247926945,-0.07208066611852892,-0.07208066611852892,0.3530098460156602,0.04023415692183825,007070
14,Hotel_Shilla,유통,2021,Q1,-0.17000734412505208,0.17768084898046688,0.015273921459984185,-0.17195325542571194,-0.015428372481669506,-0.0722612865646377,0.5061792216094578,-0.0722612865646377,0.30097853016901044,0.34067766715176695,-0.017320340481672913,008770
14,Hanssem,유통,2021,Q1,-0.28055809166514517,0.0024608339858140926,-0.09179932543038172,-0.17195325542571194,-0.015428372481669506,-0.07231372613303844,0.6821148627417697,-0.07231372613303866,0.4039136920429548,0.47446064457209014,0.054621062506171575,009240
14,Lotte_Shopping,유통,2021,Q1,0.032114570416792165,-0.0119093965266297,0.01811860484555372,-0.17195325542571194,-0.015428372481669506,-0.09908022646261427,0.529526311113051,-0.09846626217439591,-18.11995884983875,0.46709019194027757,0.15182005916168995,023530
15,Samsung_C&T,유통,2021,Q1,0.05709210860187752,-0.051903070578417365,-0.008989066409057056,-0.17195325542571194,-0.015428372481669506,-0.2510985823314813,0.24246109383111236,-0.2512298716543855,0.043539282104071875,0.17363472351872555,-0.16665427767711083,028260
14,Daewoo_International,유통,2021,Q1,-0.17941582790605898,0.005179131159387729,-0.03721967626351086,-0.17195325542571194,-0.015428372481669506,-0.07309247837806976,0.5476700074004062,-0.07309247837806976,-2205.2139707676024,0.0796199224075812,0.3145657411152338,047050
14,Hyundai_Department_Store,유통,2021,Q1,0.006523208475455289,-0.006533078644224144,-0.4773765904782199,-0.17195325542571194,-0.015428372481669506,-0.07225398860884003,0.2926804139808088,-0.07225398860884003,0.24098796784641352,0.1755891937225833,0.19942178131316657,069960
14,Youngone_Corporation,유통,2021,Q1,-0.14491290392945078,-0.01914437639183486,-0.0051148136792880106,-0.17195325542571194,-0.015428372481669506,-0.0722923407617877,0.28195774298488674,-0.0722923407617877,0.23952143374218116,0.3101072700808911,0.1962584078107093,111770
14,Emart,유통,2021,Q1,-0.17505074854097963,-0.036830038075980065,0.10117222193659903,-0.17195325542571194,-0.015428372481669506,-0.07145344986518376,0.32727509338196825,-0.07145344986518376,0.5378134908575727,0.0746923149057902,0.05942875481386388,139480
