,name,sector,year,quarter,Relative Return,영업이익변화율,비유동자산변화율,비유동부채변화율,자본총계변화율,매출액변화율,Label,Code
34,CJ_Logistics,Trading_&_Logistics,2016,Q1,0.0,0.7204385967203719,-0.06028900593284092,0.0012328286112091025,-0.00597502232349556,0.7341767301014472,-0.022122283467874784,000120
34,Hankook_Tire_Worldwide,Automotive_&_Parts,2016,Q1,0.0,0.8738632128421623,0.21488216252298953,0.3319490295134767,0.1563955806060202,0.8552898749816865,0.2915522284824993,000240
35,Kia_Corp,Automotive_&_Parts,2016,Q1,0.0,0.7214185308191929,-0.05193171624819359,0.12995290177770136,-0.07077972715691794,0.7612700526386351,-0.0931773119697118,000270
34,Hyundai_E&C,Construction_&_Real_Estate,2016,Q1,0.0,0.7897866190334117,0.04676639581120923,0.031917511890761974,-0.019642610925199255,0.7719534202778431,0.4594083042513074,000720
34,SK_Networks,Consumer_Services,2016,Q1,0.0,0.8761391398106778,-0.00801113510743412,-0.01984909315088501,0.007636741224183341,0.7687629785277661,0.13411121214856095,001740
34,Nexen_Tire,Automotive_&_Parts,2016,Q1,0.0,0.7286412677469574,0.00039196916056649656,0.021316511564887453,-0.02937605228948681,0.754439600663021,0.16034181328193625,002350
34,Korean_Air,Automotive_&_Parts,2016,Q1,0.0,0.6417923487430502,0.002639121736849215,-0.008249468833784412,0.05053371003631013,0.7514098259914824,0.08777613647421328,003490
34,SsangYong_Motor,Automotive_&_Parts,2016,Q1,0.0,1.259507625006309,-0.00585464489056986,0.010787799810489829,-0.005876927372022944,0.7601638376494312,0.019532684628604562,003620
34,SEBANG_Global_Battery,Automotive_&_Parts,2016,Q1,0.0,0.7864819649913841,-0.0102282087165817,-0.2112662051566978,-0.014954171244455639,0.7648147160233574,0.027109635652520173,004490
34,Hyundai_Motor,Automotive_&_Parts,2016,Q1,0.0,-1.704812647753029,0.0009746244912722801,-0.03945008711439946,-0.025486222043879625,0.7402743592248857,0.006485016325865688,005380
34,Dong-A_Tire,Automotive_&_Parts,2016,Q1,0.0,0.719394962578735,-0.05881347716188223,-0.16349709829905157,-0.009441599951959478,0.7717956239323045,0.13688557995987816,007340
34,Seoyon,Automotive_&_Parts,2016,Q1,0.0,-0.11984860792400287,-0.009751225134712271,-8.191376755192113,0.0011128509579975132,0.2384789452281273,-0.03531842709880102,007860
34,Seohung,Automotive_&_Parts,2016,Q1,0.0,0.7980902545534028,-0.0009087672311420825,0.05676046619816699,0.014939028884644934,0.7463648946168054,0.06924542245830369,008490
34,Hotel_Shilla,Consumer_Services,2016,Q1,0.0,0.7964848159809251,-0.06309061451063958,-0.009025291941438862,0.08044444099422998,0.7297264474366855,-0.1726575046971834,008770
34,Motonic,Automotive_&_Parts,2016,Q1,0.0,0.8455239536321137,-0.07560126980076998,0.02002152678993685,-0.015857530317878732,0.7559304575871453,-0.0320429183885097,009680
34,Hwashin,Automotive_&_Parts,2016,Q1,0.0,0.367021307301892,0.06371797435072302,0.03811398259562804,0.0418547766105033,0.7812329634126101,0.013856552510961195,010690
34,Hyundai_Merchant_Marine,Transportation,2016,Q1,0.0,0.38430563099764625,0.10220984906155228,0.28828411281723487,0.6727955852999883,0.7892950964613153,-0.487063476564776,011200
35,Hyundai_Mobis,Automotive_&_Parts,2016,Q1,0.0,0.7545111750530107,-0.0008668269252882776,-0.0032852574784838495,-0.011402043450667865,0.7406387995088068,0.0015123310758306703,012330
34,Hyundai_Development_Company,Construction_&_Real_Estate,2016,Q1,0.0,0.8051514502873612,-1.864308760235467e-05,0.06879031553192438,0.0005607838611046967,0.7957605854605524,0.15685652995234042,012630
34,Hanon_Systems,Automotive_&_Parts,2016,Q1,0.0,0.17182812382669854,-0.0010452590429013142,-10.652228068475834,0.024305329254494135,0.7490679599890997,-0.1359404205418258,018880
34,Daekyo,Consumer_Services,2016,Q1,0.0,0.7912323526369914,-0.00833432207961926,-0.36849627504794946,-0.001852495208643834,0.7443420320070495,0.18972956838397706,019680
34,Hansum,Automotive_&_Parts,2016,Q1,0.0,0.6350709638537526,-0.010859029985282431,-0.19069428313466585,-0.016503069194047093,0.7185855570535886,-0.023663288758880074,020000
35,Samsung_C&T,Construction_&_Real_Estate,2016,Q1,0.0,-0.9425742536590671,0.01754364872254921,0.09113964567404698,0.04629851987923983,0.48681959691928267,-0.00961969445283025,028260
34,Kangwon_Land,Consumer_Services,2016,Q1,0.0,0.7025298684971353,0.1363203512589597,0.04210664560925348,0.01693709591200665,0.7325009120786985,0.037690877907786594,035250
34,Daewoo_E&C,Construction_&_Real_Estate,2016,Q1,0.0,0.8129889199077701,-0.019228926194048368,0.01471629265360086,0.01340505934302827,0.7418027894936889,0.10616071846133654,047040
34,Daewoo_International,Trading_&_Logistics,2016,Q1,0.0,0.6962573907777961,0.003132644658842887,0.04159806576427383,-0.016995098348386417,0.778136475103941,0.29368762867231263,047050
34,KEPCO_E&C,Construction_&_Real_Estate,2016,Q1,0.0,0.014945703604717364,0.0021316141882502526,-0.14892547030380054,-0.04413402513404807,0.8205841226720927,-0.1163345715577139,052690
34,Kumho_Tire,Automotive_&_Parts,2016,Q1,0.0,0.46756410460775355,-0.0011844270702576765,-0.017848351619709213,-0.009106266776123029,0.7605828253000154,0.22631805452470202,073240
34,Hyundai_Glovis,Automotive_&_Parts,2016,Q1,0.0,0.714860918383475,-0.051682393186389675,-0.04862873567733117,-0.01867406608801936,0.7448537083430704,-0.040497224825534875,086280
34,GKL,Consumer_Services,2016,Q1,0.0,0.6440737174147568,-0.007354762971078843,0.1221217727521724,0.0359877563960741,0.7298164302708623,-0.0812435165021513,114090
34,Hankook_Tire_&_Technology,Automotive_&_Parts,2016,Q1,0.0,0.6374462354662228,-0.0038056779010751107,0.09455484064470288,-0.02034248976492714,0.758242951918931,0.12880350188936646,161390
