,name,sector,year,quarter,Relative Return,영업이익변화율,비유동자산변화율,비유동부채변화율,자본총계변화율,매출액변화율,Label,Code
18,CJ_Logistics,Trading_&_Logistics,2020,Q1,-0.0017239662182092497,0.18897907595675878,-0.011582653188511705,0.0022332347108954265,-0.003107517116688996,0.08419970206439564,0.07242938237193654,000120
18,Hankook_Tire_Worldwide,Automotive_&_Parts,2020,Q1,-0.06386201029032726,-1.4713394906930368,-0.009919180918757098,-0.8622138727963027,0.015489527180776563,-0.9568206020512129,-0.21123997246677315,000240
19,Kia_Corp,Automotive_&_Parts,2020,Q1,-0.09429983050457971,0.6167897435897436,-0.045996364556883496,0.056074283709408035,-0.0298282288313656,0.15111469661001364,-0.2154208114690407,000270
18,Hyundai_E&C,Construction_&_Real_Estate,2020,Q1,-0.16076285991038167,0.22075437944653153,0.06736129630499998,-0.05609695528889058,-0.010269420336219914,0.16216094702293782,-0.15451139286181445,000720
18,SK_Networks,Consumer_Services,2020,Q1,-0.004118055809530674,1.043844655563064,0.03354542487244805,0.04138832108501023,0.05129801885985397,-0.24835595919699083,-0.03899670647350714,001740
18,Nexen_Tire,Automotive_&_Parts,2020,Q1,-0.05541511179408666,0.35779908603458577,0.01230939771222217,0.0055805944791907924,-0.0027790952387949375,0.15030598107481452,-0.2855455280223287,002350
18,Korean_Air,Automotive_&_Parts,2020,Q1,0.1756962305054659,1.4652670215172108,0.020635772963722765,-0.03089223890475168,0.25874860818285805,0.19955951725734522,-0.1487856324050815,003490
18,SsangYong_Motor,Automotive_&_Parts,2020,Q1,-0.3513294852658731,-0.03666237762927449,0.0895083656221265,0.06732383987902069,0.008230563016075498,0.29909186062727855,-0.12057623542145715,003620
18,SEBANG_Global_Battery,Automotive_&_Parts,2020,Q1,-0.11428536597684084,-0.031002182840106807,0.09619099759686456,0.16256270767427594,-0.005235245852732273,0.0194862741696763,-0.1070033952855651,004490
18,Hyundai_Motor,Automotive_&_Parts,2020,Q1,-0.17513459473651738,0.3933750931551635,-0.023215868549683716,0.04500503208469775,0.006435034425519959,0.17045884032066672,-0.07193212122710371,005380
18,Dong-A_Tire,Automotive_&_Parts,2020,Q1,-0.11204385980606159,-0.21104110204911808,0.016957579801447187,-0.008984116182955582,0.03967043209316812,0.003482752392465316,0.04783192682352763,007340
18,Seoyon,Automotive_&_Parts,2020,Q1,-0.30292201168085775,-3.0036740329001486,0.000921322200053698,-0.0587948110726646,-0.00293991263772142,-0.6666655885088169,0.2068543591745128,007860
18,Seohung,Automotive_&_Parts,2020,Q1,0.026386867718648663,-0.7475937250920157,-0.022172335798429366,0.01304799862180439,-0.022346798503309007,-0.30847856292444753,0.17403100655420586,008490
18,Hotel_Shilla,Consumer_Services,2020,Q1,-0.016113267804742676,1.6988278844795235,-0.030670023622977105,-0.006345898403049999,0.07540233193923762,0.3950355209539266,-0.03951765976319008,008770
18,Motonic,Automotive_&_Parts,2020,Q1,-0.06870650789798277,0.2275145101862518,0.022145394252249706,0.028680920512172525,0.008889443815664921,0.14942001741235744,-0.054423079042736855,009680
18,Hwashin,Automotive_&_Parts,2020,Q1,-0.1265622391232792,3.3404766457769655,-0.08545266133482388,-0.2251930598357592,-0.013980752272514163,0.11643242339034943,-0.2698217767481187,010690
18,Hyundai_Merchant_Marine,Transportation,2020,Q1,-0.09777209499314346,0.8261804799668273,-0.04798741021853048,0.030824004186026932,0.034806370638689965,0.02820401797859584,0.06702127929131405,011200
19,Hyundai_Mobis,Automotive_&_Parts,2020,Q1,-0.05649568194461208,0.487076160415174,-0.0358064066366901,0.023891118492091135,-0.004895017647765121,0.14219604173555755,-0.13897818464751968,012330
18,Hyundai_Development_Company,Construction_&_Real_Estate,2020,Q1,-0.21779917879297925,-4.328541533270191,-0.10348458371758529,-4.820319534269715,-0.0007781125470545103,-1.524447198302445,-0.1313536088304095,012630
18,Hanon_Systems,Automotive_&_Parts,2020,Q1,-0.14133393277436163,0.7931997449131998,-0.005253572779756688,0.057606883081893434,0.04601680813797726,0.12124927080594006,-0.009474277399508568,018880
18,Daekyo,Consumer_Services,2020,Q1,-0.06445455124536387,0.9539609865058181,-0.006102848033906039,-0.017741138561487624,0.0582369988834176,0.11654966262400923,0.1638624865496203,019680
18,Hansum,Automotive_&_Parts,2020,Q1,0.0024034827939191927,0.1692491230304588,0.02256705718301777,0.06494148811621292,-0.0,0.2926940930829165,-0.18850819750639278,020000
19,Samsung_C&T,Construction_&_Real_Estate,2020,Q1,0.13385220844135717,0.7113618451927048,0.1480845693450873,0.15570683339292035,0.1482244986679726,0.024026869773199344,0.017028376157080055,028260
18,Kangwon_Land,Consumer_Services,2020,Q1,-0.0641494182299716,3.895896718586445,0.0697181234556391,-0.10253908334263584,0.09200709830735287,0.3667335727608113,-0.13776024273704343,035250
18,Daewoo_E&C,Construction_&_Real_Estate,2020,Q1,-0.09200490639068178,2.272607062072254,-0.018013181038496917,0.14853121748456644,-0.04116695523320191,0.06992129096140853,-0.18342549043717485,047040
18,Daewoo_International,Trading_&_Logistics,2020,Q1,-0.10049798665421347,-0.5163410387699447,0.006135903294681722,0.0791663054844911,-0.008644855498662007,0.06867477023923652,-0.19803810080901915,047050
18,KEPCO_E&C,Construction_&_Real_Estate,2020,Q1,-0.16714850707527606,0.7762263897220418,0.013120270504676235,-0.31831747306162894,0.01955552955617712,0.5074731230502844,-0.05436653107026443,052690
18,Kumho_Tire,Automotive_&_Parts,2020,Q1,-0.10556615517910811,1.2278959747936302,0.0010877451859816478,-0.01579489388820221,0.053542935431947436,0.13045564074538551,-0.0746797099369402,073240
18,Hyundai_Glovis,Automotive_&_Parts,2020,Q1,-0.15179162033098437,0.16078195455300281,0.017481630773585,-0.2601453106323419,0.008075675085746248,0.006626335610200429,-0.16920283215503165,086280
18,GKL,Consumer_Services,2020,Q1,-0.14153460905342205,-0.1531068110968834,-0.0032780100707843207,-0.02496481045315968,0.030649673011493794,0.1478100778463841,-0.11268228015908086,114090
18,Hankook_Tire_&_Technology,Automotive_&_Parts,2020,Q1,-0.025950826079800947,2.299000507081798,-0.03850173184325234,-1.0346588804274566,0.009360443791222806,-0.08015565194902452,-0.22478007741429937,161390
