,name,sector,year,quarter,Relative Return,영업이익변화율,비유동자산변화율,비유동부채변화율,자본총계변화율,매출액변화율,Label,Code
5,CJ_Logistics,Trading_&_Logistics,2023,Q2,-0.2592854945235631,-0.23102451755927245,-0.005514680835832841,0.02633032885934805,-0.0032949348494932806,-0.061911959852647414,-0.09070208552509432,000120
5,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q2,-0.2489199306481145,0.6338954090330614,-0.0001239424856529503,0.01456031919530798,-0.0029879773006846744,0.1187140334876603,-0.05071880793312107,000240
6,Kia_Corp,Automotive_&_Parts,2023,Q2,0.23717992488904066,-1.689523744819621,-0.014894273231845334,0.05520769075296239,-0.2260697350650236,-0.15867979199937698,0.040187485027052924,000270
5,Hyundai_E&C,Construction_&_Real_Estate,2023,Q2,-0.062469385703469535,-0.11600808358773707,0.02858626732875591,-0.18622622603188166,-0.014866707433216275,-0.10578181037309875,-0.014578946147557108,000720
5,SK_Networks,Consumer_Services,2023,Q2,0.06915845348119948,-0.06853485286082273,0.01895023762331427,0.12042130600817025,0.02354779821506814,0.17272128299057077,0.08570103251499477,001740
5,Nexen_Tire,Automotive_&_Parts,2023,Q2,0.3100079254705017,-14.593823092726735,-0.02303386248425232,0.09400278120028005,-0.038440015783894665,-0.11368686410566275,-0.09299158956200321,002350
5,Korean_Air,Automotive_&_Parts,2023,Q2,-0.08856049228993215,-0.12768012442475696,0.0077360316693352305,0.012986122618052764,-0.039418659743064355,-0.10622919965979638,0.006133767606655141,003490
5,SsangYong_Motor,Automotive_&_Parts,2023,Q2,0.0,-1.6899986062252972,-0.007419366041322206,-0.03801513827914493,-0.0867379962684316,0.09571140252831256,0.0,003620
5,SEBANG_Global_Battery,Automotive_&_Parts,2023,Q2,0.21341521075528957,-1.1601896737521948,0.03325534764335791,-0.0676067465459611,-0.0037696165426226447,-0.015938705740915937,-0.1886860997346858,004490
5,Hyundai_Motor,Automotive_&_Parts,2023,Q2,0.09859820957465207,-0.5158314442407161,-0.029194006839611708,-0.012528187943560365,-0.057334131113869535,-0.12776297008249582,0.07293280071542572,005380
5,Dong-A_Tire,Automotive_&_Parts,2023,Q2,0.08398654951769541,-0.23708795159739937,-0.0007265594014549404,-0.08510740894508717,-0.02176038240774769,-0.005850473742460949,0.16701866869081328,007340
5,Seoyon,Automotive_&_Parts,2023,Q2,0.11699647797292045,0.9613183420791716,-0.00035209204986186293,-0.012707836688538032,-4.221628133005417e-05,0.57304604151218,0.028678079764161882,007860
5,Seohung,Automotive_&_Parts,2023,Q2,-0.2163952677126783,-0.3669551151428292,-0.027092998607510133,0.20418306558324395,-0.011629860208383747,0.03172610450234403,-0.14077848620421146,008490
5,Hotel_Shilla,Consumer_Services,2023,Q2,-0.10067922867337442,-1.0442840694581137,-0.1428574923250887,0.18552908988264816,-0.0774165336808974,-0.03265339307985826,-0.14508858859257898,008770
5,Motonic,Automotive_&_Parts,2023,Q2,0.035546261522704015,-0.07566128512046566,0.003497780988174104,-0.3688795320814109,-0.016777129765365384,-0.03999245427612452,-0.0709768107998196,009680
5,Hwashin,Automotive_&_Parts,2023,Q2,0.5857565735986877,-0.32119733661140315,0.018945153887963473,-0.6388278521069377,-0.05400120268889652,-0.03329507638509677,0.37135581744830165,010690
5,Hyundai_Merchant_Marine,Transportation,2023,Q2,-0.047774151913988504,0.4894026137321259,-0.012631004155657655,0.03226999067671632,-0.026927039864198088,-0.022741059490137605,-0.12168247768195706,011200
6,Hyundai_Mobis,Automotive_&_Parts,2023,Q2,-0.02482687280565421,-0.7314229456419072,-0.021689079193673466,-0.03085858535190633,-0.015802955493039894,-0.0529057037823375,0.028200916784374502,012330
5,Hyundai_Development_Company,Construction_&_Real_Estate,2023,Q2,0.13412290385847042,0.8984556868644227,9.416807492657053e-05,0.001826022351274048,0.0037267587094468313,0.7112142747995045,-0.08885684742985622,012630
5,Hanon_Systems,Automotive_&_Parts,2023,Q2,-0.02215312498036348,-1.5255751719450648,-0.542892675553805,-0.1312996332128562,-2.2923806338224497,-0.013441221512988655,0.007232321839692794,018880
5,Daekyo,Consumer_Services,2023,Q2,-0.10136578436639733,-0.7316497973573457,-0.0039054270427176796,-0.07870433323486714,0.04084816696339877,0.020521829775270284,-0.06464147946448826,019680
5,Hansum,Automotive_&_Parts,2023,Q2,-0.14349043572500242,0.8709678507387317,-0.03708049411222514,-0.5648831026511796,-0.0,0.1499581822106617,-0.15318769013162023,020000
6,Samsung_C&T,Construction_&_Real_Estate,2023,Q2,-0.15447557253843136,-0.17429005639127948,-0.07755309784004294,-0.11111255813651999,-0.09409629938997166,-0.0327356137224859,-0.06880744596871724,028260
5,Kangwon_Land,Consumer_Services,2023,Q2,-0.24720534447301334,-0.17750822006326183,-0.013092545004912637,0.07124037496778357,-0.02980364615234321,0.07574280602481998,-0.18102546860967145,035250
5,Daewoo_E&C,Construction_&_Real_Estate,2023,Q2,-0.13992992895348647,-0.03449928013155912,-9.903782344955481e-05,-0.0831057774817201,-0.009381937993322653,-0.2541601446852624,-0.04323599427971824,047040
5,Daewoo_International,Trading_&_Logistics,2023,Q2,-0.10834262736618488,-0.5064764862363056,0.0062735323310757485,-0.03178671118444831,-0.0537811647510551,-0.0832045726322228,0.7059462661232573,047050
5,KEPCO_E&C,Construction_&_Real_Estate,2023,Q2,0.26170778602361144,-0.11094009471512578,0.016494431465306048,-0.4936255311410611,-0.024574309609516787,-0.10722658725771783,-0.11903541885842765,052690
5,Kumho_Tire,Automotive_&_Parts,2023,Q2,0.20823856921501172,-1.1933041410082272,-0.018741519790469674,0.07057649851346204,-0.17457696842039905,-0.08488216244837421,0.22096458114157236,073240
5,Hyundai_Glovis,Automotive_&_Parts,2023,Q2,-0.13884452023467495,0.16854742071918627,-0.011898648693324354,0.050770752338687664,-0.04147007435597838,-0.03446682947957336,0.1922518709852148,086280
5,GKL,Consumer_Services,2023,Q2,-0.024386714348609673,0.588072577582192,0.025005254198565474,0.035728465065898996,-0.021622254090071902,0.08178217276383049,-0.23276676214200975,114090
5,Hankook_Tire_&_Technology,Automotive_&_Parts,2023,Q2,7.232787341490687e-05,1.7983810329170309,0.006958325005657295,0.014159012598259246,-0.059797841584056544,0.08801392362702964,-0.048600636249732,161390
