,name,sector,year,quarter,Relative Return,영업이익변화율,비유동자산변화율,비유동부채변화율,자본총계변화율,매출액변화율,Label,Code
6,CJ_Logistics,Trading_&_Logistics,2023,Q1,0.01727310409979074,0.13174946531281173,-0.013237711103547545,-0.18936103094370038,-0.020896850647706078,0.09172575107490033,-0.2592854945235631,000120
6,Hankook_Tire_Worldwide,Automotive_&_Parts,2023,Q1,0.10353869626979526,-1.3106072763217096,-0.0008823969619360383,-0.002343120788725228,0.004748323797024945,-0.14618061955419126,-0.2489199306481145,000240
7,Kia_Corp,Automotive_&_Parts,2023,Q1,-0.19788245796038514,0.17485433185358557,0.0031796860424185835,0.050733992509327086,0.041514311221162004,-0.07922279582539993,0.23717992488904066,000270
6,Hyundai_E&C,Construction_&_Real_Estate,2023,Q1,-0.09972903958822289,-0.8335698517817722,0.001818906475307025,-0.04431410626103882,-0.024023976590170193,0.01729184712159515,-0.062469385703469535,000720
6,SK_Networks,Consumer_Services,2023,Q1,-0.05065109660958744,2.565562752046927,0.029986373605252137,0.008064226219687054,0.018884929889003477,0.038794073704307985,0.06915845348119948,001740
6,Nexen_Tire,Automotive_&_Parts,2023,Q1,-0.1669432314410481,0.9321394085361036,-0.0063591011230461625,-0.31472682623179193,0.009521867470073886,0.06356827851771474,0.3100079254705017,002350
6,Korean_Air,Automotive_&_Parts,2023,Q1,0.014517442716255258,0.2020551842448426,-0.01233273399369783,0.010841421553861252,-0.008757204862000156,0.11392413914758726,-0.08856049228993215,003490
6,SsangYong_Motor,Automotive_&_Parts,2023,Q1,0.0,-0.15693041300786548,0.0016482640002553062,-0.18611697898063118,-0.0873194120364913,-0.049284798183457657,0.0,003620
6,SEBANG_Global_Battery,Automotive_&_Parts,2023,Q1,0.04980739828187379,0.47568313896852443,-0.0010518635565033296,0.06984756405109105,-0.006778972325069965,0.05757679078095501,0.21341521075528957,004490
6,Hyundai_Motor,Automotive_&_Parts,2023,Q1,-0.1733678124466347,0.43551734058921454,-0.0008998366856154405,0.07654612294300944,-0.00018950489738145393,0.05440582917801595,0.09859820957465207,005380
6,Dong-A_Tire,Automotive_&_Parts,2023,Q1,0.01696189862257434,0.3583865695677665,-0.005727645684147298,0.16450561824660725,0.011304815196092388,0.17016928380716934,0.08398654951769541,007340
6,Seoyon,Automotive_&_Parts,2023,Q1,0.33393396154140803,4.864834090422275,0.0010158175606722608,0.004292319238867082,-0.007896756491215795,-1.3396086702085195,0.11699647797292045,007860
6,Seohung,Automotive_&_Parts,2023,Q1,0.02971306715926293,-2.3378117036585104,-0.032625294626806634,-0.005605085177681213,0.005753098878302665,-0.15837556197959168,-0.2163952677126783,008490
6,Hotel_Shilla,Consumer_Services,2023,Q1,0.13402629764482446,1.9905909820415622,0.00782771352286038,-0.3701431212033386,-0.050948555213822244,0.5787777103828627,-0.10067922867337442,008770
6,Motonic,Automotive_&_Parts,2023,Q1,-0.0030718569139358814,0.21158579227986474,-0.007122058672825782,0.03629496391464304,0.006873240618820331,0.04704716869176595,0.035546261522704015,009680
6,Hwashin,Automotive_&_Parts,2023,Q1,-0.1744694858167774,0.4430445790798775,-0.03946610989034771,0.40279493535554844,-0.062289475216107615,0.16874349111210918,0.5857565735986877,010690
6,Hyundai_Merchant_Marine,Transportation,2023,Q1,0.03131414121310738,0.7629886779292936,-0.04489735059529765,-0.0324793607723306,-0.010942574885394185,0.41555895621598826,-0.047774151913988504,011200
7,Hyundai_Mobis,Automotive_&_Parts,2023,Q1,0.01923247915326713,0.5150384868931286,-0.010576829644487473,-0.006739768675130708,-0.0012922204930179149,-0.006684518029029141,-0.02482687280565421,012330
6,Hyundai_Development_Company,Construction_&_Real_Estate,2023,Q1,-0.08957836657618325,-8.068194290883422,0.021754637966279078,-0.0012066480562833437,-0.009342238041155637,-2.877202602129981,0.13412290385847042,012630
6,Hanon_Systems,Automotive_&_Parts,2023,Q1,-0.04808095599194632,-1.9423839992278453,0.0038026156334756145,0.028662621014196032,0.05606587924919848,-0.0029007650049546196,-0.02215312498036348,018880
6,Daekyo,Consumer_Services,2023,Q1,0.08876501380208085,0.7178469922933368,0.008458564132524549,0.04160446175472976,0.0005054173991217992,-0.0005710096825004563,-0.10136578436639733,019680
6,Hansum,Automotive_&_Parts,2023,Q1,0.02745831296049629,-0.09895803543601,-0.33358342468595215,0.05311599113813714,-0.0,0.10188559934308705,-0.14349043572500242,020000
