,name,sector,year,quarter,Relative Return,영업이익변화율,비유동자산변화율,비유동부채변화율,자본총계변화율,매출액변화율,Label,Code
33,CJ_Logistics,Trading_&_Logistics,2016,Q2,-0.022122283467874784,-0.23539684774416902,-0.02123052910440415,-0.45206409394294145,-0.003068175794052719,-0.04894826656765083,0.14800941234963713,000120
33,Hankook_Tire_Worldwide,Automotive_&_Parts,2016,Q2,0.2915522284824993,0.6128923374018886,-0.0004494107885568699,-0.02140331763493819,-0.004407004852980068,0.4041342243373709,-0.024596940132876333,000240
34,Kia_Corp,Automotive_&_Parts,2016,Q2,-0.0931773119697118,0.0594195531294236,-0.015986044180584358,-0.23409372889722868,-0.016050523587724186,-0.06931841268775818,-0.09968591292005885,000270
33,Hyundai_E&C,Construction_&_Real_Estate,2016,Q2,0.4594083042513074,-0.14653702594350482,0.0022628444136912895,-0.00779332097730423,-0.017597702960964634,-0.1482557663727011,-0.20659433400204477,000720
33,SK_Networks,Consumer_Services,2016,Q2,0.13411121214856095,-0.5430948825228947,-0.009200177086978512,-0.19068851437195256,-0.0033689484031234063,-0.022688049663889487,-0.07173560236105261,001740
33,Nexen_Tire,Automotive_&_Parts,2016,Q2,0.16034181328193625,-0.26975918019508094,0.0023122401836797035,0.03296506296222024,-0.045710090038443285,-0.11165065136730057,-0.08687935596289678,002350
33,Korean_Air,Automotive_&_Parts,2016,Q2,0.08777613647421328,0.5177529119302988,-0.035012638592880174,-0.056238526968062086,0.11393014736256701,0.015753990114095062,-0.15692592965675206,003490
33,SsangYong_Motor,Automotive_&_Parts,2016,Q2,0.019532684628604562,-1.2236019472800663,0.0070053726677841155,-0.012493800558101897,-0.021289592896998055,-0.18544239919407413,-0.14657160374342862,003620
33,SEBANG_Global_Battery,Automotive_&_Parts,2016,Q2,0.027109635652520173,0.16675744578715002,-0.038423241737624236,-0.08324439375529402,-0.01647438997606776,-0.01598948909114828,-0.11474550278041537,004490
33,Hyundai_Motor,Automotive_&_Parts,2016,Q2,0.006485016325865688,0.9044422311033112,-0.00019598043612534255,0.02218975086394892,-0.025279309641520697,-0.0,-0.10557126064432318,005380
33,Dong-A_Tire,Automotive_&_Parts,2016,Q2,0.13688557995987816,-0.07666636949366912,-0.00392017927203403,-0.13915253656776683,-0.017161669510626698,-0.011857818438552936,-0.01955569827348864,007340
33,Seoyon,Automotive_&_Parts,2016,Q2,-0.03531842709880102,1.0513658637047079,-0.0004933800732560556,-0.0018678086104260139,0.00033225299260553065,0.6208676907977135,-0.13695299366540045,007860
33,Seohung,Automotive_&_Parts,2016,Q2,0.06924542245830369,-0.4426158661316839,0.000164197631858376,0.012992358822073502,-0.040214411598582744,-0.16456772387457774,-0.008241661472022557,008490
33,Hotel_Shilla,Consumer_Services,2016,Q2,-0.1726575046971834,-0.11724902993233566,-0.0,-0.0,0.0010436936831182964,-0.092196986550791,0.01632081585840907,008770
33,Motonic,Automotive_&_Parts,2016,Q2,-0.0320429183885097,0.7403133436512002,0.008144264534750478,0.031310776202877144,-0.004636457915702108,0.023172400268425597,-0.22082396140733596,009680
33,Hwashin,Automotive_&_Parts,2016,Q2,0.013856552510961195,-1.5116506963298408,0.0003412556271251699,-0.010923766221707654,-0.008530671585305294,-0.2992803300154354,0.1231035403637363,010690
33,Hyundai_Merchant_Marine,Transportation,2016,Q2,-0.487063476564776,-0.5276549193055098,0.17330705381040068,0.02061684388593521,-1.7859911009042628,0.1704277427168993,-0.15158476682702005,011200
34,Hyundai_Mobis,Automotive_&_Parts,2016,Q2,0.0015123310758306703,-0.04473380059167198,-0.009112850082982904,0.04008177707584315,-0.028229867144969223,-0.020995392669860724,0.005904149191742404,012330
33,Hyundai_Development_Company,Construction_&_Real_Estate,2016,Q2,0.15685652995234042,-1.28059832084594,-0.022942825408441836,0.004821802759424565,-0.041447773898415585,-0.3085916679344394,-0.14626537653984187,012630
33,Hanon_Systems,Automotive_&_Parts,2016,Q2,-0.1359404205418258,1.101224922076378,-0.002159729033236024,-0.15547573654651425,0.0005929654416203523,-0.0323258563983122,0.14596929577154696,018880
