,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
4,S_hynix,2023,Q3,전기·전자,0.23857885092975517,-4.190054217921063,-0.0,0.0169890213724585,-0.0671883444492627,-0.04339359761260497,0.00011906661990596242,-0.35146387901434273,-0.30995118026166146,-0.10412914957475894,0.034618672553293164,000660
4,SEBANG_Global_Battery,2023,Q3,전기·전자,-0.1886860997346858,0.05660377358490565,-0.0,-0.023467372222707672,-0.18866752232188277,-0.031646364626020995,-4.150566622604539e-05,0.0034726736558833293,0.05660377358490565,-0.19684132276771105,0.2571242394575228,004490
5,Hansol_Technics,2023,Q3,전기·전자,0.2697450689464504,0.0,-0.0,-0.058897819332699886,0.06584066645514997,0.007981878555060273,-0.0015356567462307957,-0.06126916483001188,0.0,0.1184932998181194,-0.19663071328532017,004710
5,Samsung_Electronics,2023,Q3,전기·전자,0.08242291447490567,0.4263157894736842,-0.0,-0.03675368439640114,-0.006539207554685511,-0.019950064742488394,6.707363774040451e-05,-0.1544746257452474,-5.772106824925816,0.003802304994998229,-0.01932469150744904,005930
5,Samsung_SDI,2023,Q3,전기·전자,-0.15370208552509432,-4.217391304347826,-0.0,-0.017095076661806763,0.09861391772175887,0.029975055826562014,-0.00019193437979907278,0.001056229273141418,-30.07608695652174,0.11375750904378479,-0.2072363348442886,006400
4,Dong-A_Tire,2023,Q3,전기·전자,0.16701866869081328,-0.0015351679645638772,-0.0,0.009802237352172338,0.0007440408276819799,0.044909583800811004,0.0001448620892583144,0.1163264628766757,-0.0015351679645640992,-0.030114111974035795,-0.07614992510798027,007340
5,Samsung_Electro-Mechanics,2023,Q3,전기·전자,-0.10494687719176099,-0.0,-0.0,-0.013507518504086935,0.01090117915988631,0.07376054397899301,8.814845019721936e-05,-0.04943003244628286,-0.0,-0.0004670757300540007,-0.014547779725062646,009150
4,LS_Electric,2023,Q3,전기·전자,0.3553579851462838,1.4728165851157844,-0.0,-0.01847702793962247,-0.014725291657686546,0.0012244462578056003,7.563123007507368e-05,0.13549453064137496,-0.03281233780008397,-0.021939756241070363,0.21318932285597744,010120
4,LG_Innotek,2023,Q3,전기·전자,0.08799754817453938,0.9419642108784416,-0.0,-0.03291280913550776,-0.3328233482240719,-0.09433855324843843,0.002224058827598665,-0.21993070412304694,0.43778763467128,-0.5087987318761564,-0.18151509093271123,011070
4,Iljin_Materials,2023,Q3,전기·전자,-0.3600690841026192,-0.0015346357758387885,-0.0,0.009583169814612824,0.13794153825231747,-0.006364521548529067,-0.00148956223037736,0.0811532220388137,-0.0015346357758387885,0.1722179330529403,-0.13445137023603865,020150
4,Korea_Electric_Terminal,2023,Q3,전기·전자,-0.08221002203303082,0.9794121169714506,-0.0,-0.017150701799853785,-0.07672354551711602,-0.012271915688751411,3.887751667279267e-05,0.09645090543050594,-0.3902185884344198,-0.08870749788387466,-0.12273908766955663,025540
5,Sindoh,2023,Q3,전기·전자,0.009853470030461234,-0.0,-0.0,-0.023998326153581884,0.010842057635217617,-0.12672345915030214,-8.415508266374638e-05,0.012993060876440699,-0.0,0.03249860617513811,-0.05676842040578591,029530
4,LG_Display,2023,Q3,전기·전자,-0.0752157430867199,-0.007418919088689968,-0.0,0.10018290972058619,-0.01992051421871266,0.07310625745942279,0.0005380319467920287,-0.0830242346602903,-0.00741831277093552,-0.07641514619498957,-0.13566744054732102,034220
4,LG_Electronics,2023,Q3,전기·전자,0.04653929378525051,0.6739999999999999,-0.0,-0.05729544983502155,-0.0362819141014219,-0.08303582351056815,-4.789143901258437e-05,0.012641227482821926,0.9302065884980458,-0.01072840271839226,-0.17312602925559445,066570
