,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
10,S_hynix,2022,Q1,전기·전자,0.29767943019322207,0.002198196996402446,-0.0,-0.01894021435736226,-0.041949568761951994,0.031622489290295874,4.115402771773251e-05,0.10588036335767448,-0.03221628285224143,-0.12993502152431358,-0.026621589039758017,000660
10,SEBANG_Global_Battery,2022,Q1,전기·전자,-0.08413726794857924,-0.03864200093138925,-0.0,-0.005910164954132213,-0.02938286105622967,0.04053657464560512,-2.413809565578483e-05,0.08150993058567679,-0.03864200093138925,-0.031287689948118924,-0.018186312794455387,004490
11,Hansol_Technics,2022,Q1,전기·전자,0.13872593525057644,0.0,-0.0,0.028308793855448378,-0.38436309254602463,-0.4592392410005839,-0.03864927433910692,-0.10802577639375421,0.0,-0.31553618122188265,-0.04635513799821167,004710
11,Samsung_Electronics,2022,Q1,전기·전자,0.07290562351222762,-0.0330330124879854,-0.0,-0.02630539794117137,-0.054555826181265976,0.1180512080746231,-5.585242447598655e-06,-0.031090142014916333,-0.02957972337226389,-0.0703347030844963,-0.043986675674366066,005930
11,Samsung_SDI,2022,Q1,전기·전자,-0.062797906016297,-0.03884917300851276,-0.0,-0.01869778762120733,-0.16741190712540255,-0.26384803575108795,-0.00014137901714938962,-0.07259043404131438,-0.03884917300851298,-0.13289174408441173,-0.021616789917311835,006400
10,Dong-A_Tire,2022,Q1,전기·전자,0.5476663555085312,-0.0386684631674743,-0.0,-0.0109387612538141,-0.5408687959483778,-1.4863550754268946,4.245995150625182e-05,-1.2773366665938397,-0.0386684631674743,-0.055018652242491584,0.05192870065220981,007340
11,Samsung_Electro-Mechanics,2022,Q1,전기·전자,0.13234587467469738,-0.03857471188633932,-0.0,-0.016941313171535466,-0.013135245893125314,-0.3498942648379699,-5.693034375594358e-06,0.060329342898911786,-0.03857471188633932,0.007076425885877646,-0.08932672605219982,009150
10,LS_Electric,2022,Q1,전기·전자,-0.14245880361770016,-0.03864479316988301,-0.0,0.003417554604181916,-0.09707948334474836,-0.2631795043883205,3.0164148067352336e-05,0.10347637265536425,-0.03864479316988301,0.024023756491507786,-0.11142119803291539,010120
10,LG_Innotek,2022,Q1,전기·전자,0.7718198109832193,-0.03845742549284825,-0.0,-0.0675330660383473,-0.016901676562221635,-0.38667468140554395,-3.97604226501979e-05,0.3150796368112465,-0.03845742549284825,0.08439391988942568,0.13681606620117592,011070
10,Iljin_Materials,2022,Q1,전기·전자,0.3304388754347333,-0.03864535722077567,-0.0,0.009566566194394333,0.003740494243644643,0.02597935274884855,-0.00024245949487075374,-0.20686923360280662,-0.03864535722077589,-0.07121018825973491,-0.21286867528684428,020150
10,Korea_Electric_Terminal,2022,Q1,전기·전자,0.02530204422557241,-0.03864559580385074,-0.0,-0.005073273577945736,-0.09580901491950922,-0.0338809602679202,-1.94875027569274e-05,-0.06591819246530872,-0.03864559580385074,-0.11422915411346879,-0.08657405487457678,025540
11,Sindoh,2022,Q1,전기·전자,0.033427433098087725,-0.03864346931336149,-0.0,0.01608613112194346,-0.2647415840089973,0.057013666348489145,0.003024118448977513,-0.16205336580159324,-0.03864346931336149,-0.30285490426504236,0.056677256778055934,029530
10,LG_Display,2022,Q1,전기·전자,0.31500298430000334,-0.04444473749403777,-0.0,0.03765431298364774,-0.014411872513446111,0.06486409963535389,0.00016677107347833384,0.207007934465266,-0.044443628726914985,-0.048695148646255015,-0.08791112694564701,034220
10,LG_Electronics,2022,Q1,전기·전자,0.112967298328524,-0.03769446680579125,-0.0,-0.0910678040168702,0.021553794234137613,0.051088643247862664,-0.00050746771589708,-0.25332713286275976,-0.03594489056256389,0.006318198884626591,-0.0567616998250301,066570
